t,feedback_sim_time,callback_monotonic_time,q0_meas,q0_command,theta,s
0,16.004999999996578,29209.922012609,1.4084688647547206,1.4084688647547206,-2.1328766193913584e-06,-0.080001583701307916
0.010000000000012221,16.01499999999659,29209.932313386002,1.4084664632537327,1.4084688647547206,4.7900371433048612e-07,-0.080002259993774874
0.020000000000024443,16.024999999996602,29209.942833757999,1.4084637922733112,1.4084688647547206,-8.2501269641405973e-06,-0.080002558622481068
0.030000000000036664,16.034999999996614,29209.953311042002,1.4084631140121799,1.4084688647547206,-9.8160391174211965e-06,-0.080002583954588008
0.040000000000048885,16.044999999996627,29209.963847882002,1.4084635193500792,1.4084688647547206,-8.2276929050150213e-06,-0.080002564867430279
0.050000000000061107,16.054999999996639,29209.974386528,1.408463875423541,1.4084688647547206,-6.892497336650269e-06,-0.080002557814815134
0.060000000000073328,16.064999999996651,29209.984990133999,1.4084639497688465,1.4084688647547206,-6.4342695127142071e-06,-0.080002558688086353
0.070000000000085549,16.074999999996663,29209.995439490998,1.4084639064294688,1.4084688647547206,-6.4443195497910864e-06,-0.08000256001761144
0.080000000000097771,16.084999999996676,29210.005969637001,1.4084638695570544,1.4084688647547206,-6.5380127695302629e-06,-0.08000256035982363
0.090000000000109992,16.094999999996688,29210.016481688999,1.408463861103364,1.4084688647547206,-6.5810778040611616e-06,-0.080002560284700749
0.10000000000012221,16.1049999999967,29210.027123077001,1.4084638649815748,1.4084688647547206,-6.5815189430659163e-06,-0.080002560199789324
0.11000000000013443,16.114999999996712,29210.037549629,1.4084638687436466,1.4084688647547206,-6.5719380739340513e-06,-0.080002560179116333
0.12000000000014666,16.124999999996724,29210.048126254002,1.4084638697595391,1.4084688647547206,-6.5670019360645289e-06,-0.080002560187153585
0.13000000000015888,16.134999999996737,29210.058662487001,1.4084638694324731,1.4084688647547206,-6.5667253412932941e-06,-0.080002560195150924
0.1400000000001711,16.144999999996749,29210.06914308,1.4084638690408582,1.4084688647547206,-6.5677342693286076e-06,-0.080002560197112146
0.15000000000018332,16.154999999996761,29210.079674133998,1.4084638689169449,1.4084688647547206,-6.5683088628564719e-06,-0.080002560196258413
0.16000000000019554,16.164999999996773,29210.090260933001,1.4084638689430597,1.4084688647547206,-6.5683623127128377e-06,-0.080002560195406344
0.17000000000020776,16.174999999996786,29210.100748744,1.4084638689846083,1.4084688647547206,-6.5682537471240678e-06,-0.080002560195187783
0.18000000000021998,16.184999999996798,29210.111316317001,1.4084638689997464,1.4084688647547206,-6.5681860299610954e-06,-0.080002560195276282
0.19000000000023221,16.19499999999681,29210.121778174002,1.4084638689978681,1.4084688647547206,-6.5681774057718903e-06,-0.08000256019537047
0.20000000000024443,16.204999999996822,29210.132278375,1.4084638689933986,1.408609464837842,-6.5681891041896781e-06,-0.08000256019539688
0.21000000000025665,16.214999999996834,29210.142878707,1.4086622105182613,1.408609464837842,0.0015623403453628459,-0.080006358043050937
0.22000000000026887,16.224999999996847,29210.153388466999,1.4085710194120429,1.408609464837842,0.00062584140490631131,-0.080007183713944358
0.23000000000028109,16.234999999996859,29210.163948682999,1.4084957449788289,1.408609464837842,0.00047713125696677695,-0.080000229520232211
0.24000000000029331,16.244999999996871,29210.174411026001,1.408562250341717,1.408609464837842,0.00083005755364135025,-0.080002444415285867
0.25000000000030553,16.254999999996883,29210.185007991,1.4086182996329146,1.408609464837842,0.0010868091714909044,-0.080005276514840878
0.26000000000031775,16.264999999996895,29210.195504649,1.408624717277376,1.408609464837842,0.0011483232236589858,-0.080005240468403141
0.27000000000032998,16.274999999996908,29210.206056219002,1.4086132964055325,1.408609464837842,0.0011229913240361766,-0.080004709660279338
0.2800000000003422,16.28499999999692,29210.216582739999,1.40860607905539,1.408609464837842,0.0010963125730701325,-0.080004565621120613
0.29000000000035442,16.294999999996932,29210.227161851999,1.4086052114193948,1.408609464837842,0.0010889173666528448,-0.080004600443001922
0.30000000000036664,16.304999999996944,29210.237694788,1.4086064897181974,1.408609464837842,0.0010915507699577748,-0.080004630091708592
0.31000000000037886,16.314999999996957,29210.248195901,1.4086073417628935,1.408609464837842,0.0010946730036049334,-0.080004634187273535
0.32000000000039108,16.324999999996969,29210.258716895001,1.4086074715546131,1.408609464837842,0.0010956412041030835,-0.0800046316630003
0.3300000000004033,16.334999999996981,29210.269267349999,1.4086073358770999,1.408609464837842,0.001095390007728608,-0.080004630431042306
0.34000000000041553,16.344999999996993,29210.279809489999,1.4086072361097306,1.408609464837842,0.0010950306128010825,-0.080004630337168911
0.35000000000042775,16.354999999997005,29210.290291698999,1.4086072174865942,1.408609464837842,0.0010949074977321474,-0.080004630402812013
0.36000000000043997,16.364999999997018,29210.300822130001,1.4086072316830118,1.408609464837842,0.0010949307262095209,-0.080004630406006166
0.37000000000045219,16.37499999999703,29210.311383811,1.4086072433396437,1.408609464837842,0.0010949719956376944,-0.080004630400722129
0.38000000000046441,16.384999999997042,29210.321941900002,1.4086072459004948,1.408609464837842,0.0010949874366666403,-0.08000463040909167
0.39000000000047663,16.394999999997054,29210.332460100999,1.4086072444296149,1.408609464837842,0.0010949854174916098,-0.080004630417982808
0.40000000000048885,16.404999999997067,29210.343025553,1.4086072430705348,1.408609464837842,0.0010949806989696753,-0.080004630419933345
0.41000000000050107,16.414999999997079,29210.353495407999,1.4086072427294543,1.408609464837842,0.0010949787859865551,-0.080004630417966335
0.4200000000005133,16.424999999997091,29210.364004288,1.4086072428801453,1.408609464837842,0.0010949789436263194,-0.080004630416231834
0.43000000000052552,16.434999999997103,29210.374547856001,1.4086072430382035,1.408609464837842,0.0010949794810767106,-0.080004630415851499
