feedback_sim_time,monotonic_time,q0_target
16.010999999996585,28490.868236400001,1.4084682131208719
16.020999999996597,28490.878124792998,1.4084682131208719
16.03099999999661,28490.888623678002,1.4084682131208719
16.040999999996622,28490.899177857002,1.4084682131208719
16.050999999996634,28490.909675742001,1.4084682131208719
16.060999999996646,28490.920407297999,1.4084682131208719
16.070999999996658,28490.930934537999,1.4084682131208719
16.080999999996671,28490.941436539,1.4084682131208719
16.090999999996683,28490.951972888,1.4084682131208719
16.100999999996695,28490.962631137001,1.4084682131208719
16.110999999996707,28490.973112057,1.4084682131208719
16.12099999999672,28490.983552811998,1.4084682131208719
16.130999999996732,28490.994068012002,1.4084682131208719
16.140999999996744,28491.004769466999,1.4084682131208719
16.150999999996756,28491.015274263002,1.4084682131208719
16.160999999996768,28491.025755028,1.4084682131208719
16.170999999996781,28491.036357540001,1.4084682131208719
16.180999999996793,28491.046887165001,1.4084682131208719
16.190999999996805,28491.057399915,1.4084682131208719
16.200999999996817,28491.067955294999,1.4084682131208719
16.21099999999683,28491.078472543999,1.4086086740739079
16.220999999996842,28491.089055740998,1.4086086740739079
16.230999999996854,28491.099529106999,1.4086086740739079
16.240999999996866,28491.110055964,1.4086086740739079
16.250999999996878,28491.120683984998,1.4086086740739079
16.260999999996891,28491.131141823,1.4086086740739079
16.270999999996903,28491.141621250001,1.4086086740739079
16.280999999996915,28491.152162663999,1.4086086740739079
16.290999999996927,28491.162659332,1.4086086740739079
16.300999999996939,28491.173216267001,1.4086086740739079
16.310999999996952,28491.183685507,1.4086086740739079
16.320999999996964,28491.19424565,1.4086086740739079
16.330999999996976,28491.204741559999,1.4086086740739079
16.340999999996988,28491.215377854998,1.4086086740739079
16.350999999997001,28491.225847575999,1.4086086740739079
16.360999999997013,28491.236359866001,1.4086086740739079
16.370999999997025,28491.246879816001,1.4086086740739079
16.380999999997037,28491.257488308001,1.4086086740739079
16.390999999997049,28491.268056141002,1.4086086740739079
16.400999999997062,28491.278474639999,1.4086086740739079
16.410999999997074,28491.289022162,1.4086086740739079
16.420999999997086,28491.299534898,1.4086086740739079
16.430999999997098,28491.310064981,1.4086086740739079
16.440999999997111,28491.320580242998,1.4086086740739079
16.450999999997123,28491.331341599001,1.4086086740739079
16.460999999997135,28491.341707348001,1.4086086740739079
16.470999999997147,28491.352350391,1.4086086740739079
16.480999999997159,28491.362762155,1.4086086740739079
16.490999999997172,28491.373349015001,1.4086086740739079
16.500999999997184,28491.383868329998,1.4086086740739079
16.510999999997196,28491.394363166,1.4086086740739079
16.520999999997208,28491.404866731998,1.4086086740739079
16.530999999997221,28491.415420794001,1.4086086740739079
16.540999999997233,28491.425940951998,1.4086086740739079
16.550999999997245,28491.436443432998,1.4086086740739079
16.560999999997257,28491.447085053998,1.4086086740739079
16.570999999997269,28491.457471451002,1.4086086740739079
16.580999999997282,28491.467970412999,1.4086086740739079
16.590999999997294,28491.478529986001,1.4086086740739079
16.600999999997306,28491.489135599,1.4086086740739079
16.610999999997318,28491.499696472001,1.4086086740739079
16.620999999997331,28491.510130230999,1.4086086740739079
16.630999999997343,28491.520715322,1.4086086740739079
16.640999999997355,28491.531273076002,1.4086086740739079
16.650999999997367,28491.541765647999,1.4086086740739079
16.660999999997379,28491.552436966998,1.4086086740739079
16.670999999997392,28491.562871425998,1.4086086740739079
16.680999999997404,28491.573448990999,1.4086086740739079
16.690999999997416,28491.583977932001,1.4086086740739079
16.700999999997428,28491.594450024,1.4086086740739079
16.710999999997441,28491.604936667001,1.4086086740739079
16.720999999997453,28491.615454790001,1.4086086740739079
16.730999999997465,28491.625980473,1.4086086740739079
16.740999999997477,28491.636519857999,1.4086086740739079
16.750999999997489,28491.647057622999,1.4086086740739079
16.760999999997502,28491.657545283,1.4086086740739079
16.770999999997514,28491.668122912,1.4086086740739079
16.780999999997526,28491.678682996,1.4086086740739079
16.790999999997538,28491.689199365999,1.4086086740739079
16.800999999997551,28491.699650193001,1.4086086740739079
16.810999999997563,28491.710272717999,1.4086086740739079
