index,trajectory,theta,s,phi_L,phi_R,d_lookup_m,branch_exclusion,physical_dL,physical_dR,physical_d_min,physical_task_error,physical_joint_margin,physical_collision,valid_start
83,traj_0083,-0.49694135327669964,-0.14809378844395657,-0.02500000037252903,0.0,0.005942411415503815,0,0.005941757950865,0.0382189143444975,0.005941757950865,2.5275947106495835e-05,0.2987289407488065,0,True
84,traj_0084,0.16142842943728297,-0.013568273133940018,0.0,0.051959287847768355,0.005990883983478989,0,0.0089575018057172,0.0059899206724743,0.0059899206724743,1.1815652734534967e-05,0.4463225465020157,0,True
85,traj_0085,0.32846877217594783,-0.13701070848981176,0.0,0.0,0.008386201925603968,0,0.0083861470822843,0.0092333151627108,0.0083861470822843,1.250904394805078e-05,0.4459140987139915,0,True
86,traj_0086,0.7488041545182773,-0.09102003604605016,0.0,0.017959927506464,0.005778040465746702,0,0.0085732232529177,0.0057771378014664,0.0057771378014664,9.767271960082026e-06,0.4458980659326363,0,True
87,traj_0087,0.3651679363745295,-0.015904581558088243,0.0,0.05499999970197678,0.005393772294231695,0,0.0089608428108437,0.0053930682738983,0.0053930682738983,5.295061488900588e-06,0.4462925750715129,0,True
88,traj_0088,0.1617687164534789,-0.13945321736915955,0.0,0.0,0.008383710598856873,0,0.0083836480670742,0.0138380035897916,0.0083836480670742,1.4784091116451545e-05,0.4459789186962179,0,True
89,traj_0089,0.5154799195462372,-0.0867664307820883,0.0,0.019999999552965164,0.0056194667341375685,0,0.0087002914373765,0.0056189510505005,0.0056189510505005,1.898682217519277e-05,0.4460550909058795,0,True
90,traj_0090,0.31020405520695427,-0.0011278046243207718,0.0,0.06499999761581421,0.005594451297180853,0,0.008936083446947,0.0055933405369857,0.0055933405369857,1.2178967422017758e-05,0.4463001679249736,0,True
91,traj_0091,0.4465711467251796,-0.13602960054664134,0.0,0.0,0.008023075641951104,0,0.0083668272155866,0.0080216235624298,0.0080216235624298,2.2182265114873284e-05,0.4458590278657617,0,True
92,traj_0092,-0.09553547232259207,-0.0903130966953013,0.0,0.0,0.008275884586133236,0,0.0082750790192062,0.0367244220338011,0.0082750790192062,1.4529046916823744e-05,0.4503669509519343,0,True
93,traj_0093,-0.3577340704668842,-0.11300429045282767,-0.029999999329447746,0.0,0.0055863152058809006,0,0.0055854848891699,0.0374733403629455,0.0055854848891699,1.814083449278005e-05,0.3311018351110721,0,True
94,traj_0094,-0.7921109403074701,-0.13715704510528987,-0.019999999552965164,0.0,0.005214732263335798,0,0.0052142791392377,0.0381559774491921,0.0052142791392377,2.606750579585463e-05,0.2122698257552793,0,True
95,traj_0095,-0.7267091654726338,-0.13262221168640553,-0.025000000372529026,0.0,0.006145689969319605,0,0.0061471394627217,0.0382174857619081,0.0061471394627217,1.9602012319256187e-05,0.2148014390699809,0,True
96,traj_0096,-0.609712790564275,-0.1030059676060491,-0.029999999329447746,0.0,0.005576244314940846,0,0.0055926612057521,0.037383373306563,0.0055926612057521,7.797863193842933e-06,0.2142873611952868,0,True
97,traj_0097,0.8115457925688125,-0.12148695669651195,0.0,0.0020260865616895246,0.0053988602973317375,0,0.0083042741993887,0.0053979894723995,0.0053979894723995,3.156653305874621e-05,0.3491641615345267,0,True
98,traj_0098,-0.5795195578385341,-0.009154469510450958,-0.05432494127726115,0.0,0.006310338426379748,0,0.0063097832327576,0.0359486809923781,0.0063097832327576,1.2030517086859123e-05,0.1719845644278303,0,True
99,traj_0099,0.0008641603412923304,-0.048985684573536886,0.0,0.0,0.008707181190178217,0,0.0087066354935544,0.0192547024612665,0.0087066354935544,6.471410346953277e-06,0.4632684654642298,0,True
100,traj_0100,0.4494707849059667,-0.03296072285260446,0.0,0.04500000178813934,0.005550058204330612,0,0.0089915854306076,0.0055495448130902,0.0055495448130902,1.2838715401454082e-05,0.4462790526494226,0,True
101,traj_0101,-0.6192404382244404,-0.022927077063804896,-0.04959013633199297,0.0,0.006373937831127891,0,0.0063747228139576,0.0362640102204689,0.0063747228139576,1.664636321455738e-05,0.1563633155860964,0,True
102,traj_0102,-0.15723240470789435,-0.07531689753962104,-8.749331328814492e-05,0.0,0.005308337449609485,0,0.0053087082821028,0.0375364159022519,0.0053087082821028,6.532857507380788e-06,0.4299807652475831,0,True
103,traj_0103,-0.4868026896706109,-0.050942284876562174,-0.04500000178813934,0.0,0.006205776978853782,0,0.0062079932942691,0.0364864313382556,0.0062079932942691,8.336076997460128e-06,0.2371150526804252,0,True
104,traj_0104,-0.7410837588482253,-0.1381484271162695,-0.019999999552965164,0.0,0.00507961992697096,0,0.0050791915248437,0.0381756304191243,0.0050791915248437,3.0182773417284088e-05,0.2218430847593122,0,True
105,traj_0105,-0.37710455617950933,-0.029550575189982414,-0.05000000074505806,0.0,0.005313442216393319,0,0.0053130844841079,0.0364025297250089,0.0053130844841079,1.6141500348133717e-05,0.2903268947619247,0,True
106,traj_0106,-0.8717833309774569,-0.11402061077770007,-0.025000000372529033,0.0,0.005652212540789896,0,0.0056689745864043,0.0382469667188074,0.0056689745864043,1.5078102849890477e-05,0.1525754979164425,0,True
107,traj_0107,0.6639372779258839,-0.021322863416297133,0.0,0.04500000178813936,0.005536170981594075,0,0.0089876867819333,0.0055355552909114,0.0055355552909114,3.6660573486390417e-06,0.4462209097917091,0,True
108,traj_0108,0.0853575632890915,-0.13252707211643563,0.0,0.0,0.008426091434126627,0,0.0084259729289348,0.0212893898701748,0.0084259729289348,8.028787286544439e-06,0.4464634778654481,0,True
109,traj_0109,0.18395616267204817,-0.015226461910454181,0.0,0.057699535235722015,0.005593128122222,0,0.0089596299350206,0.0055923642220211,0.0055923642220211,1.6399787933878954e-05,0.4463193794578992,0,True
110,traj_0110,0.5079471180849917,-0.06278916798759207,0.0,0.029999999329447743,0.005507983499618413,0,0.0088685476382082,0.0055069150886437,0.0055069150886437,8.66141570231216e-06,0.4461639878459096,0,True
111,traj_0111,-0.8562847863319419,-0.07882632544997442,-0.0323473488142594,0.0,0.005697473694097246,0,0.0056969731056136,0.0380673972153753,0.0056969731056136,9.021160391549955e-06,0.0993423881761228,0,True
112,traj_0112,-0.016714731386878623,-0.14613784565802393,0.0,0.0,0.008116281462736925,0,0.0081159666008876,0.0353353071896575,0.0081159666008876,5.884389800975293e-06,0.4582207589649984,0,True
113,traj_0113,-0.13527025510308022,-0.09877683260406717,0.0,0.0,0.0080668583158432,0,0.0081698347572192,0.0380253286266157,0.0081698347572192,1.3697435829109292e-05,0.4460892243237115,0,True
114,traj_0114,0.3592701761961081,-0.03219736528865583,0.0,0.045605271084558655,0.005213136758219213,0,0.0089872660730764,0.0052125551861568,0.0052125551861568,1.6537142765422295e-05,0.4462945699578426,0,True
115,traj_0115,-0.07063762132346885,-0.10533472923102458,0.0,0.0,0.008237442820400467,0,0.0082369806475016,0.0355580690424971,0.0082369806475016,7.313882698775237e-06,0.4545911790782406,0,True
116,traj_0116,-0.40825252376967464,-0.13511984428531568,-0.025000000372529026,0.0,0.005266004481717202,0,0.0052652781622699,0.0382632650182619,0.0052652781622699,1.808845169413323e-05,0.3210851687396629,0,True
117,traj_0117,-0.7174636546041858,-0.09392122266854887,-0.029999999329447746,0.0,0.005542316571425006,0,0.005541528958936,0.0375851245953812,0.005541528958936,1.0865626007430802e-05,0.1650087493748068,0,True
118,traj_0118,0.6668511298834632,-0.08342801504170991,0.0,0.019999999552965164,0.005286854678173004,0,0.0086685256442452,0.0052863585802412,0.0052863585802412,1.3864815534364823e-05,0.4459819064277954,0,True
119,traj_0119,-0.3374878994283349,-0.08178159422920057,-0.03500000014901161,0.0,0.005221646433116726,0,0.0052275954602417,0.0370217242142103,0.0052275954602417,1.6040446173944506e-05,0.3283280878230422,0,True
120,traj_0120,0.07806651345197324,-0.02672528413051567,0.0,0.002364399072810668,0.006390343531502275,0,0.0089821729440564,0.0063977092462782,0.0063977092462782,1.1351995323767448e-05,0.4551684889160863,0,True
121,traj_0121,0.5750552359734988,-0.056881817816911054,0.0,0.03143123035268391,0.005422287871747302,0,0.0088896331030552,0.0054214103118195,0.0054214103118195,5.046812512951196e-06,0.4461496717010964,0,True
122,traj_0122,-0.41178921907957766,-0.08340816781794638,-0.03500000014901161,0.0,0.005509341276397728,0,0.0055263486099527,0.0368182348244338,0.0055263486099527,1.687405975233611e-05,0.2902778339382651,0,True
123,traj_0123,0.1827846355188112,-0.09997382089554491,0.0,0.0073639182688262405,0.005952331537738049,0,0.0086522279916352,0.0059516424558079,0.0059516424558079,1.806972783141219e-05,0.4461635161010117,0,True
124,traj_0124,-0.4848769631468727,-0.05859698032042633,-0.03999999910593033,0.0,0.005311296439696451,0,0.0053109300744905,0.0364984846062859,0.0053109300744905,1.2337186157777807e-05,0.2415269880079284,0,True
125,traj_0125,0.04625955049702424,-0.11739765501663701,0.0,0.0,0.008432219496406455,0,0.0084316101509245,0.023217932642737,0.0084316101509245,1.262471013014058e-05,0.459348824500581,0,True
126,traj_0126,0.38430901889069236,-0.002549188346273823,0.0,0.06480714033945247,0.006304996785289877,0,0.0089396423104678,0.0063041473024095,0.0063041473024095,4.282173625719759e-06,0.4462875581389536,0,True
127,traj_0127,0.7324731156608705,-0.0644816892141514,0.0,0.02999999932944775,0.006406510756853111,0,0.0087716861906881,0.0064053509685794,0.0064053509685794,5.509487540476872e-06,0.446021458208869,0,True
128,traj_0128,-0.5502732989790384,-0.07581440501228738,-0.03500000014901161,0.0,0.005496618401341877,0,0.0054959359341782,0.0365848631835561,0.0054959359341782,1.697191442064818e-05,0.218894924198592,0,True
129,traj_0129,0.6263014121642578,-0.06844651489870389,0.0,0.028106969926956767,0.00590589118904203,0,0.0087910604987576,0.0059048372629138,0.0059048372629138,8.45984920750683e-06,0.4460704323840114,0,True
130,traj_0130,-0.4799031183873554,-0.08103065367114701,-0.03500000014901161,0.0,0.0055785229514751225,0,0.0055785472848902,0.0366773246648568,0.0055785472848902,1.725053018962437e-05,0.2553632328460822,0,True
131,traj_0131,0.33678492856342124,-0.07761616807317301,0.0,0.02500000037252903,0.0059994238079753535,0,0.0087976319607678,0.0059985712643132,0.0059985712643132,1.537723548558522e-05,0.4461922135151121,0,True
132,traj_0132,-0.09278208115912778,-0.14357176807700633,0.0,0.0,0.007992190846486216,0,0.007991659323118,0.0382678234649264,0.007991659323118,1.6935723899166023e-05,0.4458850077297822,0,True
133,traj_0133,0.6510791233867896,-0.12698777328143374,0.0,0.0,0.00576976917078429,0,0.0083556954516227,0.0057682889614626,0.0057682889614626,2.1848003742231068e-05,0.4457887132686344,0,True
