t,sim_time,theta_ref,s_ref,theta_dot_ref,s_dot_ref,wheel_knot,axis0_raw,axis1_raw,theta_cmd,s_cmd,task_scale,theta_meas,s_meas,theta_dot,s_dot,phi_L,phi_R,phase_rms_L,phase_rms_R,action_L,action_R,executed_action_L,executed_action_R,intervened,candidate_phi_L,candidate_phi_R,lut_clearance,max_joint_speed,compute_ms,joint_tracking_max,grasp_position_L,grasp_position_R,grasp_rotation_L,grasp_rotation_R,status,stage,has_command,q_meas_0,q_meas_1,q_meas_2,q_meas_3,q_meas_4,q_meas_5,q_meas_6,q_meas_7,q_meas_8,q_meas_9,q_meas_10,q_meas_11,q_meas_12,q_meas_13,q_cmd_0,q_cmd_1,q_cmd_2,q_cmd_3,q_cmd_4,q_cmd_5,q_cmd_6,q_cmd_7,q_cmd_8,q_cmd_9,q_cmd_10,q_cmd_11,q_cmd_12,q_cmd_13
15.38,32.757,0,-0.123,0,0.04,769,0,851,0,-0.1226,1,0.001221079221,-0.1234297105,0.7108626436,0.002147605712,0.01951401166,-0.02796656142,0.001091258374,0.001425920416,0.04998832569,0.2615489066,0.04998832569,0.2615489066,0,0.02026383655,-0.02404332782,0.008207087447,0.4368602883,0.070361,0.002513813529,0.0004933967864,0.001531520684,0.0028893851,0.004482257334,ok,4,1,1.272591688,1.60420541,-1.428602151,1.367544128,0.07088763294,0.08606290462,0.1295182815,-1.224270297,1.601633647,1.263412108,1.277799793,0.04042647951,0.1420605932,-0.5769312789,1.274422337,1.603797021,-1.428537771,1.370911837,0.07017458809,0.08530773792,0.1310732453,-1.226085065,1.604367122,1.265119344,1.280393906,0.03641503631,0.1405918598,-0.572562676
15.39,32.767,0,-0.1226,0,0.04,769,0,851,0,-0.1222,1,0.007704643999,-0.1230211311,-0.412205891,0.08666217107,0.01950714958,-0.02581053996,0.00305001324,0.002306316826,0.1040105149,0.2931793332,0.1040105149,0.2931793332,0,0.02106730731,-0.02141284997,0.008206356003,0.561278498,0.058184,0.004120778115,0.0009963236319,0.001831228719,0.007151161324,0.00626136599,ok,4,1,1.274788326,1.605911502,-1.428065696,1.368972653,0.07031469177,0.08510339097,0.1308397609,-1.225238378,1.600246344,1.265224288,1.28062998,0.03716235464,0.1413877818,-0.5733629129,1.275610593,1.603138522,-1.427629355,1.372914495,0.06958962076,0.08452485212,0.1317796242,-1.227895999,1.605859129,1.267589697,1.282488327,0.03406701976,0.1397062866,-0.5707085635
15.4,32.777,0,-0.1222,0,0.04,770,0,851,0,-0.1218,1,0.003610264831,-0.1222731061,-0.849533274,0.0685869147,0.02049202882,-0.02273065552,0.001117878551,0.00111190624,-0.09555479884,-0.03073855862,-0.09555479884,-0.03073855862,0,0.01905870684,-0.0231917339,0.008215951106,0.2801951808,0.044645,0.001592448035,7.412878923e-05,0.0002977212841,0.002931960553,0.002557192169,ok,4,1,1.275939819,1.603943562,-1.428270831,1.372110415,0.06973826533,0.08478781598,0.1319030035,-1.226647829,1.604633745,1.265997248,1.28196676,0.03468818238,0.139928959,-0.5707808589,1.277089188,1.604516343,-1.429533314,1.374912367,0.07137531506,0.08391167044,0.1301187945,-1.228809612,1.604519257,1.265643704,1.284577007,0.03535110145,0.1389488093,-0.5723018296
15.41,32.787,0,-0.1218,0,0.04,770,0,851,0,-0.1214,1,-0.004376928729,-0.1217216453,-0.1613315362,0.01918109295,0.01977231881,-0.02258285617,0.001791463689,0.001406209338,-0.129002139,0.1919949651,-0.129002139,0.1919949651,0,0.01783728673,-0.0197029317,0.008222716898,0.3927989346,0.042083,0.002205753158,0.0007386175924,0.001167218182,0.004091472884,0.004037952372,ok,4,1,1.27635746,1.602961179,-1.429741177,1.375094728,0.07102147953,0.08441470026,0.1305782915,-1.228554782,1.60672501,1.265044963,1.283188712,0.03526934385,0.1387710432,-0.5718833779,1.278485671,1.605328111,-1.430649929,1.376910238,0.07249784271,0.0832535839,0.1291165158,-1.230791688,1.606575026,1.268972952,1.286665688,0.03229458596,0.1380486578,-0.5697641197
15.42,32.797,0,-0.1214,0,0.04,771,0,851,0,-0.121,1,-0.001821108994,-0.1215993448,-0.0727111461,0.03731717208,0.01845766384,-0.02032888858,0.0004993304685,0.0007492393791,0.07221141458,0.1985390186,0.07221141458,0.1985390186,0,0.01954083506,-0.0173508033,0.008218492146,0.3009955848,0.043999,0.00109780359,0.0001355796798,0.0006262628348,0.00116192482,0.001890288611,ok,4,1,1.277694603,1.604561763,-1.430009159,1.376123705,0.07213108692,0.08339028934,0.1291789047,-1.230849283,1.605998635,1.269014691,1.285881483,0.03318378008,0.1383591504,-0.5708619233,1.279582749,1.604014019,-1.428841128,1.37890811,0.07115410271,0.08241597883,0.1305843293,-1.2325413,1.607906115,1.271163479,1.288754368,0.03017382423,0.1371842937,-0.5681098883
15.43,32.807,0,-0.121,0,0.04,771,0,851,0,-0.1206,1,0.0005926382736,-0.1211384977,-0.1332738623,0.060767325,0.01908563144,-0.01834797502,0.0004139352895,0.0003222278759,0.1996410936,0.2506599724,0.1996410936,0.2506599724,0,0.02208024784,-0.01458807544,0.00821139495,0.3507512109,0.030689,0.001446574676,0.0005991050696,0.0002717212897,0.0009567911553,0.0006013797096,ok,4,1,1.279374532,1.605253398,-1.42875104,1.378034563,0.07143168361,0.08257586583,0.1302776326,-1.231964175,1.606459541,1.270257347,1.288281851,0.03076672003,0.1375694076,-0.56839227,1.280585776,1.602087103,-1.426196158,1.380905981,0.06910470079,0.08153323778,0.1327656155,-1.234373426,1.609510538,1.273764859,1.290843048,0.02771387104,0.1363130946,-0.5661247609
15.44,32.817,0,-0.1206,0,0.04,772,0,766,0,-0.1202,1,0.001129388229,-0.1206588394,-0.4959954585,0.05493208613,0.02116664381,-0.01561526372,0.0003208197565,0.0004544470396,-0.1717083901,0.09283224493,-0.1717083901,0.09283224493,0,0.01859101796,-0.01422278005,0.008226424713,0.2812873578,0.028337,0.001358393698,0.0002835875568,0.0002724389949,0.0006152265114,0.0007814072094,ok,4,1,1.280589834,1.603445496,-1.426918409,1.380161424,0.06968611777,0.08179741655,0.132322697,-1.233575044,1.608909045,1.272483888,1.290118855,0.02837818394,0.1364473242,-0.5665368009,1.282223454,1.604555301,-1.429581121,1.382903852,0.07214059201,0.08100858204,0.1298373895,-1.235725027,1.609562701,1.273966108,1.292931728,0.02723034123,0.1354990277,-0.5660252172
15.45,32.827,0,-0.1202,0,0.04,772,0,766,0,-0.1198,1,-0.002468018641,-0.1202304153,-0.08205062835,0.03704808119,0.01947903634,-0.01436030977,0.001049655762,0.0007989012454,-0.1487492472,0.2415927052,-0.1487492472,0.2415927052,0,0.01724779763,-0.01073641919,0.008233677315,0.4064690128,0.030508,0.001864447657,0.0008906608279,0.0004883686402,0.002168788014,0.00255883057,ok,4,1,1.281661409,1.602690853,-1.429658559,1.382560169,0.07160653728,0.08129473231,0.1305497328,-1.235431834,1.610157705,1.273225502,1.291909356,0.02749128236,0.1355528664,-0.5660646277,1.283631132,1.605463526,-1.430819134,1.384892397,0.07336711511,0.08036552957,0.1287240099,-1.237691909,1.611654684,1.277290192,1.295009289,0.02417137078,0.1346309792,-0.5634533875
15.46,32.837,0,-0.1198,0,0.04,773,0,766,0,-0.1194,1,-0.0007601338346,-0.1199032716,-0.1004253698,0.05616581649,0.01795226109,-0.01165567636,0.0003191978473,0.0002726415714,-0.01221187226,-0.2112528831,-0.01221187226,-0.2112528831,0,0.01776908301,-0.01482446961,0.008233890547,0.3623107648,0.025583,0.000915322882,0.0001418696119,0.0002930926251,0.0004228027793,0.000942508296,ok,4,1,1.28309377,1.604548203,-1.429947515,1.384155631,0.07293680994,0.0805674421,0.1288028063,-1.237369797,1.610843516,1.276656823,1.294281759,0.02508669304,0.1349188823,-0.5642676034,1.284843447,1.605008201,-1.430191862,1.386871614,0.07302101567,0.0796132647,0.1291952786,-1.238153264,1.608800483,1.273033715,1.297075729,0.02736091857,0.1339184756,-0.5668787501
15.47,32.847,0,-0.1194,0,0.04,773,0,766,0,-0.119,1,-0.002822859547,-0.1192667048,0.3223087238,0.01238379419,0.01778023896,-0.01388149362,0.001481704889,0.001061409644,0.3525173664,0.2903321981,0.3525173664,0.2903321981,0,0.02306799946,-0.009526510649,0.008216485035,0.5328028003,0.023596,0.001630048217,0.0005828118979,0.0009971892851,0.003419971171,0.003312132825,ok,4,1,1.284506298,1.605795533,-1.429866529,1.386552037,0.07306638091,0.07993597373,0.1292102043,-1.237861736,1.610430531,1.272842229,1.296166564,0.02669049194,0.1339896122,-0.5657127631,1.285547324,1.601043845,-1.424785873,1.388850832,0.06864198717,0.07857376662,0.1337450571,-1.240480491,1.612088857,1.278170257,1.29914217,0.02280589487,0.1330231019,-0.5628575819
15.48,32.857,0,-0.119,0,0.04,774,0,766,0,-0.1186,1,0.005903440495,-0.1192378703,-0.5148919457,0.03829087539,0.02132546269,-0.01090535514,0.002208220853,0.002029629877,0.06534887105,-0.1682520509,0.06534887105,-0.1682520509,0,0.02230569575,-0.01342913591,0.008221391316,0.4258610478,0.022762,0.002758167512,0.00101528571,0.001023989532,0.005582708328,0.006613837755,ok,4,1,1.285929277,1.603802012,-1.425273294,1.387179146,0.06973304044,0.07853786586,0.1324574644,-1.239693661,1.610418774,1.278357912,1.299107189,0.02383037952,0.1335256386,-0.5644333192,1.286894949,1.601523385,-1.425442476,1.39083005,0.06937853663,0.07789725952,0.1331294,-1.240975394,1.609347659,1.274099302,1.301208611,0.02584310923,0.1323062823,-0.5661456568
15.49,32.867,0,-0.1186,0,0.04,774,0,766,0,-0.1182,1,-0.002661452389,-0.1185896878,-0.2495342582,0.02328913823,0.02219523775,-0.01271190586,0.001305319428,0.001050066211,-0.3754914403,-0.7175897956,-0.3754914403,-0.7175897956,0,0.01656286614,-0.0234757528,0.008245017913,0.9947155199,0.036749,0.001343095372,0.0008428282154,0.0006914680288,0.003593355471,0.00368575732,ok,4,1,1.286479658,1.601074597,-1.426785571,1.390718113,0.06935426541,0.07831011753,0.1335484216,-1.240675625,1.610197887,1.273821984,1.300198137,0.02524359131,0.1323562806,-0.5649137804,1.288768057,1.605676267,-1.431080602,1.392809267,0.07432067733,0.07752946524,0.1282464827,-1.24019145,1.602569413,1.263874829,1.303275051,0.03394899222,0.1317515988,-0.574342565
15.5,32.877,0,-0.1182,0,0.04,775,0,766,0,-0.1178,1,-0.01040621069,-0.118083955,1.207397074,-0.0276015274,0.01865984477,-0.02000979926,0.003931491235,0.003158501549,-0.1726408303,0.001787429326,-0.1726408303,0.001787429326,0,0.01607023231,-0.01998298782,0.008249079544,0.4140298191,0.053323,0.005013556932,0.001588424029,0.001747649193,0.009575198857,0.009503451684,ok,4,1,1.287189898,1.601827702,-1.431043713,1.393652745,0.07308045104,0.07809297871,0.1295955344,-1.240937237,1.60758297,1.265236464,1.30135231,0.03198453779,0.131401759,-0.5717708887,1.290086172,1.605968,-1.431467426,1.394788485,0.07483061448,0.07684089096,0.1278501063,-1.242183787,1.60466819,1.267207398,1.305341492,0.03088529518,0.1308673344,-0.5717550188
15.51,32.887,0,-0.1178,0,0.04,775,0,766,0,-0.1174,1,0.003965292866,-0.1182893752,0.6755677426,0.03077496536,0.01656360148,-0.02020659719,0.002068186102,0.002021868816,0.05581786111,0.305963546,0.05581786111,0.305963546,0,0.01740086939,-0.015617144,0.008246203461,0.4842001401,0.036985,0.002451283725,0.0007537425506,0.002102462365,0.005412471612,0.006511568462,ok,4,1,1.289576539,1.605816448,-1.429792938,1.392973812,0.07441783422,0.07656567531,0.12749964,-1.242404579,1.603151014,1.269658682,1.305222623,0.0313966413,0.1315643627,-0.573299564,1.291211791,1.604911887,-1.430030426,1.396763167,0.07380091355,0.07604029923,0.1290192983,-1.24434871,1.607354681,1.271412934,1.307402525,0.02709938937,0.1299756309,-0.5684575626
15.52,32.897,0,-0.1174,0,0.04,776,0,766,0,-0.117,1,0.008648155071,-0.1177593491,-0.6018907989,0.08923747321,0.01658894716,-0.017561352,0.003267252599,0.002505466098,0.2708895206,0.3058919311,0.2708895206,0.3058919311,0,0.02065228997,-0.01297297304,0.00823602358,0.5762074999,0.027988,0.004196879148,0.001013839951,0.001614377965,0.007893456671,0.006785128015,ok,4,1,1.291806272,1.607189933,-1.429533186,1.394849772,0.0739338529,0.07586869986,0.1288536995,-1.243271356,1.603157802,1.271168732,1.307723905,0.02785769305,0.1307233219,-0.5692150702,1.292129651,1.602428538,-1.42667156,1.398724246,0.07114881183,0.07512756966,0.131846807,-1.246148064,1.608919877,1.27389284,1.309447336,0.02473216924,0.1291451331,-0.5665264103
15.53,32.907,0,-0.117,0,0.04,776,0,766,0,-0.1166,1,0.004488322196,-0.1170346507,-1.052803329,0.06140842959,0.01941884863,-0.014301055,0.001414467859,0.001488383372,-0.09600362182,0.03838451207,-0.09600362182,0.03838451207,0,0.01797879431,-0.01372528732,0.008248362399,0.2796454233,0.061165,0.001789819345,0.0004085305221,0.0004886932088,0.003732764659,0.003726226955,ok,4,1,1.292633876,1.604218357,-1.427377293,1.39788887,0.0718870095,0.07542172469,0.131257723,-1.24473218,1.608005652,1.272226562,1.30898615,0.02535516806,0.1293123555,-0.5667200774,1.293672621,1.604336406,-1.429238732,1.400685325,0.07350193758,0.07458919695,0.1295747951,-1.247261342,1.608240178,1.272973415,1.311492147,0.02516912809,0.1283807314,-0.5673165469
15.54,32.917,0,-0.1166,0,0.04,777,0,766,0,-0.1162,1,-0.004750407937,-0.1165384137,-0.3110143817,0.02242282656,0.01868631308,-0.01336724241,0.001983189511,0.001440064193,-0.1317624152,0.1540985256,-0.1317624152,0.1540985256,0,0.01670987685,-0.01105576453,0.008255392752,0.3449429457,0.03437,0.001898700137,0.001089109477,0.0009804152491,0.004841078575,0.004219748357,ok,4,1,1.29289241,1.602565793,-1.429956901,1.400871139,0.07306235076,0.07504897095,0.1302936671,-1.247096435,1.610138878,1.272283223,1.310087529,0.02535605428,0.1282208966,-0.5672088496,1.295067624,1.605206572,-1.430401064,1.402646403,0.07466885353,0.07396297649,0.1285080795,-1.249067615,1.609831896,1.275478545,1.313536959,0.02278010885,0.1275524138,-0.5653542308
15.55,32.927,0,-0.1162,0,0.04,777,0,766,0,-0.1158,1,-0.002938616549,-0.1163580315,0.1161379261,0.03952782273,0.01745520595,-0.01150104086,0.0008857452165,0.0009768404045,0.1540747434,0.1819166243,0.1540747434,0.1819166243,0,0.0197663271,-0.008772291493,0.008245879777,0.2850088013,0.030084,0.001329121109,0.0002242916817,0.0004151216381,0.00174964186,0.002696828587,ok,4,1,1.294122739,1.603877451,-1.429783787,1.402005985,0.07435072328,0.07411171358,0.1284749803,-1.249216411,1.609500157,1.27538769,1.312731682,0.02350482108,0.1278370243,-0.5662180302,1.296004513,1.602856264,-1.427237171,1.404607482,0.07218022916,0.07306014477,0.1311805173,-1.250796004,1.611174101,1.277597121,1.31558177,0.02070929329,0.1267339701,-0.5636952307
15.56,32.937,0,-0.1158,0,0.04,778,0,766,0,-0.1154,1,0.001232274989,-0.1159148825,-0.1382665576,0.05647339434,0.01894867716,-0.009718489707,0.0007217627633,0.0003715098623,0.05709813908,0.27193591,0.05709813908,0.27193591,0,0.01980514924,-0.005639451058,0.008247901749,0.3764211,0.026106,0.001901016525,0.001019883963,0.0002364774613,0.001902461761,0.0006548647455,ok,4,1,1.295889522,1.604757281,-1.426955851,1.403582145,0.07279858523,0.07318627536,0.1303726965,-1.250153726,1.609854399,1.276800299,1.315238879,0.02123973074,0.1271156597,-0.5640367834,1.297260648,1.602750974,-1.427091495,1.406568561,0.07224172737,0.07235003256,0.1312463013,-1.252688059,1.61309251,1.28056451,1.317626581,0.01793557107,0.1259122114,-0.5613424268
15.57,32.947,0,-0.1154,0,0.04,778,0,766,0,-0.115,1,0.0002416507861,-0.1154425913,-0.2901732916,0.05782257701,0.01945822994,-0.00671691818,0.0002842506663,0.000292188082,-0.1995708197,0.08955097198,-0.1995708197,0.08955097198,0,0.01646466765,-0.0053736536,0.00826289205,0.311735945,0.070795,0.001182136879,0.0002545279695,0.0001401250035,0.0009690626498,0.0003385991172,ok,4,1,1.297138543,1.603275411,-1.427906656,1.405954389,0.07228316817,0.07261385081,0.1314950749,-1.251985304,1.612276083,1.279382373,1.316878736,0.01876669176,0.1260970861,-0.5619042521,1.298877058,1.605173351,-1.43032585,1.408529639,0.07516048477,0.07185773423,0.1283777155,-1.254010273,1.613098882,1.280663916,1.319671392,0.01753083674,0.1251308801,-0.5613019632
15.58,32.957,0,-0.115,0,0.04,779,0,766,0,-0.1146,1,-0.003463043258,-0.1150375079,0.0001460549401,0.03590317074,0.01754060569,-0.005479635228,0.001330895752,0.001106192492,-0.1342101097,0.2686418295,-0.1342101097,0.2686418295,0,0.01552745404,-0.001450007786,0.008268679261,0.44731146,0.040672,0.002134123161,0.0008636575655,0.0004412545234,0.002826081036,0.003529476055,ok,4,1,1.298136524,1.603039228,-1.430226161,1.408347391,0.07452490961,0.0721957615,0.129086062,-1.253735825,1.61359793,1.279947703,1.318628767,0.01781587987,0.1251712935,-0.5613213172,1.300233253,1.605803871,-1.43115548,1.410472999,0.07604875349,0.07122382798,0.1275906969,-1.256054576,1.615562711,1.284420817,1.321695223,0.01410114836,0.1243172501,-0.5582926788
15.59,32.967,0,-0.1146,0,0.04,779,0,766,0,-0.1142,1,-0.0006919075908,-0.1147393813,-0.1269337544,0.05860369149,0.01610602066,-0.002491507946,0.000276735253,0.000331563756,0.2949880064,-0.2323965281,0.2949880064,-0.2323965281,0,0.02053084076,-0.005977455868,0.008251630435,0.4343646407,0.068382,0.001013958093,0.0003017780783,0.0003692876583,0.000727291111,0.0009986304452,ok,4,1,1.299730367,1.605334824,-1.43021253,1.409708297,0.07568194992,0.07141853239,0.1276337389,-1.255690587,1.614548753,1.283762584,1.320990495,0.01511152782,0.124577645,-0.5592469008,1.300953069,1.601977457,-1.426043228,1.412416358,0.07191265607,0.07020526822,0.1319773853,-1.256413693,1.612353145,1.279724582,1.323719053,0.01765770856,0.123611213,-0.5621405372
15.6,32.977,0,-0.1142,0,0.04,780,0,680,0,-0.1138,1,-0.001832163618,-0.1140504895,0.08029440096,0.006240011552,0.01922689346,-0.005015864066,0.001452878106,0.000994213914,0.4222114682,0.379288733,0.4222114682,0.379288733,0,0.02556006548,0.0006734669295,0.008235398579,0.6798517006,0.029867,0.002866246839,0.001233281257,0.001180971405,0.003660890952,0.002737865404,ok,4,1,1.300877888,1.604843704,-1.426312142,1.412088996,0.07289860924,0.07061508601,0.1309590382,-1.255973872,1.614171476,1.279410739,1.322922656,0.01688599458,0.1236760428,-0.5608360205,1.301644459,1.598122574,-1.420904585,1.414359717,0.06775273254,0.06920579006,0.1364021121,-1.259005976,1.616664223,1.286209256,1.325742884,0.01197207854,0.1227665061,-0.5568998001
15.61,32.987,0,-0.1138,0,0.04,780,0,680,0,-0.1134,1,0.005334843067,-0.1141024264,-0.7786819089,0.04340482458,0.02356213069,-0.0009907932406,0.001917379194,0.001929246503,0.002323243534,0.1095233932,0.002323243534,0.1095233932,0,0.02359697934,0.0006520576576,0.00824473284,0.352401888,0.025455,0.002621097201,0.0003103768054,0.001317193426,0.004239903984,0.006396133787,ok,4,1,1.302019502,1.600743671,-1.422681618,1.412779058,0.06881942419,0.06920196014,0.1354149814,-1.258338228,1.61460345,1.28643267,1.325638596,0.01340076043,0.1232411344,-0.5589265951,1.303118468,1.599515867,-1.422760514,1.416303077,0.06950827774,0.06862861991,0.1347273733,-1.26026704,1.616487405,1.286020201,1.327766714,0.0118030196,0.1220035807,-0.55708227
15.62,32.997,0,-0.1134,0,0.04,781,0,680,0,-0.113,1,-0.003911741466,-0.1135047798,-0.5289532845,0.05565681592,0.02391495684,0.0002668561627,0.001763026917,0.001545376351,-0.3757475913,-0.4175547063,-0.3757475913,-0.4175547063,0,0.01827874297,-0.005996464432,0.008266814988,0.6028067802,0.048402,0.001908727455,0.001664506037,0.000202125514,0.004828280131,0.005300431963,ok,4,1,1.302516712,1.59760714,-1.424600609,1.416319547,0.0691693072,0.06910817076,0.1354640648,-1.26004407,1.615810815,1.284928736,1.326616294,0.01216206796,0.1220692632,-0.5566524633,1.30496124,1.603445428,-1.427972463,1.418246436,0.07410381566,0.06826646877,0.1301078588,-1.260195974,1.611828194,1.279202573,1.329790545,0.01711516849,0.1213194296,-0.5626805311
15.63,33.007,0,-0.113,0,0.04,781,0,680,0,-0.1126,1,-0.01082158964,-0.11286094,0.9713587757,0.0008257416255,0.02038006205,-0.003733760376,0.004028295628,0.003403419358,-0.4371180534,-0.2615137398,-0.4371180534,-0.2615137398,0,0.01382329124,-0.007656466474,0.008286360588,0.7199712788,0.075211,0.004021476759,0.001392670305,0.001877861367,0.009547773451,0.01055191308,ok,4,1,1.303354321,1.599540456,-1.427653632,1.419141562,0.07297793519,0.06886823495,0.1312507115,-1.260650534,1.615849671,1.27901866,1.327885074,0.01596369208,0.1210024807,-0.5606801266,1.306695823,1.606740168,-1.432321031,1.420189795,0.07797022364,0.06786736069,0.1262297001,-1.261121315,1.610533354,1.277374319,1.331814375,0.01830209725,0.1205771417,-0.5642142773
15.64,33.017,0,-0.1126,0,0.04,782,0,595,0,-0.1122,1,-0.002545133242,-0.112772992,1.249472136,0.005829238358,0.01554377685,-0.006440107113,0.0007366996888,0.000794057269,-0.04998050258,0.2387154549,-0.04998050258,0.2387154549,0,0.01479406931,-0.002859375289,0.008284660843,0.382788864,0.107682,0.00187135368,0.0001869339673,0.0003959904619,0.00167742347,0.001780742129,ok,4,1,1.305638276,1.605083249,-1.430449677,1.419461966,0.07678690433,0.06784977198,0.1271030223,-1.26159069,1.611984382,1.279200069,1.330983209,0.01788353485,0.1208207046,-0.5642850811,1.307846814,1.605936182,-1.431241601,1.422120194,0.07724529049,0.06711541836,0.1271079111,-1.263351952,1.613616322,1.282004454,1.333822899,0.01414704249,0.1197618032,-0.5604571925
15.65,33.027,0,-0.1122,0,0.04,782,0,595,0,-0.1118,1,0.008987320132,-0.1125927176,-0.08102820555,0.06827180773,0.01440842221,-0.004459064207,0.003543156213,0.002835079429,0.1814548671,0.2871340811,0.1814548671,0.2871340811,0,0.01713024522,-0.0001520529904,0.008277796464,0.5323278186,0.084649,0.003646685859,0.00138014407,0.001920026488,0.008985850056,0.008444043089,ok,4,1,1.308248571,1.607955172,-1.429728038,1.419971159,0.07718429294,0.06679577477,0.1268251198,-1.262562556,1.609969636,1.282741914,1.334267704,0.01489465626,0.1205405123,-0.5617579119,1.308844229,1.604094343,-1.428796171,1.424046273,0.07536413774,0.06627920469,0.1291915152,-1.265154731,1.615292914,1.284543284,1.335826321,0.01171935278,0.1189829421,-0.5584024645
15.66,33.037,0,-0.1118,0,0.04,783,0,595,0,-0.1114,1,0.006858490925,-0.1119135276,-0.9667527415,0.06924511395,0.01605211946,-0.001678855801,0.002334898563,0.002005735679,-0.09743314236,-0.5190993547,-0.09743314236,-0.5190993547,0,0.01459062232,-0.009465346122,0.008289836079,0.8190882577,0.091887,0.002225664896,0.0007652748582,0.0001969829489,0.005912513004,0.005266399937,ok,4,1,1.30953723,1.606320008,-1.428865784,1.422836132,0.07584642049,0.06640732452,0.1288192499,-1.263692952,1.613180615,1.283249244,1.335714121,0.01225513992,0.1193266708,-0.5585845363,1.310372216,1.605951885,-1.431227616,1.425972352,0.07761128277,0.06576510804,0.1269821046,-1.2645163,1.6087871,1.275058362,1.337829742,0.01923788889,0.1183452666,-0.5662337587
15.67,33.047,0,-0.1114,0,0.04,783,0,595,0,-0.111,1,-0.007800801824,-0.111094866,0.2326897938,-0.02088415296,0.01542199726,-0.006786602757,0.003306673766,0.002744700022,-0.1057874337,-0.1072460264,-0.1057874337,-0.1072460264,0,0.01383518576,-0.008395293153,0.00829510413,0.4526202875,0.048606,0.005082047051,0.0009578658448,0.002571999044,0.008031643057,0.008074105632,ok,4,1,1.309494404,1.604312836,-1.431814669,1.426911591,0.07721407811,0.06645019637,0.1277912097,-1.26444255,1.613869147,1.274818578,1.335982116,0.01751548739,0.1178629774,-0.5635993088,1.31170325,1.606458418,-1.431874422,1.427898431,0.07834789554,0.06513667205,0.1263413268,-1.265990146,1.609342945,1.275960035,1.339833164,0.01816560024,0.1175797887,-0.5655311175
15.68,33.057,0,-0.111,0,0.04,784,0,595,0,-0.1106,1,-0.001346989741,-0.1112872731,0.4645661974,-0.01084178277,0.01441792241,-0.007737454952,0.0002803094512,0.00100505286,0.08593955636,0.1931815296,0.08593955636,0.1931815296,0,0.01570701575,-0.004839732007,0.008289879123,0.3760776157,0.056778,0.002104815105,0.0001189252183,0.001023003043,0.0004311791826,0.002780265436,ok,4,1,1.310770277,1.605394546,-1.431236165,1.426946789,0.07803117348,0.06514139098,0.1261519149,-1.266546742,1.61011253,1.27806485,1.339102332,0.01836760681,0.1179042019,-0.5665330667,1.312753144,1.60496208,-1.429893489,1.42982451,0.07685933106,0.06432697969,0.1280230353,-1.267974408,1.611600442,1.279348039,1.341836586,0.01503596402,0.116784631,-0.5627722906
15.69,33.067,0,-0.1106,0,0.04,784,0,595,0,-0.1102,1,0.004815119206,-0.11100252,-0.2698784648,0.07244893856,0.01503622929,-0.006167298451,0.002015985723,0.00163501284,0.1530904323,0.2107713968,0.1530904323,0.2107713968,0,0.01733258577,-0.003005727499,0.008285733636,0.4581022504,0.099498,0.003493114692,0.000640213561,0.00168728141,0.004628799712,0.004025697238,ok,4,1,1.312717257,1.606392439,-1.429763636,1.428230617,0.07709718516,0.0642065987,0.1275563338,-1.267507783,1.608107327,1.279751806,1.341926402,0.01570470861,0.1174630076,-0.5635633611,1.313825831,1.603649482,-1.428158798,1.431750588,0.07557876746,0.06353620997,0.1294921749,-1.269607216,1.61268835,1.281013794,1.343840008,0.01333054311,0.1160122722,-0.561427452
15.7,33.077,0,-0.1102,0,0.04,785,0,510,0,-0.1098,1,0.00271566059,-0.1102882211,-0.6372972575,0.06379315739,0.01657699662,-0.004027797901,0.0008262624992,0.0007984980583,-0.1883920431,0.06638422608,-0.1883920431,0.06638422608,0,0.01375111598,-0.00303203451,0.008302042014,0.2965926917,0.094364,0.001305735019,5.151364601e-05,0.0002362853947,0.002060275168,0.001752423709,ok,4,1,1.314026143,1.60471771,-1.428893251,1.430968161,0.07593778949,0.06377205543,0.1293092557,-1.268530288,1.611508689,1.279708059,1.343345563,0.01377766015,0.1162271792,-0.5613542649,1.315465365,1.606318304,-1.431631804,1.433668246,0.07871056061,0.06310366572,0.1263433288,-1.27085565,1.61250516,1.280817997,1.345833492,0.01316421634,0.1152688923,-0.5616191209
15.71,33.087,0,-0.1098,0,0.04,785,0,510,0,-0.1094,1,-0.00330932032,-0.109806682,-0.1275389533,0.03123304946,0.01474058191,-0.002906410643,0.001429065052,0.001026817588,-0.1201774999,0.3606853783,-0.1201774999,0.3606853783,0,0.01293791941,0.002503870032,0.00830757986,0.6010980741,0.034033,0.002113093602,0.001139964295,0.0007325841117,0.003445441889,0.002939871311,ok,4,1,1.314806112,1.604205211,-1.432067536,1.433683383,0.07799829385,0.06347355794,0.1273479027,-1.270568652,1.613843393,1.28017355,1.344603525,0.01342066877,0.1151880855,-0.5616259747,1.316798573,1.6068744,-1.432335406,1.435577483,0.07949758642,0.0624925934,0.1256464698,-1.27323872,1.61614883,1.286184531,1.347817039,0.008391483565,0.1144777113,-0.5571911692
