t,theta,s,L1,L2,L3,L4,L5,L6,L7,R1,R2,R3,R4,R5,R6,R7
2.906000000000000227e+01,3.352803990153358504e-01,-1.214363259511990756e-01,1.283906770366250116e+00,1.649336143134641386e+00,-1.355582499895737980e+00,1.235216428250327292e+00,-2.029694569809312732e-01,2.915258526749676671e-01,2.686509111432915931e-01,-1.215150028164851959e+00,1.541263850064350516e+00,1.288210248858421281e+00,1.387725184244705368e+00,-2.096797898780676794e-01,-3.001592703970236420e-02,-4.222728405364523652e-01
2.908000000000000185e+01,3.339643179850702026e-01,-1.168133959958516654e-01,1.299864580558528049e+00,1.649336143134641386e+00,-1.356286202554903619e+00,1.259820181429768038e+00,-1.975902950875535746e-01,2.821649204505491393e-01,2.696131197303113791e-01,-1.229861589156424850e+00,1.541628421229939150e+00,1.290409267245409941e+00,1.410552176426343118e+00,-2.132332066784753122e-01,-3.822015644879626917e-02,-4.199740101975364959e-01
2.910000000000000142e+01,3.268679847471162025e-01,-1.118716379322952925e-01,1.317090305654617044e+00,1.649336143134641386e+00,-1.359640025511498651e+00,1.288038757179012395e+00,-1.864468593422643206e-01,2.685277805309901344e-01,2.676285476424298815e-01,-1.245666634173761000e+00,1.542036410585292616e+00,1.290955774768702380e+00,1.432923205621610574e+00,-2.114427169323793154e-01,-4.443775249334219052e-02,-4.218472421487732826e-01
2.912000000000000099e+01,3.148953080284028760e-01,-1.066483886712178142e-01,1.335277081653097664e+00,1.649336143134641386e+00,-1.365025607203517399e+00,1.319145189402657570e+00,-1.706998630182401944e-01,2.514512011148786197e-01,2.629718424095439655e-01,-1.262413926393411767e+00,1.542477397560636732e+00,1.290057425932096935e+00,1.454864901035125335e+00,-2.052031046086519595e-01,-4.888730526414758470e-02,-4.273690563233918382e-01
2.914000000000000057e+01,2.990118990785763931e-01,-1.011850371625632738e-01,1.354109902181791947e+00,1.649336143134641386e+00,-1.371824299067564867e+00,1.352408049790781996e+00,-1.515024040512801262e-01,2.318190337180741079e-01,2.559661213002791813e-01,-1.279920475331311591e+00,1.542939260291505965e+00,1.287913645651009187e+00,1.476403691977876242e+00,-1.954602747518527084e-01,-5.177306703096704737e-02,-4.359347159568366936e-01
2.916000000000000014e+01,2.802240122041869119e-01,-9.552655770019073678e-02,1.373290657781733204e+00,1.649336143134641386e+00,-1.379453466300279763e+00,1.387108317038820982e+00,-1.299624491902474366e-01,2.105199392283149673e-01,2.469973658309490283e-01,-1.297985808749119618e+00,1.543408841065410764e+00,1.284730782302391683e+00,1.497569562761170259e+00,-1.831894998635850702e-01,-5.331012861407227743e-02,-4.468749759606664984e-01
2.917999999999999972e+01,2.595569487237068818e-01,-8.972099394883358003e-02,1.392556061592526762e+00,1.649336143134641386e+00,-1.387389190161484320e+00,1.422551622769110180e+00,-1.071217847803202228e-01,1.884125262665786726e-01,2.365196031599238191e-01,-1.316404563513436932e+00,1.543872584872569842e+00,1.280732488383432788e+00,1.518398116325612390e+00,-1.693707120853377712e-01,-5.374432482339488309e-02,-4.594757953340330991e-01
2.919999999999999929e+01,2.380333486533748877e-01,-8.381890008627797262e-02,1.411688317721077279e+00,1.649336143134641386e+00,-1.395177821179507838e+00,1.458077070370307426e+00,-8.394687380917091601e-02,1.662985054571316235e-01,2.250513970907221106e-01,-1.336827683187838733e+00,1.550500161019825462e+00,1.283832178176893768e+00,1.538930685465209836e+00,-1.620426108711882085e-01,-5.219418725398358022e-02,-4.656682978566883402e-01
2.921999999999999886e+01,2.166517947087527041e-01,-7.787274602150029423e-02,1.430518980936338114e+00,1.649336143134641386e+00,-1.402439195401703032e+00,1.493063616426048013e+00,-6.132640192810973057e-02,1.449039468725727420e-01,2.131647934754300477e-01,-1.357109614376741158e+00,1.556676668763197213e+00,1.285844536313671904e+00,1.559212616735337287e+00,-1.542471142826915553e-01,-5.039873694759679223e-02,-4.725165505535562360e-01
2.924000000000000199e+01,1.963661453146334224e-01,-7.193629412910269860e-02,1.448926809934633297e+00,1.649336143134641386e+00,-1.408864002408127591e+00,1.526934726000752862e+00,-4.007101831812104331e-02,1.248683179207051158e-01,2.014680566304542786e-01,-1.377187132181759033e+00,1.562741140416519237e+00,1.287514762236840804e+00,1.579290134623989816e+00,-1.472507111372073907e-01,-4.863966223434069980e-02,-4.788942517832537882e-01
2.926000000000000156e+01,1.780659974212808194e-01,-6.606395532559297679e-02,1.466829173438639167e+00,1.649326905745745808e+00,-1.414196524928453602e+00,1.559161782055501710e+00,-2.092047496084408278e-02,1.067408106065617368e-01,1.905943717743721622e-01,-1.397103335775663036e+00,1.569380323158660051e+00,1.289960701600005200e+00,1.599206338266736305e+00,-1.425647267573234012e-01,-4.715748478283956352e-02,-4.833083924651909169e-01
2.928000000000000114e+01,1.625586563484579528e-01,-6.031013259883054312e-02,1.484016659983010689e+00,1.648291037879447751e+00,-1.417096758845427518e+00,1.589266595529790216e+00,-5.422658484170509580e-03,9.098728093318152188e-02,1.823419423636953030e-01,-1.416893883572821311e+00,1.577262779245929503e+00,1.294204963964348476e+00,1.618996886115420253e+00,-1.415118358548018429e-01,-4.619267691041118590e-02,-4.843501337989876143e-01
2.930000000000000071e+01,1.505529590825765984e-01,-5.472856028447026233e-02,1.496193071498844063e+00,1.621019573264643299e+00,-1.389555273433086269e+00,1.616823322204252067e+00,-1.603460293286423921e-02,7.809117863098759271e-02,2.067271648895180336e-01,-1.436582809237620939e+00,1.587080476727108502e+00,1.301210275011612350e+00,1.638685811872745868e+00,-1.452696156986456322e-01,-4.592784828200426051e-02,-4.806643838847673988e-01
2.932000000000000028e+01,1.426452600418596783e-01,-4.937164746013093797e-02,1.507644737767287024e+00,1.596845397422430812e+00,-1.364927580357552905e+00,1.641460107618168518e+00,-2.700956675744311045e-02,6.828584291476731682e-02,2.300694615513367014e-01,-1.456178734001490449e+00,1.599631985811416302e+00,1.311952389688989973e+00,1.658281736784647853e+00,-1.549549243445418611e-01,-4.640936049333287822e-02,-4.708718772917519502e-01
2.933999999999999986e+01,1.393078450281799441e-01,-4.428983379808789506e-02,1.518721627662256379e+00,1.576903820786272226e+00,-1.343915057270397728e+00,1.662860799399227707e+00,-3.787021188790060805e-02,6.196425513333519985e-02,2.514621675117025279e-01,-1.475671555095855680e+00,1.615966439699908497e+00,1.327547043569305529e+00,1.677774558100561864e+00,-1.717581964318676824e-01,-4.743991098250921468e-02,-4.534262801133335241e-01
2.935999999999999943e+01,1.408799907427332743e-01,-3.953096608083940533e-02,1.529910060624535495e+00,1.562743716034870722e+00,-1.327722460154254547e+00,1.680767036465802722e+00,-4.770973370325465313e-02,5.935543816366902620e-02,2.693627039495543607e-01,-1.493498397236669772e+00,1.630975956178388309e+00,1.342532150622509413e+00,1.697132555565055823e+00,-1.908872022890233389e-01,-4.992198526268174646e-02,-4.340682835771843551e-01
2.937999999999999901e+01,1.475618347950760079e-01,-3.513970334261284911e-02,1.541385431636928427e+00,1.554646047161663214e+00,-1.316260088072872092e+00,1.694980911913031241e+00,-5.662355192146396876e-02,6.059211321577012699e-02,2.835732867340556296e-01,-1.508901830154101065e+00,1.641900991431498147e+00,1.354279448061848301e+00,1.716299804450778899e+00,-2.100544505435483489e-01,-5.449208457004095507e-02,-4.157737666886914818e-01
2.940000000000000213e+01,1.594111655949092543e-01,-3.115695825655295445e-02,1.552934481265134670e+00,1.551742541571698331e+00,-1.308322686693905945e+00,1.705368203480310596e+00,-6.554720319275862683e-02,6.575498807993068739e-02,2.951206904757595062e-01,-1.521682597563996708e+00,1.648105768924464254e+00,1.362436612140947467e+00,1.735193827513675124e+00,-2.289484730910537336e-01,-6.140248669855288832e-02,-3.990984358233432006e-01
2.942000000000000171e+01,1.763431839589004180e-01,-2.761938194643091121e-02,1.563956822193394158e+00,1.552121328225009478e+00,-1.301727309835021718e+00,1.711861897646917319e+00,-7.609250174362122698e-02,7.490998226364924129e-02,3.061428902496683424e-01,-1.531706144473130138e+00,1.649336138074385394e+00,1.366971068753265239e+00,1.753703545875557657e+00,-2.474581910553207975e-01,-7.080923632541838431e-02,-3.842384531104211520e-01
2.944000000000000128e+01,1.981332298014883975e-01,-2.455889886861187602e-02,1.576216337531703759e+00,1.562662516872757479e+00,-1.303709281130212227e+00,1.714465456108600794e+00,-8.286388350547867210e-02,8.716996521197339920e-02,3.081802129533713908e-01,-1.538844689212886863e+00,1.645496738498795741e+00,1.367918309993794823e+00,1.771687764576037605e+00,-2.654424111171539979e-01,-8.280801540764320956e-02,-3.712951753354961082e-01
2.946000000000000085e+01,2.244224090381660153e-01,-2.200229779143576814e-02,1.588073039225485372e+00,1.578043808268724035e+00,-1.308668424872258651e+00,1.713255059886772180e+00,-9.007367888101899811e-02,1.025565531578307155e-01,3.071806950690092464e-01,-1.542981913433941088e+00,1.636658429729476616e+00,1.365379443901328482e+00,1.788974602394840518e+00,-2.827292493280023633e-01,-9.741891999770881105e-02,-3.602745618862287502e-01
2.948000000000000043e+01,2.547259989355100118e-01,-1.997088420297694206e-02,1.598784912890321985e+00,1.596235375563757275e+00,-1.314661809820864447e+00,1.708379987092166097e+00,-9.905119211412284630e-02,1.207560248519410490e-01,3.050756972966441327e-01,-1.544152666703419108e+00,1.623670581856616613e+00,1.360097122781342316e+00,1.805362393206699112e+00,-2.996683831896463368e-01,-1.143580531937840455e-01,-3.504075822800725160e-01
2.950000000000000000e+01,2.884444556912552637e-01,-1.848019871301185418e-02,1.607968514823047368e+00,1.616375646235973296e+00,-1.321087176951987407e+00,1.700060380215979494e+00,-1.100594556791235357e-01,1.412672018351980863e-01,3.023272643223504086e-01,-1.542772848456046786e+00,1.609031535419400916e+00,1.354252613680180684e+00,1.820622599729384117e+00,-3.179528233672018755e-01,-1.326424925812667577e-01,-3.391881220732302915e-01
2.951999999999999957e+01,3.248767970694095286e-01,-1.753980519071636490e-02,1.611035080117626972e+00,1.621106321659433247e+00,-1.309994484497267075e+00,1.688581939812981547e+00,-1.348431608059299236e-01,1.660586964743193672e-01,3.190099233367733045e-01,-1.538850183657616055e+00,1.593051652707490273e+00,1.347848745480728416e+00,1.834505159035858979e+00,-3.372171100515237163e-01,-1.519067783525591409e-01,-3.267071052882363769e-01
2.953999999999999915e+01,3.632360864306375392e-01,-1.715315150652481357e-02,1.611678926127912748e+00,1.625447467205077157e+00,-1.297338349038484440e+00,1.674287498820836717e+00,-1.617702019265251645e-01,1.929898462460901132e-01,3.366973322483188258e-01,-1.532448323921495659e+00,1.576071405905275835e+00,1.340882337419531112e+00,1.846746417306105892e+00,-3.570369870006160351e-01,-1.717266542727517442e-01,-3.131444263832053876e-01
2.956000000000000227e+01,4.026667033844411048e-01,-1.731750483577587651e-02,1.609814004971942714e+00,1.629278071598640576e+00,-1.283311172751240958e+00,1.657565905004364515e+00,-1.903158290107381800e-01,2.215360621821696741e-01,3.549506620523811828e-01,-1.523694964529657359e+00,1.558460602747066881e+00,1.333362498497294490e+00,1.857079435314962890e+00,-3.769411783104806846e-01,-1.916308440314494765e-01,-2.987723378455520162e-01
2.958000000000000185e+01,4.422630513356340942e-01,-1.802396254480947285e-02,1.605447595869265331e+00,1.632555749496030995e+00,-1.268237891200245215e+00,1.638839073456013651e+00,-2.198827970217820948e-01,2.511022372187223239e-01,3.732607275863233931e-01,-1.513716085974773806e+00,1.544347016990369470e+00,1.328796249180872691e+00,1.865246015101436505e+00,-3.999721328390259401e-01,-2.094068650670446452e-01,-2.797984915428678998e-01
2.960000000000000142e+01,4.810893240787724179e-01,-1.925753872894538782e-02,1.598702695546207808e+00,1.635349372394623080e+00,-1.252615144652290846e+00,1.618548381397886482e+00,-2.497887650121102254e-01,2.810075885096366965e-01,3.910184692855676047e-01,-1.505238890521470418e+00,1.543978697312116344e+00,1.336363220201821411e+00,1.871009397697942500e+00,-4.351204790570113445e-01,-2.194221993005325000e-01,-2.459197625963075728e-01
2.962000000000000099e+01,5.181999328504307556e-01,-2.099732551836488298e-02,1.589843696536382467e+00,1.637884100183648828e+00,-1.237170175771195924e+00,1.597141705013988666e+00,-2.792419884364236160e-01,3.104603238366260287e-01,4.074642411578103807e-01,-1.495107330097909859e+00,1.543612474113774446e+00,1.343087161117960449e+00,1.874166308700323746e+00,-4.684954154153445627e-01,-2.273772677396078135e-01,-2.135588098285608194e-01
2.964000000000000057e+01,5.526601822797790886e-01,-2.321672732442486495e-02,1.579303835342357409e+00,1.640596414020679683e+00,-1.222939228304488646e+00,1.575062318157729901e+00,-3.073053714364066269e-01,3.385232902152078283e-01,4.216198647702401603e-01,-1.483641306190127240e+00,1.543255260586518851e+00,1.348881267166428533e+00,1.874556967813776120e+00,-4.991715261106584589e-01,-2.332054052375653053e-01,-1.837084527893464714e-01
2.966000000000000014e+01,5.835667787339072765e-01,-2.588376527738675201e-02,1.567691159823445757e+00,1.644149070881261165e+00,-1.211304081474421146e+00,1.552740594421724740e+00,-3.328780212898039270e-01,3.640955364829928098e-01,4.322686666070449935e-01,-1.471196527201688253e+00,1.542911800018521129e+00,1.353708115279012469e+00,1.872071876468514917e+00,-5.262491649725488108e-01,-2.369477075737464467e-01,-1.573286308374746423e-01
2.967999999999999972e+01,6.100677577276242269e-01,-2.896144821864880814e-02,1.555557882657606639e+00,1.648884821302985637e+00,-1.203323038975262049e+00,1.530589014433218153e+00,-3.550306470165213168e-01,3.861534034532255744e-01,4.386408709356761082e-01,-1.458143635628591506e+00,1.542584947104292725e+00,1.357570085268760662e+00,1.866654640627867012e+00,-5.488874575552675772e-01,-2.387306212073759260e-01,-1.353037611945920871e-01
2.969999999999999929e+01,6.313814283020948714e-01,-3.240820576762660360e-02,1.541172338731867431e+00,1.649336143134641386e+00,-1.192677259110379806e+00,1.509000438592374094e+00,-3.766193232082880593e-01,4.063313440127317433e-01,4.473010178048454910e-01,-1.444846536709245566e+00,1.542276204020530672e+00,1.360495014194759378e+00,1.858300696378315742e+00,-5.663316590165159425e-01,-2.387331463246946117e-01,-1.184065591998493261e-01
2.971999999999999886e+01,6.468139513504089777e-01,-3.617837819620396689e-02,1.526377644192802752e+00,1.649336143134641386e+00,-1.184507657709312545e+00,1.488349036766967837e+00,-3.944655967583511336e-01,4.224056714250724598e-01,4.532972563668246635e-01,-1.431929019289365890e+00,1.543348300375186444e+00,1.363791422435993050e+00,1.847052459578868433e+00,-5.792491763779158420e-01,-2.362751155466460140e-01,-1.058966567623646216e-01
2.974000000000000199e+01,6.557751954197188482e-01,-4.022275712217725230e-02,1.511750642221681762e+00,1.649336143134641386e+00,-1.179835659499108402e+00,1.468992754607392426e+00,-4.075852161120807615e-01,4.335383776740751594e-01,4.559227557631238548e-01,-1.418834739700325365e+00,1.541776667408708557e+00,1.363723737593830698e+00,1.832991981928955516e+00,-5.832176475913524172e-01,-2.341030464057780591e-01,-1.023176121505659369e-01
2.976000000000000156e+01,6.577925470336040137e-01,-4.448917038656388656e-02,1.497641679628271438e+00,1.649336143134641386e+00,-1.179041368581769555e+00,1.451275826276087200e+00,-4.153181075388179821e-01,4.392067675182508846e-01,4.550899276247763470e-01,-1.406669611671317988e+00,1.541700845814758747e+00,1.364160328899221231e+00,1.816232555468766163e+00,-5.818318045197355959e-01,-2.296694353836960523e-01,-1.038102502739499389e-01
2.978000000000000114e+01,6.525223924120824304e-01,-4.892310391629375171e-02,1.484326168266253632e+00,1.649336143134641386e+00,-1.182400365124041564e+00,1.435529693086310621e+00,-4.170650930888236130e-01,4.390398521756857519e-01,4.507574638847718362e-01,-1.395293134911902433e+00,1.541664557838477778e+00,1.363696102331296345e+00,1.796910810309949591e+00,-5.734003557114775163e-01,-2.239272722216112954e-01,-1.119993203745479060e-01
2.980000000000000071e+01,6.397590328526561176e-01,-5.346835290084954451e-02,1.471987550024147495e+00,1.649336143134641386e+00,-1.190060147001910540e+00,1.422070817027266010e+00,-4.123243602610093816e-01,4.328427421535072095e-01,4.429155868891763714e-01,-1.384800476815885473e+00,1.541671640297190615e+00,1.362238921346523579e+00,1.775180699366549986e+00,-5.577707180556072952e-01,-2.167875395378279779e-01,-1.268745120807310001e-01
2.982000000000000028e+01,6.194408460998489518e-01,-5.806769423492887106e-02,1.460707622840332176e+00,1.649336143134641386e+00,-1.202020186070393626e+00,1.411194318288576222e+00,-4.007284606270014038e-01,4.206136992498547555e-01,4.315699254278566599e-01,-1.375214442353197120e+00,1.541726968883947446e+00,1.359643105566567867e+00,1.751210406790816076e+00,-5.349227305128092524e-01,-2.080491725690001292e-01,-1.482656175412791766e-01
2.983999999999999986e+01,5.916535598086624104e-01,-6.266357190401075639e-02,1.450465455172449403e+00,1.649336143134641386e+00,-1.218118162733903942e+00,1.403163102840272902e+00,-3.820760526945161106e-01,4.025521579011458462e-01,4.167278173393120233e-01,-1.366488894873371551e+00,1.541836107190887928e+00,1.355712838564030021e+00,1.725182724061095962e+00,-5.049749281951343427e-01,-1.974073875680726065e-01,-1.758445191168480914e-01
2.985999999999999943e+01,5.566305596631107022e-01,-6.719878681932675568e-02,1.441145319743200037e+00,1.649336143134641386e+00,-1.238025025830051806e+00,1.398193103741671495e+00,-3.563530326314008900e-01,3.790568247656361245e-01,3.983907735347618773e-01,-1.358515772704205649e+00,1.542004503711545293e+00,1.350211779565604342e+00,1.697298882990207369e+00,-4.681913791628125043e-01,-1.844757464101527134e-01,-2.091279091827631109e-01
2.987999999999999901e+01,5.147502127563946539e-01,-7.161718254545416940e-02,1.432553183328435953e+00,1.649336143134641386e+00,-1.261251070582211309e+00,1.396436287483618477e+00,-3.237397471636515589e-01,3.507137541912132561e-01,3.765556401114782958e-01,-1.351135508894411918e+00,1.542236174433431417e+00,1.342878137129120297e+00,1.667785285356878200e+00,-4.249861371716373570e-01,-1.688211301603069203e-01,-2.474832973244498469e-01
2.990000000000000213e+01,4.665302453544667438e-01,-7.586431840832212614e-02,1.424440418345143788e+00,1.649336143134641386e+00,-1.287164165116829517e+00,1.397963956486467874e+00,-2.846040556470750826e-01,3.182749024269235782e-01,3.512251692462654007e-01,-1.344150665220436025e+00,1.542531900698357550e+00,1.333444043033840343e+00,1.636902082633844957e+00,-3.759217469999681094e-01,-1.500093735197696454e-01,-2.901417257397065352e-01
2.992000000000000171e+01,4.126192720213294196e-01,-7.988812162346568824e-02,1.416532667970761938e+00,1.649336143134641386e+00,-1.315019716762675372e+00,1.402753366841381855e+00,-2.394830989375018870e-01,2.826280083605869908e-01,3.224269271366757561e-01,-1.337342465660475987e+00,1.542887100647092780e+00,1.321657800567069385e+00,1.604952186857882879e+00,-3.216988508904386479e-01,-1.276576380319623116e-01,-3.362202891234187807e-01
2.994000000000000128e+01,3.537856291643882156e-01,-8.363951034184584354e-02,1.408561279226884011e+00,1.649336143134641386e+00,-1.344000286449069437e+00,1.410680580745428125e+00,-1.890587567611831943e-01,2.447587850992733460e-01,2.902381675162597485e-01,-1.330489661892776398e+00,1.543289685411780576e+00,1.307307521594689659e+00,1.572289077207966512e+00,-2.631358995533850109e-01,-1.014880560431756229e-01,-3.847558340073951588e-01
2.996000000000000085e+01,2.909037192782124026e-01,-8.707297987039010201e-02,1.400294452166608750e+00,1.649336143134641386e+00,-1.373261365323171779e+00,1.421521721575062402e+00,-1.341323004162868759e-01,2.057065032607620081e-01,2.548135213268170607e-01,-1.323388841314121933e+00,1.543718352460428100e+00,1.290244820384577329e+00,1.539321736521261696e+00,-2.011408585835678942e-01,-7.137633477618461619e-02,-4.347484032041388780e-01
2.998000000000000043e+01,2.249381214954259134e-01,-9.014714478200737402e-02,1.391565238378068114e+00,1.649336143134641386e+00,-1.401979076689480630e+00,1.434963512017115805e+00,-7.560254471219406136e-02,1.665143343438870993e-01,2.164118744645352754e-01,-1.315874994940781972e+00,1.544141866410034147e+00,1.270407564340101159e+00,1.506515221399086224e+00,-1.366796742367204220e-01,-3.738937422201862176e-02,-4.852099493383183471e-01
3.000000000000000000e+01,1.569257685372981714e-01,-9.282523017944910304e-02,1.382269382075467679e+00,1.649165616223806863e+00,-1.429177282221071765e+00,1.450622427273305481e+00,-1.462115711085114171e-02,1.281793783398871289e-01,1.756180187018201166e-01,-1.307841000774085494e+00,1.544519899754803305e+00,1.247841086482364137e+00,1.474385733675782184e+00,-7.074792616602128270e-02,1.923360829189967383e-04,-5.352116991508149013e-01
3.001999999999999957e+01,8.795652893205518907e-02,-9.507550601206680996e-02,1.372501421940098831e+00,1.649336143134641386e+00,-1.454858535777489914e+00,1.468070332643725662e+00,4.827940232793020287e-02,9.158539560567995064e-02,1.323578225232225347e-01,-1.299652779427234339e+00,1.545905212441001098e+00,1.224231992004043201e+00,1.443489598223470560e+00,-5.647339327535755814e-03,4.087582083527067922e-02,-5.825783775981721035e-01
3.003999999999999915e+01,1.915256567916598374e-02,-9.687165905631361928e-02,1.362315886725900205e+00,1.649336143134641386e+00,-1.477851980613787308e+00,1.486863404099513897e+00,1.114792572974667995e-01,5.748315680475597073e-02,8.789435160261584168e-02,-1.290322176453571723e+00,1.545332200427250502e+00,1.195896494941687038e+00,1.414406228215781880e+00,6.105143096351630522e-02,8.390319625314848762e-02,-6.301674359893251198e-01
3.006000000000000227e+01,-4.835313224767699702e-02,-9.819309795064400104e-02,1.351965464443364739e+00,1.649328316942135109e+00,-1.498007127625725410e+00,1.506570636924632556e+00,1.739984140326973627e-01,2.642164992332416557e-02,4.282604735093213655e-02,-1.281062828064948089e+00,1.545652382619071341e+00,1.167312295917692477e+00,1.387715927834789031e+00,1.249215946760148799e-01,1.283697958897184743e-01,-6.738614815525610924e-01
3.008000000000000185e+01,-1.134386315424707609e-01,-9.902518751354245918e-02,1.341766866571731276e+00,1.649316949243146313e+00,-1.515135678832420396e+00,1.526798373320609636e+00,2.346822260788556380e-01,-1.257808750413531677e-03,-1.968194235025013273e-03,-1.278054273612442504e+00,1.559800430600192911e+00,1.159061938432530692e+00,1.363974177502944141e+00,1.697744892651631421e-01,1.700852451113879504e-01,-6.968536593458567463e-01
3.010000000000000142e+01,-1.750149256580619539e-01,-9.935940945906907018e-02,1.331374132477326500e+00,1.634814228215733189e+00,-1.512245829837710831e+00,1.547207950723814784e+00,2.770404759553625751e-01,-3.010989317659957393e-02,-2.955127454593065375e-02,-1.277121153762724060e+00,1.576316538585199600e+00,1.155627168427110663e+00,1.343684766530407915e+00,2.082383437485536004e-01,2.085490987483476777e-01,-7.129964771943848589e-01
3.012000000000000099e+01,-2.320473701118031251e-01,-9.919344754637904327e-02,1.321474915303173958e+00,1.612316404521293212e+00,-1.497797518286738239e+00,1.567524641003316122e+00,3.067279539933144283e-01,-5.979778397667435963e-02,-4.664563197657919241e-02,-1.277265898303570291e+00,1.592008997384525948e+00,1.152894401185390327e+00,1.327274637066774288e+00,2.430644754413968656e-01,2.433752297443730894e-01,-7.260806524718573796e-01
3.014000000000000057e+01,-2.835762634179546660e-01,-9.853119614648772617e-02,1.312972270837705402e+00,1.592287024034497289e+00,-1.484287769819887082e+00,1.587537332162849424e+00,3.339791944734555318e-01,-8.704967483395453787e-02,-6.393357770220900460e-02,-1.278770097010897278e+00,1.606702484026104161e+00,1.151178945732576731e+00,1.315073408895685469e+00,2.734839405006103674e-01,2.737946942466865652e-01,-7.362326549414497379e-01
3.016000000000000014e+01,-3.287361697773324432e-01,-9.738269216911796256e-02,1.306296550073986706e+00,1.575030360529536821e+00,-1.472179644577458868e+00,1.607089702211610849e+00,3.584005409651875307e-01,-1.114483250962236965e-01,-8.076145575441924518e-02,-1.281837033694382066e+00,1.620140874561120770e+00,1.150587141865919039e+00,1.307300123816049098e+00,2.988865740334181176e-01,2.991973272265637251e-01,-7.437656170620741136e-01
3.017999999999999972e+01,-3.667736021754079423e-01,-9.576397125264218824e-02,1.301879098896801201e+00,1.560801595942506781e+00,-1.461922987273427621e+00,1.626064763871168939e+00,3.796229290730626094e-01,-1.326630006874889856e-01,-9.647419481411707853e-02,-1.286570356024826056e+00,1.631986750612501869e+00,1.150995612875759022e+00,1.304058751241141900e+00,3.188548438041006183e-01,3.191655966829750057e-01,-7.491472072615635858e-01
3.019999999999999929e+01,-3.970627144477443249e-01,-9.369685006876506128e-02,1.300185706973620015e+00,1.550376117699854950e+00,-1.454541356305998567e+00,1.644365470161676557e+00,3.979277249781947856e-01,-1.501846781703242983e-01,-1.110631756429861505e-01,-1.292972421959892593e+00,1.641848601684479325e+00,1.152094397693650407e+00,1.305342582623018499e+00,3.331650717934167005e-01,3.334758244573958752e-01,-7.529290546741271850e-01
3.021999999999999886e+01,-4.191186876037729103e-01,-9.120863751867247515e-02,1.301830064319603242e+00,1.546177797277947796e+00,-1.452764501462155300e+00,1.661894477833440353e+00,4.154577076680260328e-01,-1.627407806237544108e-01,-1.263941066258791879e-01,-1.300962151026961333e+00,1.649336141432130365e+00,1.153490454351994376e+00,1.311046132947074394e+00,3.417543351055511991e-01,3.420650876225711512e-01,-7.556433968923501610e-01
3.024000000000000199e+01,-4.326085385677944095e-01,-8.833177848720480396e-02,1.306767944110350355e+00,1.545990675652856305e+00,-1.454220725225167543e+00,1.678536154695477789e+00,4.293898632086176614e-01,-1.711994163469256480e-01,-1.394779290433906804e-01,-1.308258252583211378e+00,1.649336141425798541e+00,1.147442364761203315e+00,1.320981955534470176e+00,3.495797728774809321e-01,3.470301505417586196e-01,-7.637247285854119605e-01
3.026000000000000156e+01,-4.373591276899020386e-01,-8.510343466493790199e-02,1.314616765086626504e+00,1.545811700636172459e+00,-1.454732729420630477e+00,1.694143538785702452e+00,4.351764301708102578e-01,-1.774787267289114623e-01,-1.456401690159589701e-01,-1.318131954514472737e+00,1.649336141412724777e+00,1.145740284553059318e+00,1.334899173797338356e+00,3.487548975902646231e-01,3.451657614938285490e-01,-7.676932953479003174e-01
3.028000000000000114e+01,-4.333621939878230522e-01,-8.156500773418214056e-02,1.325675177586147280e+00,1.548352483872021734e+00,-1.457161322415571947e+00,1.708532298968437502e+00,4.356179871444175733e-01,-1.802620323448050899e-01,-1.475559621911300690e-01,-1.330440987133830077e+00,1.649336141393275001e+00,1.148280922000839643e+00,1.352500653609781667e+00,3.395776604367503060e-01,3.365483264871052538e-01,-7.674420525222092060e-01
3.030000000000000071e+01,-4.207763031064170045e-01,-7.776161093396670443e-02,1.338885686935713304e+00,1.545571053802377248e+00,-1.453180789653084837e+00,1.721482898138738671e+00,4.224086106218191694e-01,-1.833229899068052060e-01,-1.365963874607194761e-01,-1.344924663753223726e+00,1.649336141368107578e+00,1.154807673935846379e+00,1.373456475526441789e+00,3.225327067647627000e-01,3.214901379830610306e-01,-7.628447295607997392e-01
3.032000000000000028e+01,-3.999256513616525899e-01,-7.374149566186974369e-02,1.355151924450772150e+00,1.547330616456697117e+00,-1.452764753336886150e+00,1.732751193366245834e+00,4.061417376505953580e-01,-1.816609586767000961e-01,-1.234170703590712487e-01,-1.361067707177791020e+00,1.648987800763114020e+00,1.164441282273092515e+00,1.397412462949529921e+00,2.985767193270418840e-01,3.006504381692664540e-01,-7.542184203298377687e-01
3.033999999999999986e+01,-3.712957288600858829e-01,-6.955544032911967212e-02,1.374133331075177988e+00,1.553649849743529154e+00,-1.455584721860037734e+00,1.742086675754147551e+00,3.871579784992166262e-01,-1.751838244775933418e-01,-1.084702916057139893e-01,-1.376837843864648470e+00,1.644484562899447111e+00,1.171462349003544956e+00,1.423993690321559535e+00,2.719954917764670910e-01,2.759790681127278211e-01,-7.462265057217865039e-01
3.035999999999999943e+01,-3.355259044189013995e-01,-6.525610915253175770e-02,1.395361096455933758e+00,1.564535082755873496e+00,-1.461291257211634997e+00,1.749256515758875974e+00,3.659262019815571199e-01,-1.638969339503327793e-01,-9.243422132952278103e-02,-1.391993710770315529e+00,1.636106840777827642e+00,1.176201611438352002e+00,1.452803896886184942e+00,2.431852848840353742e-01,2.477648354687687349e-01,-7.384481759674762502e-01
