index,trajectory,theta,s,phi_L,phi_R,d_lookup_m,branch_exclusion,physical_dL,physical_dR,physical_d_min,physical_task_error,physical_joint_margin,physical_collision,valid_start
48,traj_0048,0.047675560792393434,-0.06632836142058382,0.0,0.0,0.00873694174598745,0,0.0087361865030676,0.0154060348648041,0.0087361865030676,1.1279824849074556e-05,0.4635585744700492,0,True
49,traj_0049,-0.4542356030308523,-0.03471956094642009,-0.05000000074505806,0.0,0.006163786446899645,0,0.0061634695076266,0.0364123808663325,0.0061634695076266,4.543233755339336e-06,0.2483704275214277,0,True
50,traj_0050,-0.10977548859169273,-0.04356014453973635,0.0,0.0,0.008254491023032894,0,0.008509738740617,0.0330170071641196,0.008509738740617,1.172922471649498e-05,0.4415506682718111,0,True
51,traj_0051,0.7386515734653734,-0.14916306708033802,0.0,0.0,0.008125358701293906,0,0.0081253164662693,0.0090030703518889,0.0081253164662693,3.9966870513304646e-05,0.3489671583086608,0,True
52,traj_0052,-0.21592165571123123,-0.12390937316851337,-0.01685697100147568,0.0,0.005796918264264108,0,0.005833775208737,0.0381490311637177,0.005833775208737,1.7550370481405845e-05,0.4063937537452069,0,True
53,traj_0053,-0.8703106924810375,-0.10443477894459222,-0.025152487742025456,0.0,0.005164488051724842,0,0.0051844023248359,0.0382603628812545,0.0051844023248359,1.306910578940506e-05,0.1348378187666592,0,True
54,traj_0054,-0.5106117726829491,-0.10214536023382645,-0.029999999329447746,0.0,0.005235351585284254,0,0.0052498736227128,0.0371054053476388,0.0052498736227128,1.4289690398691092e-05,0.2544619492748577,0,True
55,traj_0055,0.023644242412367844,-0.054113948898789885,0.0,0.0,0.00873895487737657,0,0.0087381374237862,0.0169687957995525,0.0087381374237862,1.2031927716782268e-05,0.4699223858184528,0,True
56,traj_0056,-0.5900648883196654,-0.06217741682486208,-0.03999999910593032,0.0,0.006345252118116169,0,0.006344817058321,0.0364607534485779,0.006344817058321,1.1434963735713657e-05,0.1916950094148507,0,True
57,traj_0057,-0.16226991416901682,-0.1262012941799794,0.0,0.0,0.007429208098170841,0,0.0079896710318099,0.0382888072274787,0.0079896710318099,1.5943164073464264e-05,0.4353355613200283,0,True
58,traj_0058,-0.7402720345969963,-0.08245681031399882,-0.0329635738414985,0.0,0.005938247692052715,0,0.0059379118109778,0.037304142056224,0.0059379118109778,1.6435179202491826e-05,0.1443363165039401,0,True
59,traj_0059,-0.21068807131430423,-0.07554000714453363,-0.025638065711693196,0.0,0.005719778149568281,0,0.0057191805545752,0.0374343185452339,0.0057191805545752,6.74046969009442e-06,0.39798788168162,0,True
60,traj_0060,0.06308150647488431,-0.13672556069406427,0.0,0.0,0.008357161061270048,0,0.0083567185399662,0.0246353379923173,0.0083567185399662,1.155292152273951e-05,0.4518531992091978,0,True
61,traj_0061,-0.5159207538355557,-0.1388910922196266,-0.02500000037252903,0.0,0.0055792024547610276,0,0.0055785531822103,0.0382496088089869,0.0055785531822103,2.4510430189120502e-05,0.2830901023590658,0,True
