# L_phi_L=1.395384211,L_phi_R=0.2215631579
t,theta,s,theta_dot,s_dot,sin_phi_L,cos_phi_L,sin_phi_R,cos_phi_R,phi_dot_L,phi_dot_R,qL1,qL2,qL3,qL4,qL5,qL6,qL7,qR1,qR2,qR3,qR4,qR5,qR6,qR7,qdotL1,qdotL2,qdotL3,qdotL4,qdotL5,qdotL6,qdotL7,qdotR1,qdotR2,qdotR3,qdotR4,qdotR5,qdotR6,qdotR7,dL,dR,d_min,m_phi_minus_L,m_phi_minus_R,m_phi_plus_L,m_phi_plus_R,m_q
0,0.3174686597,-0.07703572511,-0.1938908676,0.01199057779,0,1,0.06495423883,0.9978882437,0,0,1.431548797,1.649336143,-1.35952416,1.455170377,-0.1512108385,0.2107631337,0.2719143185,-1.35299581,1.546268721,1.30232154,1.591447704,-0.2376362289,-0.09660152041,-0.4068503429,0.02680570764,-0.08792194545,0.02858409655,0.1330523478,0.1017344896,-0.1334899067,-0.001608681412,-0.06697367102,0.07726582024,0.04060218409,-0.001503092487,0.08577394327,0.08013695284,-0.05744529793,0.008812374448,0.005792501568,0.005792501568,0,0,0.12,0.125,0
0.01,0.3155297568,-0.07691581622,-0.1938891536,0.0119915087,0,1,0.06495423883,0.9978882437,0,0,1.431816854,1.648456924,-1.359238319,1.4565009,-0.1501934936,0.2094282347,0.2718982317,-1.353665547,1.547041379,1.302727562,1.591432673,-0.2367784895,-0.09580015088,-0.4074247959,0.02666520586,-0.08799753452,0.0285520446,0.1329987578,0.1016393897,-0.1335556096,-0.001829237808,-0.06688729156,0.07729612479,0.04048227724,-0.001545716481,0.08577610291,0.08018870223,-0.05731698687,0.008806372169,0.006040277715,0.006040277715,0,0,0.12,0.12,0.0008792194545
0.02,0.3135908879,-0.07679588884,-0.1938840759,0.01199426643,0,1,0.06495423883,0.9978882437,0,0,1.432083507,1.647576948,-1.358952798,1.457830888,-0.1491770997,0.2080926786,0.2718799393,-1.35433442,1.54781434,1.303132385,1.591417216,-0.2359207285,-0.09499826386,-0.4079979658,0.02652779563,-0.08802211164,0.02853680798,0.1329516306,0.1015325892,-0.1336190841,-0.002033781443,-0.06680555367,0.07732370538,0.04036062601,-0.001579330037,0.08577660763,0.08023549411,-0.05718825087,0.008800404629,0.006288212615,0.006288212615,0,0,0.12,0.12,0.0017591948
0.03,0.3116520861,-0.07667592498,-0.1938757306,0.01199879884,0,1,0.06495423883,0.9978882437,0,0,1.432348784,1.646696727,-1.35866743,1.459160404,-0.1481617738,0.2067564877,0.2718596015,-1.355002475,1.548587577,1.303535991,1.591401422,-0.2350629624,-0.09419590892,-0.4085698483,0.02639599497,-0.08804557002,0.02852228467,0.1329107625,0.1014255834,-0.1336825313,-0.002237200668,-0.06672849043,0.07734918402,0.04023791388,-0.001604194818,0.08577489904,0.08027762726,-0.05705849413,0.008794475763,0.006536296961,0.006536296961,0,0.005,0.115,0.12,0.002639415916
0.04,0.3097133838,-0.07655590712,-0.1938642129,0.01200505423,0,1,0.06495423883,0.9978882437,-1,0,1.432612744,1.645816272,-1.358382207,1.460489512,-0.147147518,0.2054196624,0.2718372295,-1.35566976,1.549361069,1.30393837,1.59138538,-0.2342052134,-0.09339313265,-0.4091404332,0.1202999471,0.3519871616,-0.5337982688,0.1328759523,0.5048588463,-0.2080191019,-0.5250398494,-0.06665598298,0.07737262792,0.04011417226,-0.001620570117,0.08577104138,0.08031524357,-0.0569277642,0.008788585818,0.006784523501,0.006784523501,0,0.005,0.115,0.12,0.003519871616
0.05,0.3077748121,-0.07643581832,-0.1938496171,0.01201298134,-0.009999833334,0.9999500004,0.06495423883,0.9978882437,0,0,1.433815744,1.649336143,-1.36372019,1.461818272,-0.1420989295,0.2033394714,0.266586831,-1.35633632,1.550134796,1.304339512,1.591369175,-0.233347503,-0.09258998021,-0.4097097109,0.04481207464,0,-0.0832458732,0.1328470012,0.1819103717,-0.1477989608,-0.1071387911,-0.06658791309,0.07739410344,0.0399894323,-0.001628712819,0.08576509841,0.08034848337,-0.05679610764,0.008817209184,0.007032885212,0.007032885212,0,0.005,0.125,0.12,0
0.06,0.3058364014,-0.0763156421,-0.1938320368,0.01202252936,-0.009999833334,0.9999500004,0.06495423883,0.9978882437,0,0,1.434263865,1.649336143,-1.364552649,1.463146742,-0.1402798258,0.2018614818,0.2655154431,-1.357002199,1.550908737,1.304739407,1.591352888,-0.232489852,-0.09178649538,-0.4102776719,0.04465064079,0,-0.08302855613,0.1328237124,0.1818074395,-0.147575508,-0.1073396781,-0.06652416309,0.077413676,0.03986372493,-0.001628877403,0.08575713341,0.0803774854,-0.05666357004,0.008818165134,0.00728137529,0.00728137529,0,0.005,0.125,0.115,0
0.07,0.3038981811,-0.0761953625,-0.1938115647,0.01203364794,-0.009999833334,0.9999500004,0.06495423883,0.9978882437,0,0,1.434710371,1.649336143,-1.365382934,1.464474979,-0.1384617514,0.2003857267,0.2644420463,-1.357667441,1.551682873,1.305138044,1.591336599,-0.2316322807,-0.09098272052,-0.4108443076,0.04449183744,0,-0.08279552878,0.1328058918,0.1816935588,-0.1473501702,-0.107524898,-0.06646461592,0.07743141019,0.03973708082,-0.001621315951,0.08574720916,0.08040238687,-0.05653019607,0.008819117719,0.007529987156,0.007529987156,0,0.005,0.12,0.115,0
0.08,0.3019601795,-0.07607496407,-0.1937882928,0.01204628714,-0.009999833334,0.9999500004,0.06495423883,0.9978882437,-0.5,0,1.435155289,1.649336143,-1.36621089,1.465803038,-0.1366448158,0.198912225,0.2633667973,-1.358332087,1.552457187,1.305535415,1.591320386,-0.2307748086,-0.09017869665,-0.4114096096,0.04434224746,0,-0.08258794416,0.1327933473,0.1815983577,-0.1471281445,-0.1077328436,-0.06640915513,0.07744736971,0.03960953042,-0.001606278144,0.08573538798,0.0804233234,-0.05639602944,0.008820066994,0.007778714445,0.007778714445,0,0.005,0.12,0.115,0
0.09,0.3000224242,-0.07595443185,-0.1937623121,0.0120603975,-0.01499943751,0.9998875021,0.06495423883,0.9978882437,0,0,1.435598712,1.649336143,-1.367036769,1.467130971,-0.1348288323,0.1974409436,0.2622894689,-1.358996179,1.553231661,1.30593151,1.591304323,-0.2299174547,-0.08937446342,-0.4119735699,0.04419104576,0,-0.08234057897,0.1327858891,0.1814748032,-0.146901263,-0.1079026641,-0.06635766487,0.07746161737,0.03948110395,-0.001584011273,0.08572173168,0.08044042907,-0.05626111292,0.008821013153,0.008027551008,0.008027551008,0,0.01,0.125,0.115,0
