# L_phi_L=0.19,L_phi_R=0.195
t,theta,s,theta_dot,s_dot,sin_phi_L,cos_phi_L,sin_phi_R,cos_phi_R,phi_dot_L,phi_dot_R,qL1,qL2,qL3,qL4,qL5,qL6,qL7,qR1,qR2,qR3,qR4,qR5,qR6,qR7,qdotL1,qdotL2,qdotL3,qdotL4,qdotL5,qdotL6,qdotL7,qdotR1,qdotR2,qdotR3,qdotR4,qdotR5,qdotR6,qdotR7,dL,dR,d_min,m_phi_minus_L,m_phi_minus_R,m_phi_plus_L,m_phi_plus_R,m_q
0,-0.2307190483,-0.1248428189,-0.1840937949,0.003699020672,-0.09234854845,0.9957267424,-0.1159981186,0.9932494332,0,0,1.244013383,1.605192235,-1.492406759,1.444989281,0.2912180363,-0.01817489188,-0.02546571067,-1.185078817,1.582599023,1.118581309,1.195274469,0.2965635518,0.2985141325,-0.7310888516,-0.01937946,-0.04783968652,0.02487223846,0.08102019133,0.1199870073,-0.09324832371,-0.07926205827,0.01410433056,0.00477853937,-0.08743951917,-0.03825370198,0.1726507254,0.1244979814,-0.09149574863,0.008153453093,0.01736281101,0.008153453093,0.05861579845,0.06849471237,0.0713152916,0.121259843,0.04414390829
0.01,-0.2325600778,-0.1248058349,-0.1841211902,0.003697145273,-0.09234854845,0.9957267424,-0.1159981186,0.9932494332,0,0,1.243819588,1.604713838,-1.492158037,1.445799483,0.2924179064,-0.01910737512,-0.02625833125,-1.184937774,1.582646808,1.117706914,1.194891932,0.298290059,0.2997591123,-0.7320038091,-0.01941076467,-0.04786151264,0.02487231232,0.08101591013,0.1200215921,-0.09326895363,-0.07929802792,0.01411610867,0.004781827926,-0.08744133784,-0.03828009622,0.1726618699,0.1245406277,-0.09154284152,0.008150767772,0.01737643304,0.008150767772,0.05914321381,0.0684779222,0.07073069797,0.121259843,0.04462230516
0.02,-0.2344016514,-0.1247688882,-0.1842023502,0.00369158931,-0.09234854845,0.9957267424,-0.1159981186,0.9932494332,0,0,1.24362548,1.604235223,-1.491909314,1.446609642,0.2936181223,-0.02004006465,-0.02705131153,-1.184796612,1.582694627,1.116832501,1.194509131,0.3000166777,0.3010045186,-0.7329192375,-0.0194619664,-0.04789708745,0.02487906389,0.08101177756,0.120089559,-0.09330786419,-0.07935435748,0.01414778088,0.00478828372,-0.08747000824,-0.03834309091,0.1727294124,0.1246291551,-0.09161278034,0.008148094021,0.0173901134,0.008148094021,0.05967078504,0.06847679359,0.07013036138,0.121259843,0.04510092028
0.03,-0.2362442989,-0.1247320151,-0.1843357456,0.003682457467,-0.09234854845,0.9957267424,-0.1159981186,0.9932494332,0,0,1.243430861,1.603756252,-1.491660523,1.44741976,0.2948190179,-0.0209731433,-0.02784485511,-1.184655135,1.582742509,1.1159578,1.1941257,0.3017439719,0.3022508102,-0.7338353653,-0.01953247818,-0.04794600506,0.02489231087,0.08100779562,0.1201899485,-0.09336452756,-0.07943044074,0.01419878783,0.004797815701,-0.08752479524,-0.03844165026,0.1728517984,0.1247622516,-0.09170487535,0.008145430815,0.01740386184,0.008145430815,0.06019866396,0.06849135985,0.06951416927,0.121259843,0.04557989116
0.04,-0.2380885353,-0.1246952506,-0.1845198603,0.003669853537,-0.09234854845,0.9957267424,-0.1159981186,0.9932494332,0,0,1.243235536,1.603276792,-1.4914116,1.448229838,0.2960209174,-0.02190678857,-0.02863915951,-1.184513147,1.582790488,1.115082552,1.193741284,0.3034724898,0.3034984327,-0.7347524141,-0.01962171837,-0.04800786329,0.02491187234,0.08100396613,0.1203218092,-0.09343842046,-0.07952567714,0.01426857466,0.004810333601,-0.08760496919,-0.038574747,0.1730274855,0.1249386165,-0.09181844347,0.008142777176,0.01741768788,0.008142777176,0.06072699804,0.06852163126,0.06888203438,0.121259843,0.04605935121
0.05,-0.2399348602,-0.1246586292,-0.1847531911,0.003653880422,-0.09234854845,0.9957267424,-0.1159981186,0.9932494332,0,0,1.243039319,1.602796713,-1.491162481,1.449039878,0.2972241354,-0.02284117278,-0.02943441628,-1.184370461,1.582838591,1.114206503,1.193355536,0.3052027647,0.3047478189,-0.7356705985,-0.01972911065,-0.04808226363,0.02493756872,0.08100029077,0.1204841981,-0.09352902418,-0.07963947171,0.01435659105,0.004825747929,-0.08770980598,-0.0387413624,0.1732549431,0.1251569599,-0.09195280814,0.00814013217,0.01743160081,0.00814013217,0.06125593042,0.06856759579,0.06823389399,0.121259843,0.04653942984
0.06,-0.2417837582,-0.1246221839,-0.1850342479,0.003634640133,-0.09234854845,0.9957267424,-0.1159981186,0.9932494332,0,0,1.242842028,1.602315891,-1.490913106,1.449849881,0.2984289774,-0.02377646302,-0.030230811,-1.184226895,1.582886848,1.113329405,1.192968123,0.3069353141,0.3059993884,-0.7365901266,-0.01985408399,-0.04816881128,0.02496922181,0.08099677112,0.1206761802,-0.09363582456,-0.07977123506,0.01446229122,0.004843969974,-0.08783858712,-0.03894048627,0.1735326526,0.1254160032,-0.09210729933,0.00813749491,0.01744560972,0.00813749491,0.06178559996,0.06862921971,0.06756970934,0.121259843,0.04702025248
0.07,-0.2436356993,-0.124585947,-0.1853615535,0.003612233791,-0.09234854845,0.9957267424,-0.1159981186,0.9932494332,0,0,1.242643487,1.601834203,-1.490663414,1.450659848,0.2996357392,-0.02471282126,-0.03102852335,-1.184082272,1.582935288,1.112451019,1.192578718,0.3086706406,0.3072535485,-0.7375111996,-0.01830668639,-0.01878691917,-0.0117899824,0.08046262426,0.1555317376,-0.08272684488,-0.1129963743,0.0153087162,0.004897115171,-0.08886656499,-0.03911268486,0.1742093908,0.1267280672,-0.09142272698,0.00813486455,0.01745972345,0.00813486455,0.06231614127,0.06870644821,0.06688946497,0.121259843,0.04750194059
0.08,-0.2454911386,-0.1245499495,-0.1857336438,0.003586761627,-0.09234854845,0.9957267424,-0.1159981186,0.9932494332,0,0,1.24246042,1.601646333,-1.490781313,1.451464475,0.3011910566,-0.02554008971,-0.03215848709,-1.183929185,1.582984259,1.111562353,1.192187591,0.3104127346,0.3085208292,-0.7384254269,-0.01740992971,-0.0004912707738,-0.03470466086,0.08012841708,0.1773921032,-0.07597677834,-0.1338124234,0.01589956155,0.004940813794,-0.08958691092,-0.03933725066,0.1748003171,0.1276970127,-0.09108011992,0.008133634741,0.0174741027,0.008133634741,0.06251968443,0.06900911288,0.06658021552,0.121259843,0.04768980978
0.09,-0.2473505166,-0.1245142216,-0.1861490677,0.003558322981,-0.09234854845,0.9957267424,-0.1159981186,0.9932494332,0,0,1.242286321,1.601641421,-1.49112836,1.452265759,0.3029649776,-0.0262998575,-0.03349661133,-1.183770189,1.583033667,1.110666484,1.191794218,0.3121607377,0.3097977993,-0.7393362281,-0.01757657258,-0.0004875912111,-0.03479240791,0.08012360106,0.1777991982,-0.07608201509,-0.1341338896,0.01605769893,0.004967093265,-0.08978563908,-0.03962755817,0.1752194646,0.1280742342,-0.09128819358,0.008133269963,0.01748870019,0.008133269963,0.06251968443,0.06943359304,0.06650875982,0.121259843,0.04769472249
