# L_phi_L=0.19,L_phi_R=0.195
t,theta,s,theta_dot,s_dot,sin_phi_L,cos_phi_L,sin_phi_R,cos_phi_R,phi_dot_L,phi_dot_R,qL1,qL2,qL3,qL4,qL5,qL6,qL7,qR1,qR2,qR3,qR4,qR5,qR6,qR7,qdotL1,qdotL2,qdotL3,qdotL4,qdotL5,qdotL6,qdotL7,qdotR1,qdotR2,qdotR3,qdotR4,qdotR5,qdotR6,qdotR7,dL,dR,d_min,m_phi_minus_L,m_phi_minus_R,m_phi_plus_L,m_phi_plus_R,m_q
0,0.7213537875,-0.1238143125,-0.3657859216,0.01159584048,0.002637792114,0.999996521,0.008582571391,0.9999631691,0,0,1.206789821,1.648083021,-1.100747291,1.044709735,-0.6390641378,0.6159662255,0.4197732491,-1.17371041,1.545383224,1.368399814,1.474967863,-0.5872367488,-0.1231551879,-0.1274669801,0.1523926006,-0.0005248031934,-0.3183143909,0.2384083407,0.5085264273,-0.3721071191,-0.08062200489,-0.08652986715,-0.001810033303,-0.03746895455,-0.02325144127,0.3410063641,0.02065713504,-0.2679911151,0.008338067328,0.00743520952,0.00743520952,0.002637795173,0.008582676761,0.2016433779,0.1314173238,0.00125312228
0.01,0.7176958287,-0.1236983478,-0.3658157409,0.01159772213,0.002637792114,0.999996521,0.008582571391,0.9999631691,0,0,1.208313747,1.648077773,-1.103930435,1.047093819,-0.6339788735,0.6122451543,0.4189670291,-1.174575709,1.545365124,1.368025124,1.474735348,-0.5838266852,-0.1229486165,-0.1301468913,0.1504917409,-0.0005221908204,-0.3149408235,0.2383448049,0.5042578861,-0.3703202712,-0.08317246777,-0.08595784386,-0.001711885305,-0.03857188649,-0.02378390422,0.3413693156,0.02256079371,-0.2681462306,0.008341060841,0.007418341928,0.007418341928,0.002637795173,0.008582676761,0.2003635222,0.1314173238,0.001258370312
0.02,0.7140372774,-0.1235823457,-0.3659041528,0.01160330108,0.002637792114,0.999996521,0.008582571391,0.9999631691,0,0,1.209818665,1.648072551,-1.107079843,1.049477267,-0.6289362947,0.6085419516,0.4181353044,-1.175435287,1.545348005,1.367639405,1.474497509,-0.580412992,-0.1227230086,-0.1328283536,0.1479765661,-0.0005185243603,-0.3105691733,0.238348608,0.4988104844,-0.367970029,-0.08653646482,-0.08517145624,-0.001575794897,-0.04008111734,-0.02451193091,0.3418926457,0.02517723764,-0.2683193805,0.008344018678,0.007401677866,0.007401677866,0.002637795173,0.008582676761,0.1988914232,0.1316093212,0.001263592221
0.03,0.7103775555,-0.1234662698,-0.3660495976,0.01161247893,0.002637792114,0.999996521,0.008582571391,0.9999631691,0,0,1.21129843,1.648067366,-1.110185535,1.051860753,-0.6239481898,0.6048622513,0.4172699397,-1.176287002,1.545332247,1.367238594,1.47425239,-0.5769940656,-0.1224712362,-0.1355115474,0.1479275101,-0.0005185867862,-0.3102599217,0.2383380826,0.498306352,-0.3680422696,-0.08685646732,-0.08527480856,-0.001589651037,-0.04010049514,-0.0244796313,0.3420658791,0.02512916709,-0.2686197524,0.008346928596,0.007385292334,0.007385292334,0.002637795173,0.008582676761,0.1972262004,0.1319939576,0.001268777464
0.04,0.7067161005,-0.1233500844,-0.3662505284,0.01162515803,0.002637792114,0.999996521,0.008582571391,0.9999631691,0,0,1.212777705,1.64806218,-1.113288134,1.054244134,-0.6189651263,0.6011818286,0.4164013751,-1.17713975,1.54531635,1.366837589,1.474007594,-0.5735734068,-0.1222199445,-0.1381977449,0.1479068999,-0.0005187416576,-0.3099980017,0.2383728227,0.4978798565,-0.3681729948,-0.08718808529,-0.08539595174,-0.001604390298,-0.04012620889,-0.0244423715,0.3422897306,0.02508141325,-0.2689591467,0.00834983939,0.007368871509,0.007368871509,0.002637795173,0.008582676761,0.1956575628,0.1322812936,0.001273963332
0.05,0.7030523651,-0.1232337552,-0.3665054104,0.01164124155,0.002637792114,0.999996521,0.008582571391,0.9999631691,0,0,1.214256774,1.648056992,-1.116388114,1.056627862,-0.6139863277,0.5975000986,0.4155294942,-1.177993709,1.545300306,1.366436327,1.47376317,-0.5701505095,-0.1219691304,-0.1408873364,0.1479138077,-0.0005189861716,-0.3097816516,0.2384514165,0.4975281109,-0.3683604627,-0.08753126542,-0.0855344338,-0.001619998601,-0.04015808094,-0.02440027417,0.3425627986,0.02503392029,-0.2693366427,0.008352751611,0.007352410466,0.007352410466,0.002637795173,0.008582676761,0.194185495,0.1324711186,0.001279150749
0.06,0.6993858175,-0.1231172486,-0.3668127212,0.01166063344,0.002637792114,0.999996521,0.008582571391,0.9999631691,0,0,1.215735912,1.648051803,-1.119485931,1.059012376,-0.6090110466,0.593816494,0.4146541816,-1.178849054,1.545284106,1.366034746,1.473519167,-0.5667248815,-0.1217187912,-0.1435807028,0.1452290757,-0.0005160171265,-0.3052244769,0.2386222984,0.492114062,-0.3659434552,-0.09119621668,-0.08468053565,-0.001446026416,-0.04188509273,-0.0252023318,0.343274959,0.02806159752,-0.2695720266,0.008355665797,0.007335904397,0.007335904397,0.002637795173,0.008582676761,0.1928100748,0.1325631356,0.00128434061
0.07,0.695715941,-0.1230005319,-0.367170951,0.0116832384,0.002637792114,0.999996521,0.008582571391,0.9999631691,0,0,1.217188203,1.648046642,-1.122538176,1.061398599,-0.604089906,0.5901570595,0.4137422194,-1.179695859,1.545269646,1.365615895,1.473267144,-0.5632921319,-0.1214381752,-0.1462764231,0.1438783928,-0.0005147146336,-0.3028340803,0.2388130868,0.4892655054,-0.3648598468,-0.09327285539,-0.08432659865,-0.001364590594,-0.04280841254,-0.02559240425,0.3438453843,0.02961655679,-0.2699301581,0.00835852841,0.007319770393,0.007319770393,0.002637795173,0.008582676761,0.1918086258,0.1329719585,0.001289500782
0.08,0.6920422338,-0.1228835734,-0.3675786024,0.01170896196,0.002637792114,0.999996521,0.008582571391,0.9999631691,0,0,1.218626987,1.648041495,-1.125566516,1.06378673,-0.599197251,0.586508461,0.4128094908,-1.180539125,1.545256,1.365187811,1.47301122,-0.5598536781,-0.1211420097,-0.1489757247,0.143963666,-0.0005152056374,-0.3027633916,0.2390183088,0.4891539984,-0.3652085171,-0.09364099329,-0.08451213688,-0.001382851529,-0.04286119819,-0.02553756942,0.3442577946,0.02957678994,-0.270416769,0.008361365887,0.007303801154,0.007303801154,0.002637795173,0.008582676761,0.1908852815,0.1336613862,0.001294647928
0.09,0.6883642091,-0.1227663425,-0.3680341902,0.01173771039,0.002637792114,0.999996521,0.008582571391,0.9999631691,0,0,1.220066624,1.648036343,-1.12859415,1.066176913,-0.594305711,0.5828563758,0.4118730809,-1.181384246,1.545242172,1.364759199,1.472755844,-0.5564111001,-0.1208462418,-0.1516798924,0.1440723561,-0.0005157747041,-0.3027307706,0.239261914,0.4891053347,-0.365606644,-0.09402098024,-0.08471303276,-0.00140188953,-0.04291977888,-0.02547854443,0.3447139981,0.02953768685,-0.2709378037,0.008364206761,0.007287773312,0.007287773312,0.002637795173,0.008582676761,0.1898620541,0.134450152,0.001299799984
0.1,0.6846813951,-0.1226488094,-0.3685362418,0.01176939078,0.002637792114,0.999996521,0.008582571391,0.9999631691,0,0,1.221507347,1.648031185,-1.131621458,1.068569532,-0.5894146576,0.5792003094,0.4109328711,-1.182231377,1.545228153,1.364330001,1.472501059,-0.5529639601,-0.1205508649,-0.1543892704,0.1442036086,-0.0005164191887,-0.3027346219,0.2395425664,0.4891168857,-0.3660525888,-0.09441270396,-0.08492885354,-0.001421691438,-0.04298397434,-0.02541544321,0.3452126458,0.02949918176,-0.2714923618,0.008367051491,0.007271682597,0.007271682597,0.002637795173,0.008582676761,0.1887382521,0.1353388881,0.001304957731
0.11,0.6809933343,-0.1225309453,-0.3690832971,0.01180391098,0.002637792114,0.999996521,0.008582571391,0.9999631691,0,0,1.222949383,1.648026021,-1.134648804,1.070964958,-0.5845234888,0.5755397835,0.4099887441,-1.183080665,1.545213936,1.363900162,1.472246904,-0.5495118337,-0.1202558731,-0.157104194,0.1403033449,-0.0005143317255,-0.2962464573,0.2391328927,0.4817931698,-0.3623910892,-0.09948502673,-0.0836082184,-0.001148344017,-0.04541462163,-0.02686896743,0.3461554983,0.03398250007,-0.2718437514,0.008369900522,0.007255524848,0.007255524848,0.002637795173,0.008582676761,0.1875131132,0.1363282988,0.001310121923
0.12,0.677299584,-0.1224127221,-0.3696739083,0.01184117964,0.002637792114,0.999996521,0.008582571391,0.9999631691,0,0,1.224352417,1.648020878,-1.137611269,1.073356287,-0.5797055571,0.5719158726,0.4089938938,-1.183916747,1.545202453,1.363446015,1.471978215,-0.5460502787,-0.1199160481,-0.1598226315,0.1400144201,-0.0005145136975,-0.295575573,0.2392237024,0.4810845298,-0.3624162639,-0.1003911837,-0.0836734743,-0.001138898169,-0.04572133602,-0.02703615973,0.346759869,0.03442871272,-0.2724729844,0.008372673283,0.007239988538,0.007239988538,0.002637795173,0.008408120889,0.1862533982,0.1362765589,0.001315265241
0.13,0.6735997157,-0.1222941128,-0.37030664,0.01188110619,0.002637792114,0.999996521,0.008582571391,0.9999631691,0,0,1.225752561,1.648015733,-1.140567025,1.075748524,-0.5748947118,0.56829171,0.407989982,-1.184753482,1.545191064,1.362988802,1.471707853,-0.54258268,-0.119571761,-0.1625473614,0.1402130564,-0.0005151208274,-0.2957169556,0.2396161502,0.481318777,-0.3629984332,-0.1008027944,-0.08392720938,-0.001160791574,-0.04580643295,-0.02696615406,0.3473780271,0.03440489654,-0.2731219841,0.008375441859,0.007224454975,0.007224454975,0.002637795173,0.00817090239,0.1850894654,0.1361725589,0.001320410377
0.14,0.6698933155,-0.1221750914,-0.3709800693,0.01192360082,0.002637792114,0.999996521,0.008582571391,0.9999631691,0,0,1.227154692,1.648010582,-1.143524194,1.078144685,-0.570081524,0.5646617256,0.406981954,-1.185592754,1.545179456,1.362530738,1.471438192,-0.5391088997,-0.119227712,-0.1652785812,0.1404305108,-0.0005157906332,-0.295888202,0.2400403278,0.4816027033,-0.3636215502,-0.1012260431,-0.08419395404,-0.001183362237,-0.04589672709,-0.02689276783,0.3480333807,0.03438203171,-0.273800935,0.008378215982,0.007208843521,0.007208843521,0.002637795173,0.007932859531,0.1840241636,0.136169061,0.001325561586
0.15,0.6661799834,-0.1220556325,-0.3716927855,0.01196857453,0.002637792114,0.999996521,0.008582571391,0.9999631691,0,0,1.228558997,1.648005424,-1.146483076,1.080545088,-0.565265497,0.5610255101,0.4059696936,-1.186434694,1.545167622,1.362071771,1.471169264,-0.5356285659,-0.1188838917,-0.1680165906,0.1398428165,-0.0005151869579,-0.2948046707,0.2404961156,0.4805347474,-0.3634625235,-0.1026145863,-0.08414551288,-0.001138003079,-0.04651353518,-0.02707527538,0.3488066318,0.03534630079,-0.2744021115,0.008380996026,0.007193150537,0.007193150537,0.002637795173,0.007693941841,0.1830581824,0.1362668696,0.001330719492
