# L_phi_L=0.19,L_phi_R=0.195
t,theta,s,theta_dot,s_dot,sin_phi_L,cos_phi_L,sin_phi_R,cos_phi_R,phi_dot_L,phi_dot_R,qL1,qL2,qL3,qL4,qL5,qL6,qL7,qR1,qR2,qR3,qR4,qR5,qR6,qR7,qdotL1,qdotL2,qdotL3,qdotL4,qdotL5,qdotL6,qdotL7,qdotR1,qdotR2,qdotR3,qdotR4,qdotR5,qdotR6,qdotR7,dL,dR,d_min,m_phi_minus_L,m_phi_minus_R,m_phi_plus_L,m_phi_plus_R,m_q
0,-0.4720328208,-0.03098724392,0.3988271102,-0.02816251306,-0.05084420988,0.9987065967,0.002637792114,0.999996521,0,0,1.453766759,1.548079727,-1.460069742,1.928368174,0.4955309662,-0.2549207478,-0.2150127327,-1.484675142,1.6493361,1.12709226,1.555381843,0.2977672254,0.2997946951,-0.80832335,0.03909921325,0.0002173159245,0.02995208597,-0.2233959493,-0.3992426486,0.1412400019,0.3898512641,0.02103558777,-2.220446049e-14,0.1882767246,-0.003398296407,-0.2737785531,-0.2613767001,0.2278602697,0.006226639596,0.03667986966,0.006226639596,0.1091338545,0.1326377904,0.0008661411703,0.002362204716,4.35100076e-08
0.01,-0.4680444058,-0.03126887949,0.3988701783,-0.02816563683,-0.05084420988,0.9987065967,0.002637792114,0.999996521,0,0,1.454157751,1.5480819,-1.459770221,1.926134214,0.4915385397,-0.2535083478,-0.21111422,-1.484464786,1.6493361,1.128975027,1.55534786,0.2950294399,0.2971809281,-0.8060447473,0.03841035085,0.0003542936447,0.03066798288,-0.2237836533,-0.3989644166,0.14239061,0.3890842948,0.02150230217,2.220446049e-14,0.1881103467,-0.003204539378,-0.2744143178,-0.2609045997,0.2281130509,0.00622384877,0.03668837476,0.00622384877,0.1091338545,0.1326377904,0.0008661411703,0.002362204716,4.351000782e-08
0.02,-0.4640551348,-0.03155057714,0.3989979599,-0.02817490496,-0.05084420988,0.9987065967,0.002637792114,0.999996521,0,0,1.454541855,1.548085443,-1.459463541,1.923896378,0.4875488955,-0.2520844417,-0.2072233771,-1.484249763,1.6493361,1.130856131,1.555315815,0.2922852967,0.2945718821,-0.8037636167,0.03823898397,0.0003483917647,0.03069318715,-0.2238073675,-0.3990806056,0.1422776114,0.3888565322,0.02148662783,0,0.1883014444,-0.003187488644,-0.2749399617,-0.2610949981,0.2279991847,0.006221383844,0.03669712527,0.006221383844,0.1091338545,0.1326377904,0.0008661411703,0.002362204716,4.35100076e-08
0.03,-0.4600641713,-0.03183239755,0.3992083325,-0.02819016349,-0.05084420988,0.9987065967,0.002637792114,0.999996521,0,0,1.454924245,1.548088927,-1.459156609,1.921658304,0.4835580895,-0.2506616656,-0.2033348118,-1.484034897,1.6493361,1.132739145,1.55528394,0.2895358971,0.2919609321,-0.8014836249,0.03807470928,0.0003425956092,0.03072463557,-0.223877303,-0.3992782758,0.1421935939,0.3887076296,0.02147578791,2.220446049e-14,0.1885312268,-0.003171660361,-0.2755222119,-0.2613387099,0.2279316119,0.006218919916,0.03670612682,0.006218919916,0.1091338545,0.1326377904,0.0008661411703,0.002362204716,4.35100076e-08
0.04,-0.4560706999,-0.03211439987,0.3994991897,-0.02821125964,-0.05084420988,0.9987065967,0.002637792114,0.999996521,0,0,1.455304992,1.548092353,-1.458849363,1.919419531,0.4795653067,-0.2492397296,-0.1994477355,-1.483820139,1.6493361,1.134624458,1.555252223,0.2867806749,0.289347545,-0.7992043088,0.03680358252,0.0006418275612,0.0322523236,-0.2248609546,-0.3988449506,0.1448948189,0.3875922551,0.02252205004,-4.440892099e-14,0.1881009496,-0.002794492941,-0.2765236289,-0.260308961,0.2288192437,0.006216456804,0.03671538209,0.006216456804,0.1091338545,0.1326377904,0.0008661411703,0.002362204716,4.351000737e-08
0.05,-0.4520739262,-0.0323966417,0.3998684409,-0.0282380418,-0.05084420988,0.9987065967,0.002637792114,0.999996521,0,0,1.455673028,1.548098771,-1.45852684,1.917170921,0.4755768572,-0.2477907814,-0.1955718129,-1.483594919,1.6493361,1.136505467,1.555224278,0.2840154387,0.2867444554,-0.7969161163,0.03519890191,0.001048714723,0.0342925625,-0.2265311946,-0.3981690185,0.1488910765,0.3863699085,0.02399769,2.220446049e-14,0.1872067837,-0.002880824034,-0.277631154,-0.2584016376,0.2302351709,0.006214687547,0.03672488276,0.006214687547,0.10915413,0.1326377904,0.0008661411703,0.002362204716,4.351000782e-08
0.06,-0.4480730767,-0.03267917915,0.4003140115,-0.02827035946,-0.05084420988,0.9987065967,0.002637792114,0.999996521,0,0,1.456025017,1.548109258,-1.458183914,1.914905609,0.471595167,-0.2463018707,-0.1917081138,-1.483354942,1.6493361,1.138377535,1.55519547,0.2812391271,0.284160439,-0.7946137646,0.03507539401,0.001048628863,0.03434551686,-0.2269398793,-0.3985543839,0.1490955659,0.3865417351,0.02404174738,0,0.1873936685,-0.003204049449,-0.2783363729,-0.2585130327,0.2304021869,0.00621386216,0.03673462912,0.00621386216,0.1091338545,0.1326377904,0.0008661411703,0.002362204716,4.35100076e-08
0.07,-0.4440673985,-0.03296206684,0.4008338426,-0.02830806333,-0.05084420988,0.9987065967,0.002637792114,0.999996521,0,0,1.456375771,1.548119744,-1.457840459,1.912636211,0.4676096232,-0.244810915,-0.1878426965,-1.483114524,1.6493361,1.140251472,1.55516343,0.2784557634,0.2815753087,-0.7923097428,0.03493941423,0.00104728366,0.03439971125,-0.2271890062,-0.3990619983,0.1491320687,0.386687053,0.02404926641,0,0.1877682343,-0.003190909532,-0.2791325415,-0.2589485524,0.2305095636,0.006213056082,0.03674463515,0.006213056082,0.1091338545,0.1326377904,0.0008661411703,0.002362204716,4.35100076e-08
0.08,-0.4400561591,-0.03324535788,0.4014258916,-0.02835100522,-0.05084420988,0.9987065967,0.002637792114,0.999996521,0,0,1.456725165,1.548130217,-1.457496462,1.91036432,0.4636190032,-0.2433195943,-0.1839758259,-1.482874032,1.6493361,1.142129154,1.55513152,0.275664438,0.2789858232,-0.7900046471,0.03461523027,0.001097624334,0.03471407461,-0.2276249965,-0.3995118181,0.1496619637,0.3867111223,0.02424149848,0,0.1880547972,-0.003118719448,-0.2800426681,-0.2592001483,0.2308151489,0.006212265276,0.0367549015,0.006212265276,0.1091338545,0.1326377904,0.0008661411703,0.002362204716,4.35100076e-08
0.09,-0.4360386467,-0.03352910392,0.4020881314,-0.02839903812,-0.05084420988,0.9987065967,0.002637792114,0.999996521,0,0,1.457071317,1.548141193,-1.457149321,1.908088071,0.459623885,-0.2418229747,-0.1801087147,-1.482631617,1.6493361,1.144009702,1.555100333,0.2728640113,0.2763938217,-0.7876964956,0.03203861447,0.001752210879,0.03800252197,-0.2298115644,-0.398532204,0.1556842878,0.3846030333,0.02654478133,0,0.1869479533,-0.002345869333,-0.2817324416,-0.2568043717,0.2330135647,0.006211606789,0.03676542893,0.006211606789,0.1091833842,0.1326377904,0.0008661411703,0.002362204716,4.35100076e-08
0.1,-0.4320141692,-0.03381335513,0.4028185511,-0.02845201617,-0.05084420988,0.9987065967,0.002637792114,0.999996521,0,0,1.457391703,1.548158716,-1.456769296,1.905789955,0.455638563,-0.2402661318,-0.1762626844,-1.482366169,1.6493361,1.145879181,1.555076875,0.2700466869,0.273825778,-0.78536636,0.03191680661,0.00175657449,0.03807483451,-0.2301825209,-0.3992503464,0.1558069788,0.3849447725,0.02656957621,0,0.1874165022,-0.002335275342,-0.2826723903,-0.257366518,0.2332483553,0.006212455053,0.03677618845,0.006212455053,0.1097210598,0.1326377904,0.0008661411703,0.002362204716,4.35100076e-08
0.11,-0.427982055,-0.03409816024,0.4036151555,-0.02850979467,-0.05084420988,0.9987065967,0.002637792114,0.999996521,0,0,1.457710871,1.548176281,-1.456388548,1.90348813,0.4516460595,-0.238708062,-0.1724132367,-1.482100473,1.6493361,1.147753346,1.555053522,0.267219963,0.2712521128,-0.7830338764,0.03179874921,0.00176126097,0.0381532706,-0.2305907554,-0.4000328362,0.1559539637,0.3853464471,0.02659887078,0,0.1879160644,-0.002325415262,-0.2836603235,-0.2579706094,0.2335196471,0.006213337318,0.03678721439,0.006213337318,0.1099968178,0.1326377904,0.0008661411703,0.002362204716,4.35100076e-08
0.12,-0.4239416521,-0.03438356654,0.4044759655,-0.02857223006,-0.05084420988,0.9987065967,0.002637792114,0.999996521,0,0,1.458028859,1.548193894,-1.456007015,1.901182222,0.4476457311,-0.2371485224,-0.1685597722,-1.481834484,1.6493361,1.149632507,1.555030268,0.2643833597,0.2686724067,-0.78069868,0.03168417893,0.001766261082,0.03823764562,-0.2310350811,-0.4008776955,0.1561243616,0.3858059187,0.02663250372,0,0.1884457975,-0.002316249544,-0.2846951323,-0.2586154418,0.233826162,0.006214254213,0.03679851041,0.006214254213,0.1100091215,0.1326377904,0.0008661411703,0.002362204716,4.35100076e-08
