# L_phi_L=1.049696303,L_phi_R=0.3137235915
t,theta,s,theta_dot,s_dot,sin_phi_L,cos_phi_L,sin_phi_R,cos_phi_R,phi_dot_L,phi_dot_R,qL1,qL2,qL3,qL4,qL5,qL6,qL7,qR1,qR2,qR3,qR4,qR5,qR6,qR7,qdotL1,qdotL2,qdotL3,qdotL4,qdotL5,qdotL6,qdotL7,qdotR1,qdotR2,qdotR3,qdotR4,qdotR5,qdotR6,qdotR7,dL,dR,d_min,m_phi_minus_L,m_phi_minus_R,m_phi_plus_L,m_phi_plus_R,m_q
0,-0.8610097749,-0.1229682791,0.06615157007,0.02729600562,-0.07492970727,0.9971888181,0.004999979167,0.9999875,0,0,1.096804832,1.557489824,-1.455748736,1.60813691,0.8194924196,-0.1662545706,-0.4497052952,-1.069245257,1.649336143,0.844306069,1.024668858,0.9072358305,0.7815588653,-0.8736609589,0.0914871675,0.01311154153,-0.02575191311,0.1233343568,-0.02672717739,-0.03145412469,-0.00966093207,-0.1392502766,0,0.1271742996,0.1801021798,-0.2381137678,-0.1378703561,-0.04993196426,0.007284041131,0.03821266782,0.007284041131,0.105,0.36,0.005,0,0
0.01,-0.8603482693,-0.1226953125,0.06614854705,0.02729796366,-0.07492970727,0.9971888181,0.004999979167,0.9999875,0,0,1.097719704,1.55762094,-1.456006255,1.609370253,0.8192251478,-0.1665691119,-0.4498019045,-1.07063776,1.649336143,0.845577812,1.02646988,0.9048546928,0.7801801617,-0.8741602786,0.09148293683,0.01315902957,-0.02572973512,0.1232448017,-0.02672471134,-0.03139588186,-0.009596517907,-0.138962111,0,0.1263173773,0.1797998912,-0.2368798522,-0.1375575517,-0.04945183054,0.007332324185,0.03821472962,0.007332324185,0.105,0.36,0.005,0,0
0.02,-0.8596868238,-0.122422307,0.06613957294,0.02730377629,-0.07492970727,0.9971888181,0.004999979167,0.9999875,0,0,1.098634533,1.55775253,-1.456263552,1.610602701,0.8189579007,-0.1668830707,-0.4498978697,-1.072027381,1.649336143,0.8468409857,1.028267879,0.9024858943,0.7788045862,-0.8746547969,0.09148653526,0.01320515364,-0.02570544813,0.1231746105,-0.0267164852,-0.03134458256,-0.009542058138,-0.1386868154,0,0.1254651444,0.1795207317,-0.2356658594,-0.1372468639,-0.04899049537,0.007380766467,0.03821679016,0.007380766467,0.105,0.355,0.005,0,0
0.03,-0.8590254972,-0.1221492244,0.06612478938,0.02731335176,-0.07492970727,0.9971888181,0.004999979167,0.9999875,0,0.5,1.099549398,1.557884582,-1.456520606,1.611834447,0.8186907359,-0.1671965165,-0.4499932902,-1.073414249,1.649336143,0.8480956372,1.030063086,0.9001292357,0.7774321176,-0.8751447018,0.09149763193,0.01324878102,-0.02567779701,0.1231232765,-0.02670390621,-0.03130102703,-0.009496353794,-0.138426286,0,0.1246237889,0.1792640006,-0.234475043,-0.1369412564,-0.04854401282,0.007429364042,0.03821884963,0.007429364042,0.105,0.35,0.005,0.005,0
0.04,-0.8583643469,-0.1218760277,0.06610433698,0.02732659899,-0.07492970727,0.9971888181,0.009999833334,0.9999500004,0,0,1.100464375,1.558017069,-1.456777384,1.61306568,0.8184236968,-0.1675095268,-0.4500882538,-1.074798512,1.649336143,0.8493418751,1.031855726,0.8977844853,0.776062705,-0.875630142,0.09151603579,0.01328997296,-0.02564686478,0.1230902977,-0.02668707136,-0.03126500813,-0.009459164148,-0.138193376,0,0.1238306678,0.1790290081,-0.2333295893,-0.1366585602,-0.04809172814,0.007478109398,0.0382209082,0.007478109398,0.105,0.35,0.005,0,0
0.05,-0.8577034289,-0.1216026805,0.06607835539,0.02734342755,-0.07492970727,0.9971888181,0.009999833334,0.9999500004,0,0,1.101379535,1.558149969,-1.457033853,1.614296583,0.8181568261,-0.1678221769,-0.4501828454,-1.076180446,1.649336143,0.8505801818,1.033646016,0.8954511894,0.7746961194,-0.8761110593,0.09154155737,0.01332878856,-0.02561273199,0.1230751772,-0.02666607907,-0.03123632201,-0.009430249619,-0.1379579085,0,0.1230005941,0.1788150754,-0.2321771309,-0.1363581527,-0.04767839847,0.007526995202,0.03822296629,0.007526995202,0.105,0.345,0.005,0,0
0.06,-0.8570427978,-0.1213291475,0.0660469832,0.02736374766,-0.07492970727,0.9971888181,0.009999833334,0.9999500004,0,0.5,1.10229495,1.558283257,-1.45728998,1.615527335,0.8178901653,-0.1681345401,-0.4502771479,-1.077560025,1.649336143,0.8518101877,1.035434167,0.8931294181,0.7733325379,-0.8765878432,0.091574009,0.0133652865,-0.02557547862,0.1230774227,-0.02664102725,-0.0312147666,-0.009409373138,-0.1377487691,0,0.1222165712,0.1786215344,-0.2310676573,-0.1360796319,-0.0472590435,0.007576014299,0.03822502382,0.007576014299,0.105,0.34,0.005,0,0
0.07,-0.8563825067,-0.1210553942,0.06601035802,0.02738747017,-0.07492970727,0.9971888181,0.01499943751,0.9998875021,0,0,1.103210691,1.55841691,-1.457545735,1.616758109,0.817623755,-0.1684466878,-0.4503712417,-1.078937513,1.649336143,0.8530323534,1.037220382,0.8908187415,0.7719717416,-0.8770604337,0.09161320477,0.01339952502,-0.0255351841,0.1230965469,-0.02661201331,-0.0312001416,-0.009396300137,-0.1375558338,0,0.1214504944,0.1784477273,-0.2299835396,-0.1358095983,-0.04684794661,0.007625159703,0.03822708118,0.007625159703,0.105,0.34,0.005,0,0
0.08,-0.8557226076,-0.1207813871,0.06596861645,0.02741450664,-0.07492970727,0.9971888181,0.01499943751,0.9998875021,0,0,1.104126823,1.558550905,-1.457801087,1.617989074,0.8173576349,-0.1687586892,-0.4504652047,-1.080313071,1.649336143,0.8542468583,1.03900486,0.8885189061,0.7706136456,-0.8775289131,0.09165896052,0.01343156192,-0.02549192732,0.123132067,-0.02657913415,-0.03119224848,-0.009390798541,-0.1373689337,0,0.1206742098,0.1782930069,-0.2289072686,-0.1355346179,-0.0464596994,0.0076744246,0.03822913859,0.0076744246,0.105,0.34,0.005,0,0
0.09,-0.855063151,-0.1205070933,0.06592189407,0.02744476922,-0.07492970727,0.9971888181,0.01499943751,0.9998875021,0,0.5,1.105043412,1.558685221,-1.458056006,1.619220395,0.8170918436,-0.1690706117,-0.4505591126,-1.081686761,1.649336143,0.8554536004,1.04078779,0.8862298334,0.7692582994,-0.8779935101,0.09171109381,0.01346145456,-0.02544578658,0.1231835052,-0.02654248616,-0.03119089048,-0.009392638748,-0.1371953579,0,0.1199091947,0.1781567359,-0.2278514159,-0.135264936,-0.04608216717,0.007723802347,0.03823119612,0.007723802347,0.105,0.335,0.005,0,0
