# L_phi_L=0.19,L_phi_R=0.195
t,theta,s,theta_dot,s_dot,sin_phi_L,cos_phi_L,sin_phi_R,cos_phi_R,phi_dot_L,phi_dot_R,qL1,qL2,qL3,qL4,qL5,qL6,qL7,qR1,qR2,qR3,qR4,qR5,qR6,qR7,qdotL1,qdotL2,qdotL3,qdotL4,qdotL5,qdotL6,qdotL7,qdotR1,qdotR2,qdotR3,qdotR4,qdotR5,qdotR6,qdotR7,dL,dR,d_min,m_phi_minus_L,m_phi_minus_R,m_phi_plus_L,m_phi_plus_R,m_q
0,-0.7962580521,-0.1567952661,0.5234298317,0.03421112956,-0.03302549081,0.9994545097,0.002637792114,0.999996521,0,0,1.026273152,1.565795604,-1.470674276,1.426593867,0.7556983668,-0.1007408198,-0.3509737435,-0.9325824868,1.6493361,0.7506768106,0.8103304932,1.059639087,0.8342535114,-0.7834308475,0.2350859546,-0.01903584989,-0.03374138466,0.09804298963,-0.4593354378,-0.04538404516,0.3061818414,-0.4294181808,0,0.8524448673,0.428690532,-1.359116582,-0.6844694013,-0.1353792371,0.007614414926,0.03802566433,0.007614414926,0.1119684987,0.3626378095,0.01526554908,0.002362204716,4.35100076e-08
0.01,-0.7910235572,-0.1564531497,0.5234886855,0.03421266965,-0.03302549081,0.9994545097,0.002637792114,0.999996521,0,0,1.028624012,1.565605246,-1.47101169,1.427574297,0.7511050124,-0.1011946602,-0.3479119251,-0.9368766686,1.6493361,0.7592012593,0.8146173985,1.046047921,0.8274088174,-0.7847846398,0.2354271776,-0.01900796828,-0.03383361275,0.09810790222,-0.459549825,-0.04570933071,0.3070124867,-0.4271628713,0,0.84379138,0.4278166634,-1.346477288,-0.6825695056,-0.1309536572,0.007617907108,0.03803106061,0.007617907108,0.1119684987,0.3626378095,0.01396817431,0.002362204716,4.35100076e-08
0.02,-0.7857878927,-0.1561110026,0.5236632693,0.03421723815,-0.03302549081,0.9994545097,0.002637792114,0.999996521,0,0,1.030978284,1.565415166,-1.471350026,1.428555376,0.7465095142,-0.1016517535,-0.3448418003,-0.9411482973,1.6493361,0.7676391731,0.8188955652,1.032583148,0.8205831224,-0.7860941764,0.2342056707,-0.01902570858,-0.02894843793,0.09487112326,-0.4627789417,-0.04108276914,0.3098114268,-0.4182196002,0,0.8203950503,0.4287118468,-1.307091278,-0.6747322703,-0.110270048,0.007621413804,0.03803646046,0.007621413804,0.1119684987,0.3626378095,0.01308107175,0.002362204716,4.35100076e-08
0.03,-0.7805499159,-0.1557687951,0.5239506331,0.03422475788,-0.03302549081,0.9994545097,0.002637792114,0.999996521,0,0,1.03332034,1.565224909,-1.47163951,1.429504087,0.7418817247,-0.1020625812,-0.341743686,-0.9453304933,1.6493361,0.7758431236,0.8231826836,1.019512235,0.8138357997,-0.7871968769,0.2344935585,-0.01901158662,-0.02865060931,0.09466761975,-0.4634307051,-0.04100432584,0.3109492476,-0.4157193084,0,0.8114268682,0.4280936985,-1.29371771,-0.6727309668,-0.1049470568,0.007624907766,0.03804177799,0.007624907766,0.1119684987,0.3626378095,0.0130314976,0.002362204716,4.35100076e-08
0.04,-0.7753085138,-0.1554264979,0.5243478497,0.03423515224,-0.03302549081,0.9994545097,0.002637792114,0.999996521,0,0,1.035665276,1.565034793,-1.471926016,1.430450763,0.7372474177,-0.1024726245,-0.3386341935,-0.9494876864,1.6493361,0.7839573923,0.8274636206,1.006575058,0.80710849,-0.7882463474,0.2349471599,-0.0189973532,-0.02875960187,0.09472619832,-0.4639456033,-0.04132406459,0.31200764,-0.4138272673,-2.220446049e-14,0.8038039704,0.4273922275,-1.282756113,-0.6713401211,-0.1009490373,0.007628414967,0.03804709378,0.007628414967,0.1119684987,0.3626378095,0.0130314976,0.002362204716,4.35100076e-08
0.05,-0.7700626024,-0.1550840827,0.5248520141,0.0342483452,-0.03302549081,0.9994545097,0.002637792114,0.999996521,0,0,1.038014748,1.56484482,-1.472213612,1.431398025,0.7326079617,-0.1028858651,-0.3355141171,-0.9536259591,1.6493361,0.791995432,0.8317375429,0.9937474972,0.8003950888,-0.7892558378,0.2338917983,-0.01896476725,-0.02563184046,0.09149186338,-0.466161264,-0.03783737782,0.3147174277,-0.4032834788,4.440892099e-14,0.7716684937,0.4227342911,-1.237839973,-0.6611984837,-0.08385725624,0.007631938207,0.03805241503,0.007631938207,0.1119684987,0.3626378095,0.0130314976,0.002362204716,4.351000782e-08
0.06,-0.7648111267,-0.1547415219,0.5254602441,0.03426426135,-0.03302549081,0.9994545097,0.002637792114,0.999996521,0,0,1.040353665,1.564655172,-1.472469931,1.432312944,0.727946349,-0.1032642389,-0.3323669428,-0.9576587939,1.6493361,0.7997121169,0.8359648858,0.9813690974,0.793783104,-0.7900944104,0.2335393849,-0.01894610618,-0.02357734182,0.08972529256,-0.4680114311,-0.03574067638,0.31683019,-0.3975819015,-2.220446049e-14,0.754534004,0.4212735624,-1.212605681,-0.6561371321,-0.07287976223,0.007635452468,0.03805762909,0.007635452468,0.1119684987,0.3626378095,0.0130314976,0.002362204716,4.351000737e-08
0.07,-0.7595530602,-0.1543987886,0.5261696798,0.03428282585,-0.03302549081,0.9994545097,0.002637792114,0.999996521,0,0,1.042689059,1.564465711,-1.472705704,1.433210197,0.7232662347,-0.1036216457,-0.3291986409,-0.9616346129,1.6493361,0.8072574569,0.8401776214,0.9692430406,0.7872217326,-0.790823208,0.2340975142,-0.01894360834,-0.02369641339,0.08976851924,-0.4688081034,-0.03603856801,0.3181040725,-0.3962345671,0,0.7487494061,0.420801688,-1.204316214,-0.6554170778,-0.06954183186,0.007638969202,0.03806279678,0.007638969202,0.1119684987,0.3626378095,0.0130314976,0.002362204716,4.35100076e-08
0.08,-0.7542874052,-0.1540558568,0.5269774839,0.03430396445,-0.03302549081,0.9994545097,0.002637792114,0.999996521,0,0,1.045030034,1.564276275,-1.472942668,1.434107882,0.7185781537,-0.1039820314,-0.3260176002,-0.9655969586,1.6493361,0.814744951,0.8443856383,0.9571998785,0.7806675619,-0.7915186263,0.2341735524,-0.01891967943,-0.0223393566,0.08881668966,-0.4704773983,-0.03472763779,0.3199262633,-0.3931589788,0,0.7393898223,0.4208596222,-1.189829121,-0.6531185356,-0.06223005945,0.007642503406,0.03806797388,0.007642503406,0.1119684987,0.3626378095,0.0130314976,0.002362204716,4.35100076e-08
0.09,-0.749013192,-0.153712701,0.5278808414,0.03432760349,-0.03302549081,0.9994545097,0.002637792114,0.999996521,0,0,1.04737177,1.564087078,-1.473166062,1.434996049,0.7138733797,-0.1043293077,-0.3228183376,-0.9695285483,1.6493361,0.8221388492,0.8485942345,0.9453015873,0.7741363765,-0.7921409269,0.2334705323,-0.0188629034,-0.01865644762,0.08630401632,-0.4734664944,-0.03088180604,0.3225746831,-0.3874096829,0,0.7246149825,0.4217255632,-1.165926803,-0.6483354312,-0.04884311218,0.007646047417,0.03807313729,0.007646047417,0.1119684987,0.3626378095,0.0130314976,0.002362204716,4.35100076e-08
0.1,-0.7437294792,-0.1533692966,0.5288769601,0.0343536699,-0.03302549081,0.9994545097,0.002637792114,0.999996521,0,0,1.049706475,1.563898449,-1.473352626,1.435859089,0.7091387147,-0.1046381258,-0.3195925908,-0.9734026452,1.6493361,0.829384999,0.8528114901,0.9336423193,0.7676530222,-0.792629358,0.2341222448,-0.01887217537,-0.01877889541,0.08633471633,-0.4745236796,-0.03116306803,0.3240539141,-0.3863025148,0,0.7194914888,0.4213946669,-1.158718319,-0.6479886076,-0.04572116076,0.007649588722,0.03807825092,0.007649588722,0.1119684987,0.3626378095,0.0130314976,0.002362204716,4.35100076e-08
0.11,-0.7384353528,-0.1530256198,0.5299630701,0.0343820912,-0.03302549081,0.9994545097,0.002637792114,0.999996521,0,0,1.052047698,1.563709727,-1.473540415,1.436722436,0.7043934779,-0.1049497565,-0.3163520516,-0.9772656703,1.6493361,0.8365799139,0.8570254368,0.9220551361,0.7611731361,-0.7930865696,0.2348048144,-0.01888391923,-0.01890519199,0.08636193845,-0.4756616129,-0.03144400837,0.3255960166,-0.3852351579,0,0.7144424687,0.4211048101,-1.151636272,-0.6477305118,-0.04258508786,0.007653148813,0.0380833753,0.007653148813,0.1119684987,0.3626378095,0.0130314976,0.002362204716,4.35100076e-08
0.12,-0.7331299269,-0.1526816472,0.5311364241,0.0344127955,-0.03302549081,0.9994545097,0.002637792114,0.999996521,0,0,1.054395746,1.563520888,-1.473729467,1.437586055,0.6996368618,-0.1052641966,-0.3130960915,-0.9811180219,1.6493361,0.8437243386,0.8612364849,0.9105387734,0.754695831,-0.7935124205,0.2333535937,-0.01873500725,-0.01382719988,0.08217860325,-0.4793643704,-0.0255453034,0.3289941592,-0.3760544835,-2.220446049e-14,0.6903607941,0.4196448083,-1.116377524,-0.6392698128,-0.02521583584,0.007656728203,0.03808851066,0.007656728203,0.1119684987,0.3626378095,0.0130314976,0.002362204716,4.35100076e-08
0.13,-0.7278123426,-0.1523373565,0.5323942972,0.03444571149,-0.03302549081,0.9994545097,0.002637792114,0.999996521,0,0,1.056729282,1.563333538,-1.473867739,1.438407841,0.6948432181,-0.1055196496,-0.3098061499,-0.9848785667,1.6493361,0.8506279466,0.865432933,0.8993749981,0.7483031329,-0.7937645789,0.2337346126,-0.01874774782,-0.01381242675,0.08131901475,-0.4805977194,-0.02533254736,0.3309984983,-0.3725889271,2.220446049e-14,0.6777196051,0.4163181619,-1.100669799,-0.6363467066,-0.02033087479,0.007660294058,0.03809354779,0.007660294058,0.1119684987,0.3626378095,0.0130314976,0.002362204716,4.351000782e-08
0.14,-0.7224817683,-0.1519927258,0.533733987,0.03448076847,-0.03302549081,0.9994545097,0.002637792114,0.999996521,0,0,1.059066628,1.56314606,-1.474005863,1.439221032,0.6900372409,-0.1057729751,-0.3064961649,-0.988604456,1.6493361,0.8574051426,0.8695961146,0.8883683001,0.7419396658,-0.7939678876,0.2345005635,-0.01876897316,-0.01393410176,0.08132389312,-0.4819715403,-0.02558039517,0.3327277825,-0.3718799307,-2.220446049e-14,0.6738812038,0.4162099115,-1.095334254,-0.6365564368,-0.01756887591,0.007663873981,0.03809856194,0.007663873981,0.1119684987,0.3626378095,0.0130314976,0.002362204716,4.35100076e-08
0.15,-0.7171373991,-0.1516477342,0.5351528136,0.03451789629,-0.03302549081,0.9994545097,0.002637792114,0.999996521,0,0,1.061411634,1.562958371,-1.474145204,1.440034271,0.6852175255,-0.106028779,-0.3031688871,-0.9923232553,1.6493361,0.8641439546,0.8737582137,0.8774149576,0.7355741014,-0.7941435764,0.2338912746,-0.01862568714,-0.01035345982,0.07881466726,-0.4851571315,-0.02144496931,0.3354800471,-0.3671640111,4.440892099e-14,0.6622975327,0.4172908931,-1.077295298,-0.6328208585,-0.006447377091,0.007667474396,0.03810358976,0.007667474396,0.1119684987,0.3626378095,0.0130314976,0.002362204716,4.351000782e-08
0.16,-0.7117784571,-0.1513023612,0.5366481198,0.03455702543,-0.03302549081,0.9994545097,0.002637792114,0.999996521,0,0,1.063750546,1.562772114,-1.474248739,1.440822417,0.6803659542,-0.1062432287,-0.2998140866,-0.9959948954,1.6493361,0.87076693,0.8779311227,0.8666420046,0.7292458928,-0.7942080502,0.234133022,-0.01858592363,-0.008953383493,0.07778159719,-0.4873868914,-0.01988154412,0.3377239264,-0.3649227973,-2.220446049e-14,0.6556081487,0.4177291274,-1.067287042,-0.6315775731,-0.0003767080909,0.007671075357,0.0381085765,0.007671075357,0.1125366313,0.3626378095,0.0130314976,0.002362204716,4.351000737e-08
0.17,-0.7064041906,-0.1509565873,0.5382172707,0.03459808693,-0.03302549081,0.9994545097,0.002637792114,0.999996521,0,0,1.066091877,1.562586255,-1.474338273,1.441600233,0.6754920853,-0.1064420442,-0.2964368473,-0.9996441234,1.6493361,0.8773230115,0.8821084139,0.8559691342,0.7229301171,-0.7942118172,0.2349722471,-0.01861662649,-0.009065598938,0.07776893648,-0.4889740754,-0.02010292138,0.3396292784,-0.3643673267,0,0.6521868932,0.4177285045,-1.062646379,-0.6320506597,0.00228693303,0.007674689135,0.03811355506,0.007674689135,0.1129749044,0.3626378095,0.0130314976,0.002362204716,4.35100076e-08
0.18,-0.7010138742,-0.1506103933,0.5398576538,0.03464101244,-0.03302549081,0.9994545097,0.002637792114,0.999996521,0,0,1.068441599,1.562400088,-1.474428929,1.442377923,0.6706023445,-0.1066430734,-0.2930405545,-1.003287797,1.6493361,0.8838448804,0.886285699,0.8453426704,0.7166096105,-0.7941889479,0.234880941,-0.01850703798,-0.006753579064,0.07609787031,-0.4916887085,-0.01734479351,0.3421353586,-0.3612854268,0,0.6440264081,0.4184947162,-1.050464611,-0.6299895711,0.01004308626,0.00767832448,0.03811854811,0.00767832448,0.1129877121,0.3626378095,0.0130314976,0.002362204716,4.35100076e-08
0.19,-0.6956068087,-0.150263761,0.5415666793,0.03468573419,-0.03302549081,0.9994545097,0.002637792114,0.999996521,0,0,1.070790408,1.562215018,-1.474496465,1.443138901,0.6656854574,-0.1068165213,-0.2896192009,-1.006900651,1.6493361,0.8902851445,0.8904706461,0.8348380243,0.7103097148,-0.7940885171,0.2345288884,-0.0183790254,-0.004062891443,0.07381706644,-0.4945740062,-0.01396849798,0.3449124232,-0.356949674,0,0.6324871563,0.4180822615,-1.034223785,-0.6265411745,0.01907092041,0.007681968445,0.03812352065,0.007681968445,0.1131431135,0.3626378095,0.0130314976,0.002362204716,4.35100076e-08
0.2,-0.6901823204,-0.1499166728,0.5433417799,0.03473218498,-0.03302549081,0.9994545097,0.002637792114,0.999996521,0,0,1.073135697,1.562031228,-1.474537093,1.443877072,0.6607397174,-0.1069562063,-0.2861700767,-1.010470148,1.6493361,0.896610016,0.8946514688,0.8244957864,0.7040443031,-0.7938978078,0.2349791814,-0.01841069942,-0.004101145125,0.0726264657,-0.4962027347,-0.01361001878,0.3474068661,-0.3535720311,2.220446049e-14,0.6204922337,0.4140259808,-1.020019257,-0.6237966154,0.02355217049,0.007685616879,0.03812845469,0.007685616879,0.1141700094,0.3626378095,0.0130314976,0.002362204716,4.35100076e-08
0.21,-0.6847397613,-0.1495691118,0.5451804107,0.03478029823,-0.03302549081,0.9994545097,0.002637792114,0.999996521,0,0,1.075485489,1.561847121,-1.474578105,1.444603337,0.65577769,-0.1070923065,-0.2826960081,-1.014005868,1.6493361,0.9028149384,0.8987917286,0.8142955939,0.6978063369,-0.7936622861,0.2353615746,-0.01835315468,-0.002876351233,0.07167699188,-0.498579897,-0.01209741876,0.3497699148,-0.3519302677,-4.440892099e-14,0.6154692204,0.4145895107,-1.012830605,-0.6232498206,0.02861289677,0.007689280158,0.03813336272,0.007689280158,0.1151438403,0.3626378095,0.0130314976,0.002362204716,4.351000737e-08
0.22,-0.6792785088,-0.1492210616,0.5470800493,0.03483000793,-0.03302549081,0.9994545097,0.002637792114,0.999996521,0,0,1.077839105,1.561663589,-1.474606868,1.445320106,0.6507918911,-0.1072132807,-0.2791983089,-1.017525171,1.6493361,0.9089696306,0.9029376237,0.8041672878,0.6915738387,-0.7933761572,0.2347229494,-0.01811351163,0.0008844161727,0.06898705448,-0.5020374814,-0.007343306622,0.3526574041,-0.3477534275,0,0.6058904532,0.4159312195,-0.9986355418,-0.6200833469,0.03857106015,0.007692959038,0.03813826834,0.007692959038,0.1155356097,0.3626378095,0.0130314976,0.002362204716,4.351000782e-08
0.23,-0.6737979653,-0.1488725065,0.5490381958,0.03488124866,-0.03302549081,0.9994545097,0.002637792114,0.999996521,0,0,1.080186334,1.561482454,-1.474598024,1.446009977,0.6457715163,-0.1072867137,-0.2756717349,-1.021002705,1.6493361,0.9150285351,0.9070969359,0.7941809324,0.6853730052,-0.7929904466,0.2356839615,-0.01815912697,0.0008041520188,0.06893014457,-0.5039937881,-0.007488286465,0.3548739895,-0.3475425276,2.220446049e-14,0.6035819076,0.416158978,-0.9956616462,-0.6210814949,0.04098060622,0.007696639695,0.03814313566,0.007696639695,0.1156025181,0.3626378095,0.0130314976,0.002362204716,4.351000782e-08
0.24,-0.6682975581,-0.1485234317,0.5510523728,0.0349339556,-0.03302549081,0.9994545097,0.002637792114,0.999996521,0,0,1.082543174,1.561300863,-1.474589983,1.446699278,0.6407315784,-0.1073615966,-0.272122995,-1.02447813,1.6493361,0.9210643542,0.9112585257,0.7842243159,0.6791621903,-0.7925806405,0.2364864969,-0.01816865299,0.001140925654,0.06858133573,-0.5061563201,-0.007078681227,0.3571964155,-0.3469310215,2.220446049e-14,0.6005533724,0.4165288189,-0.9916240819,-0.6216822975,0.04418433197,0.00770034374,0.03814801974,0.00770034374,0.1161102868,0.3626378095,0.0130314976,0.002362204716,4.35100076e-08
0.25,-0.6627767393,-0.1481738227,0.5531201256,0.03498806451,-0.03302549081,0.9994545097,0.002637792114,0.999996521,0,0,1.084908039,1.561119176,-1.474578573,1.447385092,0.6356700152,-0.1074323834,-0.2685510308,-1.02794744,1.6493361,0.9270698879,0.9154238138,0.7743080751,0.6729453673,-0.7921387972,0.2354591044,-0.01779426512,0.005803059748,0.06524331756,-0.5099676091,-0.0009363514857,0.3601978363,-0.3420491425,-2.220446049e-14,0.5899989693,0.4181729705,-0.9763852526,-0.6177504703,0.05531256361,0.007704069251,0.03815291482,0.007704069251,0.1169685088,0.3626378095,0.0130314976,0.002362204716,4.351000737e-08
