# L_phi_L=1.362691454,L_phi_R=0.2282963374
t,theta,s,theta_dot,s_dot,sin_phi_L,cos_phi_L,sin_phi_R,cos_phi_R,phi_dot_L,phi_dot_R,qL1,qL2,qL3,qL4,qL5,qL6,qL7,qR1,qR2,qR3,qR4,qR5,qR6,qR7,qdotL1,qdotL2,qdotL3,qdotL4,qdotL5,qdotL6,qdotL7,qdotR1,qdotR2,qdotR3,qdotR4,qdotR5,qdotR6,qdotR7,dL,dR,d_min,m_phi_minus_L,m_phi_minus_R,m_phi_plus_L,m_phi_plus_R,m_q
0,0.7797268462,-0.1297087385,-0.5951001452,0.01141404736,0,1,0.05996400648,0.9982005399,-1,0,1.165253619,1.649336143,-1.042542971,0.9815959509,-0.737713098,0.6852510959,0.4231055489,-1.146132207,1.53767633,1.362228176,1.457955473,-0.6280995664,-0.1242672136,-0.09834070434,0.2503254294,0,-0.5789073231,0.3548455264,0.9051919308,-0.6180590673,-0.09303418289,-0.1662532359,0.1989010131,0.2134934841,-0.06811453117,0.2974009274,0.1700457594,-0.245197974,0.008265257903,0.005134403283,0.005134403283,0,0,0.235,0.145,0
0.01,0.7737756582,-0.1295946013,-0.5951559786,0.01141304714,-0.009999833334,0.9999500004,0.05996400648,0.9982005399,0,0,1.167756874,1.649336143,-1.048332045,0.9851444062,-0.7286611787,0.6790705052,0.4221752071,-1.147794739,1.53966534,1.364363111,1.457274327,-0.6251255571,-0.122566756,-0.1007926841,0.1408509088,-0.1858218968,-0.1452042031,0.3546003515,0.6260539862,-0.4526531039,0.1393012196,-0.1652682882,0.1994190679,0.2126680473,-0.0689157726,0.2975343128,0.1710782763,-0.2442137729,0.008270148529,0.005779452554,0.005779452554,0,0,0.4599999881,0.145,0
0.02,0.7678233618,-0.1294804841,-0.5953212667,0.01141008612,-0.009999833334,0.9999500004,0.05996400648,0.9982005399,-0.5,0,1.169165383,1.647477924,-1.049784087,0.9886904097,-0.7224006388,0.6745439742,0.4235682193,-1.149447422,1.541659531,1.366489792,1.45658517,-0.622150214,-0.1208559733,-0.1032348218,0.1943611277,-0.09033857442,-0.363369764,0.3543914323,0.759923464,-0.536615012,0.01307606336,-0.1643010944,0.1999668855,0.2118814925,-0.06974626231,0.2977238593,0.172140591,-0.2432732364,0.008259555048,0.0064267059,0.0064267059,0.005,0.005,0.225,0.14,0.001858218968
0.03,0.761868879,-0.129366406,-0.5955927138,0.01140522333,-0.01499943751,0.9998875021,0.05996400648,0.9982005399,-0.5,0,1.171108994,1.646574538,-1.053417784,0.992234324,-0.7148014042,0.6691778241,0.4236989799,-1.151090433,1.5436592,1.368608607,1.455887707,-0.6191729754,-0.1191345674,-0.1056675542,0.1935158707,-0.0886731342,-0.3641652856,0.3542176674,0.7563174264,-0.53744918,0.006529951479,-0.1633504677,0.2005440568,0.2111327224,-0.07060550288,0.297967377,0.1732324881,-0.2423736708,0.008256933202,0.007076255431,0.007076255431,0.01,0.005,0.22,0.14,0.002761604713
0.04,0.7559111646,-0.1292523857,-0.5959670537,0.01139851728,-0.01999866669,0.9998000067,0.05996400648,0.9982005399,-0.5,0,1.173044153,1.645687807,-1.057059437,0.9957765007,-0.7072382299,0.6638033323,0.4237642794,-1.152723938,1.54566464,1.370719934,1.455181652,-0.6161933016,-0.1174022425,-0.1080912909,0.1926508505,-0.08705848238,-0.3649060088,0.35407791,0.7528529275,-0.5382808311,9.461090453e-05,-0.162415161,0.2011497132,0.2104200887,-0.07149297919,0.2982632656,0.1743534122,-0.2415128508,0.00825445705,0.007728192189,0.007728192189,0.01,0.01,0.215,0.135,0.003648336055
0.05,0.7499492058,-0.1291384416,-0.5964410499,0.01139002595,-0.02499739591,0.9996875163,0.05996400648,0.9982005399,-0.5,0,1.174970661,1.644817222,-1.060708497,0.9993172798,-0.6997097006,0.658420524,0.4237652255,-1.15434809,1.547676137,1.372824135,1.454466722,-0.613210669,-0.1156587084,-0.1105064194,0.191765888,-0.0854930173,-0.3655934677,0.3539710186,0.7495254053,-0.5391098228,-0.006234888418,-0.1614939616,0.2017829766,0.2097419781,-0.07240815902,0.2986099394,0.1755027787,-0.2406885884,0.008252120275,0.008382604607,0.008252120275,0.015,0.01,0.215,0.135,0.004518920878
0.06,0.7439820221,-0.129024591,-0.5970114957,0.0113798068,-0.0299955002,0.9995500337,0.05996400648,0.9982005399,-0.5,0,1.17688832,1.643962292,-1.064364432,1.00285699,-0.6922144466,0.6530294257,0.4237028767,-1.155963029,1.549693967,1.374921554,1.453742641,-0.6102245696,-0.1139036806,-0.1129133053,0.1908608045,-0.08397516142,-0.3662291206,0.3538958483,0.7463304342,-0.5399359227,-0.01246329329,-0.1605856906,0.2024429604,0.2090968119,-0.07335049373,0.2990058276,0.1766799757,-0.2398987331,0.008249916805,0.009039578451,0.008249916805,0.015,0.015,0.21,0.13,0.005373851051
0.07,0.7380086649,-0.128910851,-0.5976752139,0.01136791673,-0.0349928546,0.9993875625,0.05996400648,0.9982005399,-0.5,0,1.178796928,1.64312254,-1.068026723,1.006395948,-0.6847511422,0.6476300665,0.4235782437,-1.157568886,1.551718397,1.377012523,1.453009136,-0.6072345113,-0.1121368808,-0.1153122926,0.1899354226,-0.08250336122,-0.3668143529,0.3538512514,0.743263722,-0.5407588136,-0.01859517244,-0.1596892027,0.2031287703,0.2084830456,-0.07431941878,0.2994493739,0.1778843646,-0.2391411718,0.0082478408,0.009699196779,0.0082478408,0.015,0.015,0.205,0.13,0.006213602666
0.08,0.7320282174,-0.128797238,-0.5984290572,0.01135441214,-0.03998933419,0.9992001067,0.05996400648,0.9982005399,-0.5,0,1.180696282,1.642297507,-1.071694867,1.009934461,-0.677318505,0.6422224784,0.423392292,-1.159165778,1.553749684,1.379097353,1.452265941,-0.6042400176,-0.1103580372,-0.1177037043,0.1889895668,-0.08107608699,-0.367350481,0.3538360777,0.7403211069,-0.5415780989,-0.02463492166,-0.1588033854,0.203839505,0.2078991687,-0.07531435438,0.2999390373,0.1791152814,-0.2384138281,0.008245886651,0.01036153988,0.008245886651,0.02,0.02,0.2,0.125,0.007038636278
0.09,0.7260397938,-0.128683768,-0.5992699078,0.01133934886,-0.04498481404,0.9989876708,0.05996400648,0.9982005399,-0.5,0,1.182586178,1.641486746,-1.075368371,1.013472822,-0.6699152939,0.6368066974,0.4231459428,-1.160753812,1.555788079,1.381176345,1.451512798,-0.6012406272,-0.1085668844,-0.1200878426,0.1880230635,-0.0796918327,-0.3678387561,0.3538491758,0.7374985555,-0.5423933069,-0.03058676886,-0.1579271588,0.2045742575,0.2073437047,-0.07633470598,0.3004732913,0.1803720382,-0.2377146628,0.008244048963,0.01102668527,0.008244048963,0.02,0.02,0.195,0.125,0.007849397148
