# L_phi_L=0.19,L_phi_R=0.195
t,theta,s,theta_dot,s_dot,sin_phi_L,cos_phi_L,sin_phi_R,cos_phi_R,phi_dot_L,phi_dot_R,qL1,qL2,qL3,qL4,qL5,qL6,qL7,qR1,qR2,qR3,qR4,qR5,qR6,qR7,qdotL1,qdotL2,qdotL3,qdotL4,qdotL5,qdotL6,qdotL7,qdotR1,qdotR2,qdotR3,qdotR4,qdotR5,qdotR6,qdotR7,dL,dR,d_min,m_phi_minus_L,m_phi_minus_R,m_phi_plus_L,m_phi_plus_R,m_q
0,-0.2083668766,-0.03067788047,-0.1388666628,-0.03439582034,-0.05084420988,0.9987065967,-0.05084420988,0.9987065967,0,0,1.519453744,1.559635234,-1.431088665,1.846120137,0.2575929966,-0.151909164,0.007633595022,-1.502667024,1.608026036,1.191887774,1.62956489,0.1201690881,0.1284518236,-0.7040442813,-0.132806076,-0.05160438269,0.01409504926,-0.08387769004,0.06451915259,-0.04814640334,-0.04938317227,0.1182051672,0.000804458869,-0.0497680091,-0.172164277,0.1517917275,0.1235283398,-0.08384496525,0.008551247815,0.02396316919,0.008551247815,0.103519234,0.07382654543,0.01275319999,0.0558661418,0.04131010695
0.01,-0.2097556005,-0.03102184932,-0.1388838243,-0.03439900777,-0.05084420988,0.9987065967,-0.05084420988,0.9987065967,0,0,1.518125683,1.55911919,-1.430947715,1.84528136,0.2582381881,-0.152390628,0.007139763299,-1.501484973,1.608034081,1.191390094,1.627843248,0.1216870054,0.129687107,-0.7048827309,-0.1335749588,-0.05163686655,0.01483718701,-0.08430316417,0.06456857343,-0.04804342456,-0.05029749876,0.1189132854,0.0008063611533,-0.05034231345,-0.1720905591,0.1516107002,0.124514609,-0.08315874967,0.008547174249,0.02396921002,0.008547174249,0.1043149143,0.07413385808,0.01278231137,0.0558661418,0.04130206237
0.02,-0.2111446658,-0.03136588156,-0.1389347986,-0.03440847533,-0.05084420988,0.9987065967,-0.05084420988,0.9987065967,0,0,1.516789933,1.558602822,-1.430799343,1.844438329,0.2588838738,-0.1528710623,0.006636788311,-1.50029584,1.608042144,1.190886671,1.626122342,0.1232031124,0.1309322531,-0.7057143184,-0.133555296,-0.05159810322,0.01491298107,-0.08435446487,0.06459679201,-0.04796484811,-0.05029470802,0.1189752803,0.0008051940777,-0.05040279052,-0.1721600072,0.1518121211,0.1245944689,-0.08312966018,0.008543100257,0.02397533931,0.008543100257,0.1051107901,0.07413385808,0.01284256578,0.0558661418,0.04129399875
0.03,-0.2125344067,-0.03171003929,-0.1390188245,-0.0344240816,-0.05084420988,0.9987065967,-0.05084420988,0.9987065967,0,0,1.515454381,1.558086841,-1.430650213,1.843594784,0.2595298418,-0.1533507107,0.006133841231,-1.499106087,1.608050196,1.190382643,1.624400742,0.1247212336,0.1321781978,-0.706545615,-0.1335611215,-0.05157194069,0.01499307493,-0.08441785931,0.06464060811,-0.04789944673,-0.05030355653,0.1190590726,0.0008042179497,-0.05047551872,-0.1722621585,0.1520471057,0.1247016498,-0.08312024158,0.008539044246,0.0239815545,0.008539044246,0.1059070531,0.07413385808,0.01279317801,0.0558661418,0.04128594681
0.04,-0.2139251499,-0.03205438318,-0.1391351456,-0.03444568615,-0.05084420988,0.9987065967,-0.05084420988,0.9987065967,0,0,1.514118769,1.557571121,-1.430500282,1.842750605,0.2601762478,-0.1538297052,0.005630805666,-1.497915496,1.608058239,1.189877888,1.62267812,0.1262417046,0.1334252143,-0.7073768174,-0.1335917858,-0.05155803306,0.01507742645,-0.08449309095,0.06469965852,-0.04784682635,-0.05032375293,0.1191641738,0.0008034270338,-0.0505602454,-0.1723962601,0.1523149925,0.1248355414,-0.08312998066,0.00853500536,0.02398785709,0.00853500536,0.1067038903,0.07413385808,0.01263392785,0.0558661418,0.04127790463
0.05,-0.2153172147,-0.03239897254,-0.1392830111,-0.03447314946,-0.05084420988,0.9987065967,-0.05084420988,0.9987065967,0,0,1.512782851,1.557055541,-1.430349508,1.841905674,0.2608232444,-0.1543081735,0.005127568137,-1.496723855,1.608066273,1.189372285,1.620954158,0.1277648545,0.1346735697,-0.7082081172,-0.1336042983,-0.05155972033,0.01519322241,-0.08512450156,0.06490396593,-0.04724517534,-0.05020648533,0.1193487253,0.0008091143169,-0.05096991021,-0.1732954133,0.1526113423,0.1256524934,-0.08304290889,0.008530982779,0.02399424867,0.008530982779,0.1075014848,0.07413385808,0.01236450708,0.0558661418,0.04126987036
0.06,-0.2167109128,-0.03274386524,-0.1394616748,-0.03450633301,-0.05084420988,0.9987065967,-0.05084420988,0.9987065967,0,0,1.511446808,1.556539944,-1.430197576,1.841054429,0.2614722841,-0.1547806252,0.004625503283,-1.495530367,1.608074364,1.188862586,1.619221204,0.129290968,0.1359300947,-0.7090385463,-0.1336648836,-0.05157038025,0.01529750492,-0.08544816168,0.06504694951,-0.04698486012,-0.0501858706,0.1195195903,0.0008115201831,-0.05120988723,-0.1737973997,0.1529431709,0.1261112335,-0.08304020424,0.008526976529,0.02400075067,0.008526976529,0.1083000151,0.07413385808,0.01169998752,0.0558661418,0.04126177922
0.07,-0.2181065484,-0.03308911781,-0.1396703961,-0.03454509919,-0.05084420988,0.9987065967,-0.05084420988,0.9987065967,0,0,1.51011016,1.55602424,-1.430044601,1.840199948,0.2621227536,-0.1552504738,0.004123644577,-1.494335172,1.608082479,1.188350487,1.61748323,0.1308203997,0.137191207,-0.7098689484,-0.1337658866,-0.05159067408,0.01539467882,-0.08555724888,0.06515016713,-0.04696885902,-0.05023708271,0.1196860829,0.0008115260312,-0.05133175142,-0.1740254567,0.1533077922,0.1263228834,-0.0831027342,0.008427250521,0.02400735463,0.008427250521,0.1090996555,0.07413385808,0.01090034743,0.0558661418,0.04125366402
0.08,-0.2195044185,-0.03343478538,-0.1399084392,-0.03458931137,-0.05084420988,0.9987065967,-0.05084420988,0.9987065967,0,0,1.508772501,1.555508333,-1.429890654,1.839344375,0.2627742553,-0.1557201624,0.00362127375,-1.493138311,1.608090594,1.18783717,1.615742975,0.1323534776,0.1384544358,-0.7106999757,-0.1338891754,-0.05162187155,0.01549594105,-0.08567727532,0.06526722228,-0.04696399019,-0.05029846365,0.1198719758,0.0008116974528,-0.05146469433,-0.1742826722,0.1537027014,0.1265589862,-0.08318238288,0.00826379888,0.02401405428,0.00826379888,0.1099005761,0.07413385808,0.0100994271,0.0558661418,0.04124554876
0.09,-0.2209048125,-0.03378092174,-0.1401750736,-0.03463883386,-0.05084420988,0.9987065967,-0.05084420988,0.9987065967,0,0,1.507433609,1.554992114,-1.429735695,1.838487603,0.2634269275,-0.1561898023,0.003118289114,-1.491939591,1.608098711,1.187322523,1.614000148,0.1338905046,0.1397200257,-0.7115317995,-0.1340341282,-0.05166364324,0.01560124567,-0.08580798735,0.06539776397,-0.0469698855,-0.05036973413,0.1200767958,0.0008120291838,-0.05160846893,-0.1745683158,0.1541272503,0.1268189471,-0.08327865964,0.008100262106,0.02402085135,0.008100262106,0.1107029429,0.07413385808,0.009297060629,0.0558661418,0.04123743178
