# L_phi_L=0.19,L_phi_R=0.195
t,theta,s,theta_dot,s_dot,sin_phi_L,cos_phi_L,sin_phi_R,cos_phi_R,phi_dot_L,phi_dot_R,qL1,qL2,qL3,qL4,qL5,qL6,qL7,qR1,qR2,qR3,qR4,qR5,qR6,qR7,qdotL1,qdotL2,qdotL3,qdotL4,qdotL5,qdotL6,qdotL7,qdotR1,qdotR2,qdotR3,qdotR4,qdotR5,qdotR6,qdotR7,dL,dR,d_min,m_phi_minus_L,m_phi_minus_R,m_phi_plus_L,m_phi_plus_R,m_q
0,-0.001260361126,-0.06376026278,-0.3858590794,-0.03409404284,-0.03896651094,0.9992405171,0.002637792114,0.999996521,0,0,1.46143848,1.644375018,-1.468242011,1.639020997,0.1350437124,0.002756399282,0.07666189562,-1.411621255,1.599548417,1.265569017,1.556524324,-0.014240148,0.04322339743,-0.5756067991,-0.1599388123,-0.1540586768,0.04291772036,0.004733829925,0.1936744026,-0.1821691318,-0.09404268809,0.06454373087,0.1702919419,0.06867270608,-0.2582587614,0.2018033083,0.2581370966,-0.05891338891,0.008839653706,0.02224045757,0.008839653706,0.006745756321,0.06318087614,0.1082542455,0.06164006917,0.00496112515
0.01,-0.00511932094,-0.06410121249,-0.3859694954,-0.03409682119,-0.03896651094,0.9992405171,0.002637792114,0.999996521,0,0,1.459839091,1.642834431,-1.467812834,1.639068335,0.1369804564,0.0009347079637,0.07572146874,-1.410975818,1.601251337,1.266255744,1.553941736,-0.01222211492,0.0458047684,-0.5761959329,-0.1598080628,-0.153972506,0.04315838284,0.004793942249,0.1938363521,-0.1821225503,-0.09402786479,0.06469275221,0.1702303564,0.06890187398,-0.2583761936,0.2020286598,0.2581342063,-0.0588671782,0.008825143713,0.02279127565,0.008825143713,0.008956776019,0.06504369125,0.106043225,0.05942904947,0.006501711918
0.02,-0.008980471712,-0.06444221734,-0.3862961169,-0.03410503981,-0.03896651094,0.9992405171,0.002637792114,0.999996521,0,0,1.458241011,1.641294706,-1.46738125,1.639116275,0.1389188199,-0.0008865175395,0.0747811901,-1.41032889,1.60295364,1.266944762,1.551357974,-0.01020182832,0.04838611046,-0.5767846047,-0.1597246168,-0.1539727449,0.04342919649,0.004912427107,0.1941077272,-0.1821917123,-0.0940639109,0.06483800484,0.1702574447,0.06916257849,-0.258579079,0.2023581281,0.2582555949,-0.05885869764,0.00881078073,0.02334192519,0.00881078073,0.01116905104,0.06720921721,0.1038309491,0.05721677445,0.008041436978
0.03,-0.01284594099,-0.06478333085,-0.3868320532,-0.03411852532,-0.03896651094,0.9992405171,0.002637792114,0.999996521,0,0,1.456643765,1.639754979,-1.466946958,1.639165399,0.1408598972,-0.002708434662,0.07384055099,-1.40968051,1.604656215,1.267636388,1.548772184,-0.008178247038,0.05096866641,-0.5773731917,-0.1597271184,-0.1540683134,0.04373897379,0.004721223789,0.1945387964,-0.1820504872,-0.09411005132,0.06506061212,0.1703737429,0.06939583429,-0.2592846781,0.2027262003,0.2588241178,-0.05888946968,0.008796557546,0.02388663815,0.008796557546,0.01338380038,0.06967902899,0.101616199,0.05500202511,0.009581164427
0.04,-0.01671778773,-0.06512460483,-0.3875704791,-0.03413710598,-0.03896651094,0.9992405171,0.002637792114,0.999996521,0,0,1.455046493,1.638214296,-1.466509568,1.639212611,0.1428052852,-0.004528939534,0.07289945047,-1.409029904,1.606359952,1.268330346,1.546179337,-0.006150985035,0.05355690759,-0.5779620864,-0.1617651957,-0.1544699084,0.04544134299,0.003447586564,0.1947947427,-0.1818931518,-0.09663348193,0.06672408356,0.1703792237,0.06881750087,-0.2604085429,0.203730682,0.2593831406,-0.05688248323,0.00878246582,0.0244244071,0.00878246582,0.01560220375,0.0722163781,0.09939779477,0.05278362175,0.01112184756
0.05,-0.020598003,-0.06546608938,-0.3885046353,-0.0341606117,-0.03896651094,0.9992405171,0.002637792114,0.999996521,0,0,1.453428842,1.636669596,-1.466055155,1.639247087,0.1447532326,-0.006347871052,0.07193311565,-1.408362663,1.608063744,1.269018521,1.543575251,-0.004113678215,0.05615073899,-0.5785309112,-0.1622764976,-0.1547595906,0.04611901767,0.003525494211,0.1952963008,-0.1823099755,-0.09738911121,0.06718974509,0.1706069523,0.06897952606,-0.2608640062,0.2044961296,0.2597710755,-0.05648321569,0.008768441655,0.02496217561,0.008768441655,0.01765744372,0.07370664468,0.09807548692,0.05146131406,0.01266654665
0.06,-0.02448851056,-0.06580783292,-0.3896278281,-0.03418887406,-0.03896651094,0.9992405171,0.002637792114,0.999996521,0,0,1.451806077,1.635122001,-1.465593965,1.639282342,0.1467061956,-0.008170970807,0.07095922454,-1.407690766,1.609769814,1.269708317,1.540966611,-0.002068716919,0.05874844975,-0.5790957434,-0.1623701596,-0.1550726663,0.04650752919,0.003856776838,0.1959675706,-0.1828000483,-0.09761420767,0.06733025614,0.1709568241,0.06935654428,-0.2613888043,0.2052172067,0.2603534395,-0.05659967786,0.008754526317,0.02550063006,0.008754526317,0.01940324223,0.07530448946,0.09696093932,0.05034676645,0.01421414255
0.07,-0.02839116758,-0.06614988216,-0.3909334293,-0.03422172628,-0.03896651094,0.9992405171,0.002637792114,0.999996521,0,0,1.450182375,1.633571274,-1.465128889,1.63932091,0.1486658713,-0.00999897129,0.06998308247,-1.407017463,1.611479382,1.270401882,1.538352723,-1.654485181e-05,0.06135198414,-0.5796617402,-0.1625035648,-0.1554574238,0.04692359244,0.004236593554,0.1967311182,-0.183386391,-0.09788302319,0.06746944384,0.1713802149,0.06976095737,-0.2619859516,0.2060270738,0.2610395117,-0.05674612372,0.008740728007,0.02604015211,0.008740728007,0.02084930668,0.07721250976,0.09584291115,0.04922873828,0.01576486921
0.08,-0.03230776529,-0.06649228219,-0.3924148767,-0.03425900323,-0.03896651094,0.9992405171,0.002637792114,0.999996521,0,0,1.448557339,1.6320167,-1.464659653,1.639363276,0.1506331825,-0.0118328352,0.06900425223,-1.406342769,1.613193184,1.271099492,1.535732864,0.002043725886,0.06396237926,-0.5802292014,-0.1635167877,-0.1560004918,0.04795739699,0.004279139058,0.1974573215,-0.1840935154,-0.09923744396,0.06818432782,0.1717874616,0.06986642308,-0.2626551084,0.2071831795,0.2616580587,-0.05604767403,0.008727042097,0.02658096939,0.008727042097,0.02199444156,0.07943344054,0.09472088927,0.0481067164,0.01731944345
0.09,-0.0362400296,-0.06683507643,-0.3940656734,-0.03430054144,-0.03896651094,0.9992405171,0.002637792114,0.999996521,0,0,1.446922171,1.630456695,-1.464180079,1.639406067,0.1526077557,-0.01367377035,0.06801187779,-1.405660926,1.614911059,1.271798156,1.533106313,0.004115557682,0.06657895985,-0.5807896781,-0.1653756451,-0.1566951404,0.04958428234,0.003994788912,0.1981453026,-0.1849125994,-0.1016341946,0.06945274434,0.1721794945,0.06968559471,-0.2633946177,0.208674755,0.2622137556,-0.05453683528,0.008713440783,0.02712302604,0.008713440783,0.02301586535,0.08207194633,0.09321238004,0.04659820689,0.01887944837
