t,theta,s,L1,L2,L3,L4,L5,L6,L7,R1,R2,R3,R4,R5,R6,R7,dmin
28.095,-0.317204437,-0.142223439,1.17668051,1.59584334,-1.49714241,1.38528113,0.358160038,-0.0193175677,-0.0648600892,-1.12215027,1.61651858,1.11303725,1.06667327,0.378001994,0.391397476,-0.723855493,0.00798100282
28.1,-0.339378488,-0.141891468,1.17349687,1.58793604,-1.48991736,1.39414195,0.369471231,-0.0306099573,-0.0720692718,-1.11927156,1.61679207,1.10046391,1.06133811,0.401436537,0.407190445,-0.733535832,0.00794344753
28.105,-0.36194286,-0.14154534,1.17007028,1.57985932,-1.48239273,1.40304049,0.38092339,-0.042045229,-0.0795882223,-1.11618866,1.61707795,1.08744759,1.0559978,0.425396008,0.42350204,-0.743170871,0.0079085066
28.11,-0.384881037,-0.141185703,1.16670068,1.57493008,-1.47896466,1.41195767,0.396672957,-0.0521384146,-0.0909527031,-1.11289197,1.61737663,1.07398685,1.05066033,0.449877816,0.440331421,-0.752737471,0.00788667179
28.115,-0.408176008,-0.140813207,1.16360146,1.57523385,-1.48226926,1.42087442,0.419303585,-0.0597309166,-0.108298772,-1.10937221,1.61768841,1.06008093,1.04533418,0.474880165,0.457676591,-0.762211935,0.00788184189
28.12,-0.431810284,-0.140428513,1.16028714,1.5755373,-1.48527719,1.42977177,0.442196747,-0.0670266459,-0.125987461,-1.1056206,1.61801379,1.0457304,1.04002824,0.500401684,0.475534182,-0.771569563,0.00787662646
28.125,-0.455765914,-0.140032282,1.15675553,1.57584052,-1.4879743,1.43863086,0.465328832,-0.0740032614,-0.143999136,-1.10162865,1.61835292,1.03093612,1.03475183,0.526442327,0.493899746,-0.780785275,0.00787102387
28.13,-0.480024504,-0.139625185,1.15300544,1.57614387,-1.49034768,1.44743305,0.488675433,-0.080639752,-0.162312777,-1.09738845,1.61870616,1.01570037,1.02951461,0.553002691,0.512767413,-0.789832838,0.00786503541
28.135,-0.504567236,-0.139207893,1.14903659,1.57644753,-1.49238505,1.45615993,0.512210748,-0.086916823,-0.180905524,-1.09289258,1.61907375,1.00002629,1.02432656,0.580084602,0.532130057,-0.798685161,0.00785866367
28.14,-0.529374886,-0.138781082,1.1448497,1.57675152,-1.49407492,1.46479341,0.535907683,-0.0928170308,-0.199752813,-1.08813417,1.61945589,0.983918045,1.01919793,0.607691133,0.551979229,-0.807314053,0.00785191276
28.145,-0.554427845,-0.138345433,1.14044642,1.57705599,-1.49540695,1.4733158,0.559738251,-0.0983247546,-0.218828761,-1.08310694,1.61985274,0.967380889,1.01413919,0.635826766,0.572305143,-0.815690072,0.00784478918
28.15,-0.579706137,-0.137901625,1.13582939,1.57736104,-1.49637184,1.48170982,0.583673397,-0.103426426,-0.238106077,-1.07780519,1.62026434,0.95042101,1.00916098,0.664497692,0.593096721,-0.823782422,0.00783730109
28.155,-0.60518944,-0.137450344,1.13100215,1.57766627,-1.49696082,1.48995871,0.607682639,-0.108110889,-0.257555848,-1.07222398,1.62069086,0.933046061,1.00427403,0.693711699,0.614341406,-0.831558446,0.00782945706
28.16,-0.630857109,-0.136992273,1.12596919,1.57797154,-1.49716663,1.49804626,0.631734993,-0.112369078,-0.277148351,-1.066359,1.62113232,0.915264692,0.999489103,0.72347875,0.636025311,-0.838983628,0.00782126814
28.165,-0.656688192,-0.136528097,1.12073588,1.57827643,-1.49698294,1.50595689,0.655798562,-0.116194375,-0.296852801,-1.06020669,1.62158875,0.897086736,0.994816916,0.753811172,0.658133149,-0.846021177,0.00781274631
28.17,-0.68266146,-0.136058501,1.11530845,1.5785804,-1.49640456,1.5136757,0.679840807,-0.119582609,-0.316637648,-1.05376417,1.62206006,0.878523066,0.990268083,0.784724114,0.680648267,-0.852631722,0.00780390468
28.175,-0.70875542,-0.13558417,1.10969393,1.57888275,-1.4954275,1.52118854,0.70382872,-0.122532085,-0.336470795,-1.04702946,1.62254627,0.859586088,0.98585303,0.816235649,0.703552426,-0.858772603,0.00779475739
28.18,-0.734948342,-0.135105787,1.10390014,1.57918263,-1.49404898,1.52848206,0.727729001,-0.125043595,-0.356319821,-1.04000134,1.62304734,0.840289268,0.981581915,0.848367581,0.726825947,-0.864397589,0.00778531947
28.185,-0.761218283,-0.134624033,1.09793559,1.57947906,-1.49226749,1.53554375,0.75150825,-0.127120396,-0.376152213,-1.03267935,1.62356315,0.820647146,0.977464552,0.88114603,0.750447662,-0.869456237,0.00777560671
28.19,-0.787543106,-0.134139586,1.09180947,1.57977093,-1.49008284,1.54236203,0.775133168,-0.128768166,-0.395935608,-1.02506405,1.62409373,0.800675831,0.973510333,0.914601812,0.77439463,-0.873892889,0.00776563558
28.195,-0.813900505,-0.133653123,1.08553156,1.58005701,-1.48749615,1.54892626,0.798570766,-0.12999492,-0.41563802,-1.01715675,1.62463903,0.780392371,0.969728146,0.948771678,0.798642321,-0.877646107,0.00775542307
28.2,-0.840268027,-0.133165316,1.07911214,1.58033594,-1.48450995,1.5552268,0.821788563,-0.130810908,-0.435228074,-1.00895987,1.62519919,0.759815438,0.966126301,0.983698866,0.823164193,-0.880647291,0.0077449866
28.205,-0.8666231,-0.132676832,1.07256199,1.58060632,-1.48112813,1.56125505,0.844754793,-0.131228487,-0.454675224,-1.02465384,1.64933614,0.808150855,0.962708712,0.974428781,0.815322965,-0.851529684,0.00773434397
28.21,-0.87266,-0.132188335,1.07202238,1.58074172,-1.48037397,1.5644673,0.850240889,-0.131800702,-0.459849164,-1.0244807,1.64933614,0.804769748,0.964386101,0.980095328,0.819708768,-0.853101246,0.0077338325
28.215,-0.87266,-0.131700482,1.0732898,1.58083854,-1.48047177,1.566887,0.850578352,-0.132487838,-0.460806163,-1.02669571,1.64933614,0.806601337,0.967528,0.976788124,0.818196817,-0.854345415,0.00773636616
28.22,-0.87266,-0.131213924,1.07455253,1.58093482,-1.48056802,1.56929705,0.850914563,-0.133172057,-0.46175902,-1.02889559,1.64933614,0.808400492,0.970650155,0.973524101,0.816699079,-0.855576659,0.00773889273
28.225,-0.87266,-0.130729308,1.0758089,1.58103044,-1.48066262,1.5716943,0.851249084,-0.133852465,-0.462706495,-1.03107765,1.64933614,0.810165653,0.973748654,0.970306548,0.815217285,-0.856793601,0.00774140887
28.23,-0.87266,-0.130247272,1.0770573,1.58112526,-1.48075545,1.57407566,0.851581487,-0.134528186,-0.46364737,-1.03323924,1.64933614,0.811895232,0.976819684,0.967138675,0.81375318,-0.857995003,0.00774391128
28.235,-0.87266,-0.129768445,1.07829611,1.58121918,-1.48084644,1.57643808,0.85191135,-0.135198357,-0.464580448,-1.03537795,1.64933614,0.813588269,0.979859534,0.96402319,0.812308208,-0.859179448,0.00774639669
28.24,-0.87266,-0.12929345,1.07952377,1.58131208,-1.48093549,1.57877857,0.852238257,-0.135862134,-0.46550456,-1.03749126,1.64933614,0.815243435,0.982864591,0.960962953,0.810883983,-0.860345808,0.00774886188
28.245,-0.87266,-0.1288229,1.08073873,1.58140385,-1.48102254,1.58109421,0.8525618,-0.13651869,-0.466418556,-1.03957673,1.64933614,0.816859507,0.985831344,0.957960662,0.809482059,-0.861493016,0.00775130368
28.25,-0.87266,-0.128357401,1.08193947,1.58149438,-1.48110751,1.58338211,0.852881578,-0.137167214,-0.467321313,-1.04163215,1.64933614,0.818435884,0.988756384,0.955018535,0.808103688,-0.862619812,0.00775371896
28.255,-0.87266,-0.127897545,1.08312449,1.58158344,-1.4811902,1.58563948,0.853197059,-0.137807027,-0.468211637,-1.04365518,1.64933614,0.819971388,0.991636403,0.952139073,0.806750385,-0.863725313,0.00775610421
28.26,-0.87266,-0.127443918,1.08429237,1.58167118,-1.48127084,1.58786356,0.85350814,-0.138437129,-0.469088654,-1.04564374,1.64933614,0.821465617,0.994468195,0.949324206,0.805423281,-0.864808356,0.0077584573
28.265,-0.87266,-0.126997093,1.08544167,1.58175737,-1.48134923,1.59005167,0.853814301,-0.139056882,-0.469951217,-1.04759561,1.64933614,0.822917576,0.997248653,0.946576164,0.804123778,-0.865868161,0.00776077483
28.27,-0.87266,-0.126557632,1.086571,1.58184192,-1.48142534,1.59220119,0.854115174,-0.139665549,-0.47079831,-1.04950881,1.64933614,0.824326869,0.999974774,0.943896722,0.802852975,-0.866903739,0.0077630539
28.275,-0.87266,-0.126126086,1.087679,1.58192473,-1.48149912,1.59430957,0.854410398,-0.140262417,-0.47162894,-1.05138143,1.64933614,0.825693175,1.00264365,0.941287538,0.801611919,-0.867914146,0.00776529165
28.28,-0.87266,-0.125702992,1.08876436,1.58200571,-1.48157054,1.59637433,0.854699623,-0.14084679,-0.472442146,-1.05321145,1.64933614,0.827015725,1.00525249,0.938750483,0.800401853,-0.868898741,0.00776748533
28.285,-0.87266,-0.125288875,1.08982579,1.58208478,-1.48163957,1.59839305,0.854982507,-0.141417994,-0.473236992,-1.05499707,1.64933614,0.82829434,1.00779858,0.936286991,0.799223717,-0.869856663,0.00776963222
28.29,-0.87266,-0.124884248,1.09086204,1.58216184,-1.48170619,1.60036341,0.855258716,-0.141975375,-0.474012574,-1.05673654,1.64933614,0.829528721,1.01027931,0.933898506,0.798078489,-0.870787178,0.00777172969
28.295,-0.87266,-0.12448961,1.0918719,1.58223683,-1.48177037,1.60228311,0.855527928,-0.1425183,-0.474768013,-1.05842814,1.64933614,0.830718628,1.01269219,0.931586377,0.796967096,-0.871689593,0.00777377517
28.3,-0.87266,-0.124105445,1.0928542,1.58230966,-1.48183212,1.60414998,0.855789828,-0.143046158,-0.475502462,-1.06007024,1.64933614,0.831863869,1.01503479,0.929351861,0.79589042,-0.87256325,0.00777576616
28.305,-0.87266,-0.123732223,1.09380778,1.58238013,-1.48189126,1.60596189,0.856043972,-0.143558471,-0.476215005,-1.06166125,1.64933614,0.832964296,1.01730483,0.92719613,0.794849298,-0.873407528,0.00777769979
28.31,-0.87266,-0.123370399,1.09473158,1.58244843,-1.48194809,1.60771679,0.85629035,-0.144054444,-0.476905053,-1.06319966,1.64933614,0.834019803,1.01950007,0.925120277,0.79384452,-0.874221841,0.00777957464
28.315,-0.87266,-0.123020413,1.09562453,1.58251435,-1.48200245,1.60941271,0.856528533,-0.144533644,-0.477571748,-1.06468402,1.64933614,0.835030319,1.02161841,0.923125317,0.792876839,-0.875005635,0.00778138799
28.32,-0.87266,-0.12268269,1.09648561,1.58257784,-1.48205433,1.61104776,0.85675825,-0.144995547,-0.478214363,-1.06611295,1.64933614,0.835995804,1.02365781,0.921212195,0.791946961,-0.875758391,0.00778313764
28.325,-0.87266,-0.122357638,1.09731385,1.58263882,-1.48210375,1.61262013,0.856979238,-0.145439651,-0.478832201,-1.06748513,1.64933614,0.836916246,1.02561637,0.919381788,0.791055555,-0.876479617,0.00778482151
28.33,-0.87266,-0.122045648,1.09810831,1.58269725,-1.48215071,1.61412807,0.857191243,-0.145865475,-0.479424597,-1.06879928,1.64933614,0.837791659,1.02749223,0.917634909,0.790203252,-0.877168854,0.00778643758
28.335,-0.87266,-0.121747097,1.0988681,1.58275306,-1.4821952,1.61556994,0.857394026,-0.146272561,-0.479990916,-1.07005416,1.64933614,0.838621893,1.02928366,0.915972422,0.78939073,-0.877825768,0.00778798392
28.34,-0.87266,-0.121462343,1.09959237,1.5828062,-1.48223724,1.61694415,0.857587356,-0.146660475,-0.480530554,-1.07124875,1.64933614,0.839407359,1.03098902,0.914394805,0.788618371,-0.878449765,0.0077894587
28.345,-0.87266,-0.121191727,1.10028031,1.58285662,-1.48227684,1.61824921,0.857771014,-0.147028804,-0.48104294,-1.07238192,1.64933614,0.840147942,1.03260675,0.912902808,0.787886781,-0.879040564,0.00779086016
28.35,-0.87266,-0.120935571,1.10093116,1.58290427,-1.48231399,1.6194837,0.857944792,-0.147377159,-0.481527533,-1.07345258,1.64933614,0.840843536,1.03413539,0.911497135,0.787196532,-0.879597912,0.00779218664
28.355,-0.87266,-0.120694183,1.10154419,1.58294911,-1.48234872,1.62064629,0.858108496,-0.147705173,-0.481983824,-1.07445992,1.64933614,0.841494587,1.03557355,0.91017811,0.786547901,-0.880121292,0.00779343657
28.36,-0.87266,-0.120467849,1.10211874,1.5829911,-1.48238104,1.62173573,0.858261941,-0.148012501,-0.482411337,-1.07540292,1.64933614,0.842100824,1.03691997,0.908946451,0.785941481,-0.880610595,0.00779460849
28.365,-0.87266,-0.120256838,1.10265417,1.5830302,-1.48241095,1.62275084,0.858404954,-0.148298824,-0.482809626,-1.07628088,1.64933614,0.8426627,1.03817345,0.907802395,0.785377485,-0.881065355,0.007795701
28.37,-0.87266,-0.120061402,1.10314988,1.58306636,-1.48243846,1.62369055,0.858537376,-0.148563843,-0.483178277,-1.07709289,1.64933614,0.843179952,1.03933287,0.906746574,0.784856441,-0.881485507,0.00779671283
28.375,-0.87266,-0.119881771,1.10360534,1.58309957,-1.48246359,1.62455385,0.858659057,-0.148807285,-0.483516911,-1.07783839,1.64933614,0.843653036,1.04039724,0.905779146,0.7843785,-0.88187063,0.00779764278
28.38,-0.87266,-0.119718159,1.10402005,1.58312978,-1.48248635,1.62533983,0.858769862,-0.149028896,-0.483825177,-1.07851659,1.64933614,0.844081682,1.04136561,0.904900666,0.783944132,-0.882220706,0.00779848977
28.385,-0.87266,-0.11957076,1.10439356,1.58315698,-1.48250675,1.62604765,0.858869666,-0.14922845,-0.484102759,-1.07912698,1.64933614,0.844466163,1.04223715,0.904111326,0.783553514,-0.882535449,0.0077992528
28.39,-0.87266,-0.119439747,1.10472545,1.58318113,-1.48252479,1.62667656,0.858958359,-0.149405741,-0.484349371,-1.07966908,1.64933614,0.84480674,1.04301111,0.903411286,0.783206797,-0.882814595,0.00779993098
28.395,-0.87266,-0.119325276,1.10501537,1.58320209,-1.48254035,1.62722589,0.859035703,-0.149560702,-0.484564663,-1.08014231,1.64933614,0.845103131,1.04368681,0.902800997,0.782904364,-0.883058191,0.00780052305
28.4,-0.87266,-0.119227481,1.105263,1.5832201,-1.48255371,1.62769507,0.859101889,-0.149692945,-0.484748613,-1.08054632,1.64933614,0.845355587,1.04426368,0.902280551,0.782646308,-0.88326601,0.00780102926
28.405,-0.87266,-0.119146478,1.10546808,1.583235,-1.48256475,1.6280836,0.859156704,-0.149802449,-0.484900934,-1.08088077,1.64933614,0.845564169,1.04474122,0.901850119,0.782432784,-0.883437945,0.00780144853
28.41,-0.87266,-0.119082364,1.10563039,1.5832468,-1.48257346,1.62839107,0.859200087,-0.149889104,-0.485021471,-1.08114537,1.64933614,0.845728928,1.04511903,0.901509842,0.782263918,-0.883573905,0.00780178039
28.415,-0.87266,-0.119035213,1.10574974,1.58325547,-1.48257986,1.62861715,0.859231989,-0.14995282,-0.4851101,-1.08133995,1.64933614,0.845850085,1.04539677,0.901259723,0.782139724,-0.883673722,0.00780202444
28.42,-0.87266,-0.119005081,1.105826,1.58326101,-1.48258394,1.62876162,0.859252375,-0.149993532,-0.48516673,-1.08146423,1.64933614,0.84592731,1.04557422,0.901100059,0.782060451,-0.88373754,0.0078021804
28.425,-0.87266,-0.118992006,1.10585909,1.58326341,-1.48258571,1.62882431,0.859261222,-0.150011198,-0.485191304,-1.08151815,1.64933614,0.845960802,1.04565122,0.901030797,0.782026058,-0.883765226,0.00780224807
28.43,-0.87266,-0.118996001,1.10584898,1.58326268,-1.48258517,1.62880515,0.859258518,-0.1500058,-0.485183795,-1.08150168,1.64933614,0.84595057,1.04562769,0.901051959,0.782036566,-0.883756767,0.00780222739
28.435,-0.87266,-0.119017064,1.10579567,1.5832588,-1.48258232,1.62870417,0.859244269,-0.149977342,-0.485144211,-1.08141481,1.64933614,0.845896608,1.04550366,0.901163542,0.782091971,-0.883712165,0.00780211838
28.44,-0.87266,-0.119055169,1.10569922,1.5832518,-1.48257715,1.62852147,0.859218487,-0.149925853,-0.48507259,-1.08125757,1.64933614,0.845798722,1.04527923,0.901365622,0.782192331,-0.883631539,0.00780192115
28.445,-0.87266,-0.119110274,1.10555974,1.58324166,-1.48256967,1.62825723,0.859181202,-0.149851384,-0.484969003,-1.0810302,1.64933614,0.845657242,1.04495458,0.901657924,0.782337412,-0.883514733,0.00780163593
28.45,-0.87266,-0.119182313,1.10537736,1.58322841,-1.48255987,1.62791172,0.859132455,-0.149754009,-0.484833554,-1.08073283,1.64933614,0.845471953,1.04452999,0.902040465,0.78252722,-0.883361905,0.00780126305
28.455,-0.87266,-0.119271204,1.10515229,1.58321205,-1.48254774,1.62748532,0.859072299,-0.149633826,-0.484666379,-1.08036572,1.64933614,0.845242803,1.04400582,0.902513129,0.782761645,-0.88317313,0.00780080294
28.46,-0.87266,-0.119376841,1.10488477,1.58319259,-1.48253328,1.62697845,0.859000801,-0.149490956,-0.484467646,-1.07992918,1.64933614,0.844969735,1.04338249,0.903075765,0.78304055,-0.882948505,0.00780025614
28.465,-0.87266,-0.119499102,1.1045751,1.58317019,-1.48251663,1.62639165,0.858918179,-0.149325428,-0.484237656,-1.0794235,1.64933614,0.844652499,1.04266055,0.903728306,0.783363859,-0.88268824,0.00779962374
28.47,-0.87266,-0.119637844,1.10422358,1.58314461,-1.48249748,1.62572554,0.858824246,-0.14913764,-0.483976441,-1.07884925,1.64933614,0.844291375,1.0418406,0.904470327,0.783731209,-0.882392278,0.00779890553
28.475,-0.87266,-0.119792905,1.10383061,1.58311598,-1.48247597,1.6249808,0.858719244,-0.148927668,-0.483684367,-1.07820685,1.64933614,0.843886102,1.04092334,0.905301693,0.784142469,-0.882060868,0.00779810283
28.48,-0.87266,-0.119964102,1.10339661,1.58308435,-1.48245209,1.62415822,0.85860329,-0.148695725,-0.483361728,-1.07749678,1.64933614,0.843436408,1.03990956,0.906222239,0.784597478,-0.881694281,0.00779721656
28.485,-0.87266,-0.120151234,1.10292205,1.58304974,-1.48242584,1.62325867,0.858476513,-0.148442048,-0.483008855,-1.07671978,1.64933614,0.842942553,1.03880013,0.907231443,0.785095791,-0.881292519,0.00779624775
28.49,-0.87266,-0.120354082,1.10240744,1.58301219,-1.48239719,1.62228309,0.858339052,-0.148166897,-0.482626109,-1.07587645,1.64933614,0.842404262,1.037596,0.908329064,0.785637188,-0.880855893,0.00779519752
28.495,-0.87266,-0.120572407,1.10185335,1.58297171,-1.48236614,1.62123252,0.858191061,-0.147870554,-0.48221388,-1.07496747,1.64933614,0.841821248,1.03629822,0.909514834,0.786221425,-0.880384738,0.00779406711
28.5,-0.87266,-0.120805951,1.10126038,1.58292836,-1.48233268,1.62010807,0.858032704,-0.147553326,-0.481772594,-1.07399373,1.64933614,0.841193774,1.03490793,0.910788113,0.786847962,-0.879879119,0.00779285783
28.505,-0.87266,-0.12105444,1.10062917,1.58288217,-1.48229679,1.61891093,0.857864158,-0.14721554,-0.481302707,-1.07295597,1.64933614,0.840521375,1.03342634,0.912148658,0.787516582,-0.879339512,0.00779157109
28.51,-0.87266,-0.12131758,1.09996042,1.58283318,-1.48225847,1.61764239,0.85768561,-0.146857548,-0.480804705,-1.07185515,1.64933614,0.839804141,1.03185477,0.913595856,0.788226768,-0.878766124,0.00779020841
28.515,-0.87266,-0.121595058,1.09925486,1.58278144,-1.4822177,1.6163038,0.85749726,-0.146479724,-0.480279107,-1.07069231,1.64933614,0.839042156,1.03019461,0.915129048,0.788977976,-0.878159193,0.00778877136
28.52,-0.87266,-0.121886547,1.09851327,1.582727,-1.48217447,1.6148966,0.85729932,-0.146082464,-0.479726463,-1.06946834,1.64933614,0.838234983,1.02844735,0.916747856,0.789769887,-0.877519262,0.00778726166
28.525,-0.87266,-0.122191699,1.09773646,1.58266991,-1.48212879,1.61342231,0.85709201,-0.145666187,-0.479147355,-1.06818441,1.64933614,0.837382733,1.02661457,0.918451522,0.790601887,-0.876846617,0.00778568107
28.53,-0.87266,-0.122510153,1.09692531,1.58261022,-1.48208063,1.61188254,0.856875564,-0.145231334,-0.478542392,-1.06684165,1.64933614,0.836485351,1.02469794,0.920239346,0.791473412,-0.876141665,0.00778403146
28.535,-0.87266,-0.122841526,1.09608071,1.582548,-1.48203,1.61027895,0.856650226,-0.144778369,-0.47791222,-1.06544135,1.64933614,0.835542977,1.02269922,0.922110462,0.792383781,-0.875404749,0.00778231477
28.54,-0.87266,-0.123185425,1.0952036,1.58248329,-1.48197689,1.60861331,0.85641625,-0.144307777,-0.477257509,-1.06398466,1.64933614,0.834555237,1.02062027,0.924064272,0.793332527,-0.874636519,0.00778053305
28.545,-0.87266,-0.123541436,1.09429498,1.58241616,-1.4819213,1.60688744,0.856173903,-0.143820065,-0.476578963,-1.06247296,1.64933614,0.83352232,1.01846303,0.926099787,0.794318891,-0.873837375,0.00777868841
28.55,-0.87266,-0.123909132,1.09335587,1.58234682,-1.48186339,1.60510326,0.855923599,-0.143315649,-0.475877417,-1.06090766,1.64933614,0.83244426,1.01622954,0.928216059,0.795342158,-0.873007842,0.0077767835
28.555,-0.87266,-0.12428807,1.09238733,1.58227506,-1.48180286,1.60326274,0.855665346,-0.142795305,-0.475153434,-1.05929021,1.64933614,0.831321126,1.01392193,0.930412071,0.796401573,-0.872148475,0.0077748197
28.56,-0.87266,-0.124677792,1.09139045,1.5822011,-1.48173986,1.60136795,0.855399577,-0.142259493,-0.474407906,-1.05762214,1.64933614,0.830153021,1.01154242,0.932686731,0.797496339,-0.871259864,0.00777279981
28.565,-0.87266,-0.125077827,1.09036639,1.582125,-1.48167442,1.59942102,0.855126598,-0.141708807,-0.473641655,-1.05590503,1.64933614,0.828940089,1.00909336,0.935038865,0.798625616,-0.870342633,0.00777072626
28.57,-0.87266,-0.125487688,1.08931632,1.58204684,-1.48160653,1.59742416,0.854846723,-0.14114386,-0.472855531,-1.05414052,1.64933614,0.827682521,1.00657714,0.937467217,0.799788519,-0.86939744,0.00776860155
28.575,-0.87266,-0.125906875,1.08824146,1.58196671,-1.48153623,1.59537963,0.854560276,-0.140565287,-0.472050415,-1.05233027,1.64933614,0.826380377,1.00399628,0.939970551,0.800984201,-0.868425072,0.00776642825
28.58,-0.87266,-0.126334877,1.08714305,1.58188469,-1.48146354,1.59328979,0.854267591,-0.139973744,-0.471227213,-1.05047618,1.64933614,0.825034303,1.0013534,0.942547206,0.802211516,-0.867426085,0.00776420901
28.585,-0.87266,-0.126771167,1.08602239,1.58180086,-1.48138848,1.59115705,0.853969009,-0.139369905,-0.470386862,-1.04858002,1.64933614,0.823644478,0.998651201,0.945195749,0.803469522,-0.866401341,0.00776194653
28.59,-0.87266,-0.127215207,1.08488078,1.58171533,-1.48131109,1.58898388,0.853664882,-0.138754466,-0.469530325,-1.04664363,1.64933614,0.822211147,0.99589249,0.947914642,0.804757222,-0.865351741,0.00775964359
28.595,-0.87266,-0.12766645,1.08371959,1.58162817,-1.48123141,1.58677285,0.853355569,-0.138128141,-0.468658591,-1.04466911,1.64933614,0.820735144,0.99308017,0.950701909,0.806073326,-0.864277972,0.00775730301
28.6,-0.87266,-0.128124333,1.08254021,1.58153949,-1.48114948,1.58452656,0.853041437,-0.137491665,-0.467772678,-1.04265843,1.64933614,0.819216865,0.990217242,0.953555778,0.807416733,-0.863181021,0.00775492769
28.605,-0.87266,-0.128588285,1.08134405,1.58144951,-1.48106551,1.58224768,0.852723007,-0.136845673,-0.466873729,-1.04061363,1.64933614,0.817656785,0.987306807,0.956474356,0.808786291,-0.86206192,0.00775252103
28.61,-0.87266,-0.129057726,1.08013256,1.58135809,-1.48097925,1.57993897,0.852400375,-0.136191164,-0.465962613,-1.038537,1.64933614,0.816055988,0.984352061,0.959455289,0.810180543,-0.860921493,0.00775008515
28.615,-0.87266,-0.129532063,1.07890721,1.58126545,-1.48089091,1.57760321,0.852074075,-0.135528815,-0.46504052,-1.03643066,1.64933614,0.814414965,0.981356302,0.962496521,0.811598305,-0.859760951,0.00774762353
28.62,-0.87266,-0.130010696,1.07766952,1.5811717,-1.48080056,1.57524325,0.851744504,-0.13485943,-0.46410857,-1.03429698,1.64933614,0.812734826,0.978322924,0.965595522,0.813038087,-0.858581302,0.00774513929
28.625,-0.87266,-0.130493016,1.07642102,1.58107695,-1.48070828,1.57286203,0.851412069,-0.134183833,-0.463167902,-1.03213837,1.64933614,0.811016782,0.975255422,0.968749611,0.814498343,-0.857383613,0.00774263558
28.63,-0.87266,-0.130978406,1.07516328,1.58098133,-1.48061415,1.57046249,0.85107718,-0.133502863,-0.462219681,-1.02995717,1.64933614,0.809261658,0.972157386,0.97195627,0.815977705,-0.85616924,0.00774011559
28.635,-0.87266,-0.13146624,1.07389788,1.58088493,-1.48051827,1.56804766,0.850740257,-0.132817375,-0.461265094,-1.02775594,1.64933614,0.807470908,0.969032504,0.975212487,0.8174745,-0.854939356,0.00773758256
28.64,-0.87266,-0.131955886,1.07262644,1.58078789,-1.48042073,1.56562062,0.850401726,-0.13212824,-0.460305348,-1.02553726,1.64933614,0.805645944,0.965884562,0.978515181,0.818987076,-0.853695269,0.00773503976
28.645,-0.87266,-0.132446707,1.0713506,1.58069046,-1.4803218,1.56318448,0.850062162,-0.131436228,-0.459341772,-1.02330378,1.64933614,0.803788319,0.96271744,0.981861091,0.82051371,-0.852438347,0.00773249095
28.65,-0.87266,-0.132938058,1.070072,1.5805925,-1.48022127,1.5607424,0.849721716,-0.130742463,-0.458375417,-1.02105827,1.64933614,0.801899888,0.959535115,0.985246654,0.822052543,-0.851169941,0.00772993859
28.655,-0.87266,-0.133429289,1.06879234,1.58049427,-1.48011944,1.55829759,0.849380973,-0.130047747,-0.457407649,-1.0188034,1.64933614,0.799982169,0.956341655,0.98866843,0.823601874,-0.849891685,0.00772738649
28.66,-0.87266,-0.133919745,1.06751331,1.5803959,-1.48001642,1.55585331,0.84904038,-0.129353004,-0.456439752,-1.01654209,1.64933614,0.798037329,0.953141223,0.992122452,0.825159706,-0.848605053,0.00772483805
28.665,-0.87266,-0.134408768,1.06623663,1.58029752,-1.47991236,1.55341284,0.84870039,-0.128659171,-0.455473031,-1.01427727,1.64933614,0.796067535,0.949938069,0.995604645,0.826724049,-0.847311655,0.00772229669
28.67,-0.87266,-0.134895696,1.06496404,1.58019927,-1.47980739,1.55097951,0.848361461,-0.127967196,-0.454508802,-1.01201187,1.64933614,0.794074963,0.946736533,0.999110823,0.828292919,-0.846013235,0.00771976586
28.675,-0.87266,-0.135379863,1.06369728,1.58010128,-1.47970168,1.54855667,0.848024054,-0.127278039,-0.453548401,-1.00974907,1.64933614,0.792062446,0.943541041,1.00263625,0.829864041,-0.844711389,0.00771724901
28.68,-0.87266,-0.135860602,1.06243813,1.58000369,-1.47959539,1.54614771,0.847688635,-0.126592666,-0.452593175,-1.00749195,1.64933614,0.790032518,0.940356103,1.00617628,0.831435291,-0.843407993,0.00771474962
28.685,-0.87266,-0.136337243,1.06118836,1.57990678,-1.47948884,1.54375605,0.84735582,-0.125911943,-0.451644584,-1.0052437,1.64933614,0.787988061,0.937186308,1.00972593,0.833004404,-0.842104916,0.00771227161
28.69,-0.87266,-0.136809116,1.05994974,1.57981043,-1.4793819,1.54138512,0.847025793,-0.125237073,-0.450703802,-1.00300759,1.64933614,0.785932147,0.934036322,1.01327996,0.834569043,-0.840804092,0.00770981763
28.695,-0.87266,-0.137275549,1.05872409,1.57971491,-1.47927491,1.53903839,0.846699173,-0.124568941,-0.449772309,-1.00078695,1.64933614,0.783868043,0.930910887,1.0168329,0.836126804,-0.839507523,0.00770739159
28.7,-0.87266,-0.137735872,1.0575132,1.57962037,-1.47916807,1.53671934,0.846376437,-0.123908541,-0.448851495,-0.998585117,1.64933614,0.781799057,0.927814811,1.02037912,0.837675288,-0.838217339,0.00770499699
28.705,-0.87266,-0.138189412,1.05631889,1.57952696,-1.47906157,1.53443145,0.846058065,-0.123256876,-0.447942759,-0.996405655,1.64933614,0.779729163,0.924752969,1.02391244,0.839211815,-0.83693554,0.00770263735
