t,theta,s,L1,L2,L3,L4,L5,L6,L7,R1,R2,R3,R4,R5,R6,R7,dmin
188.38,-0.87266,-0.14275537,1.04422378,1.57857165,-1.47791965,1.51122946,0.842830059,-0.116640474,-0.438710359,-0.95030805,1.62863969,0.687087851,0.893274736,1.11114145,0.887244457,-0.849479257,0.00767886387
188.385,-0.87266,-0.142637259,1.04453833,1.57859671,-1.47795084,1.51183358,0.842914122,-0.116812915,-0.43895114,-0.950896906,1.62860494,0.687729716,0.894104771,1.11004758,0.886824114,-0.849909411,0.00767947927
188.39,-0.87266,-0.14253539,1.04480956,1.57861832,-1.47797766,1.51235446,0.8429866,-0.116961589,-0.439158727,-0.951404184,1.62857508,0.688281328,0.894819978,1.10910684,0.886462167,-0.850279514,0.00768001004
188.395,-0.87266,-0.142449915,1.04503708,1.57863643,-1.47800012,1.51279139,0.843047396,-0.117086294,-0.439332844,-0.95182936,1.62855007,0.688742669,0.895419582,1.10831949,0.886158931,-0.850589435,0.00768045536
188.4,-0.87266,-0.142380972,1.04522056,1.57865104,-1.4780182,1.51314373,0.843096422,-0.117186855,-0.439473246,-0.952171959,1.6285299,0.689113674,0.895902896,1.10768581,0.885914703,-0.850839057,0.00768081456
188.405,-0.87266,-0.142328674,1.04535972,1.57866211,-1.47803189,1.51341096,0.843133604,-0.117263121,-0.439579725,-0.952431658,1.62851461,0.689394509,0.896269322,1.10720592,0.885729626,-0.851028171,0.00768108702
188.41,-0.87266,-0.142293118,1.04545432,1.57866964,-1.4780412,1.51359262,0.843158879,-0.117314964,-0.439652106,-0.95260818,1.62850427,0.689585289,0.896518353,1.10687993,0.885603823,-0.851156579,0.00768127226
188.415,-0.87266,-0.142274379,1.04550418,1.57867361,-1.47804609,1.51368835,0.843172199,-0.117342285,-0.439690249,-0.952701157,1.6284988,0.689685667,0.896649568,1.10670831,0.885537585,-0.851224241,0.00768136989
188.42,-0.87266,-0.142272513,1.04550914,1.578674,-1.47804658,1.51369788,0.843173526,-0.117345006,-0.439694048,-0.952710416,1.62849825,0.68969566,0.896662635,1.10669122,0.885530989,-0.851230979,0.00768137961
188.425,-0.87266,-0.142287555,1.04546912,1.57867082,-1.47804265,1.51362104,0.843162834,-0.117323075,-0.43966343,-0.952635785,1.62850264,0.689615096,0.89655731,1.10682897,0.885584156,-0.851176669,0.00768130124
188.43,-0.87266,-0.142319521,1.04538407,1.57866405,-1.47803429,1.51345772,0.843140111,-0.117276467,-0.439598359,-0.952477094,1.62851194,0.689443608,0.896333436,1.10712199,0.885697251,-0.851061248,0.00768113471
188.435,-0.87266,-0.142368408,1.04525399,1.5786537,-1.47802149,1.51320794,0.843105355,-0.117205179,-0.439498829,-0.952234366,1.62852622,0.689181191,0.895990945,1.10757046,0.885870224,-0.85088451,0.00768088002
188.44,-0.87266,-0.142434189,1.04507893,1.57863976,-1.47800425,1.51287177,0.84305858,-0.117109234,-0.439364873,-0.951907532,1.62854546,0.688827375,0.895529853,1.10817484,0.886103198,-0.850646406,0.0076805373
188.445,-0.87266,-0.142516822,1.04485898,1.57862225,-1.47798255,1.51244939,0.842999808,-0.116988681,-0.439196555,-0.951496569,1.62856963,0.688381631,0.894950267,1.10893567,0.886396273,-0.850346895,0.00768010678
188.45,-0.87266,-0.142616242,1.04459429,1.57860117,-1.47795638,1.51194106,0.842929077,-0.116843593,-0.438993974,-0.951001604,1.62859877,0.687843654,0.894252379,1.1098533,0.886749403,-0.849985842,0.00767958878
188.455,-0.87266,-0.142732365,1.04428505,1.57857653,-1.47792573,1.51134714,0.842846435,-0.116674066,-0.438757265,-0.950422807,1.62863292,0.687213077,0.893436471,1.11092812,0.887162522,-0.849563122,0.00767898373
188.46,-0.87266,-0.142865087,1.0439315,1.57854835,-1.4778906,1.51066808,0.842751943,-0.116480225,-0.438486594,-0.949760259,1.62867201,0.686489073,0.892502911,1.11216084,0.88763573,-0.849078765,0.00767829217
188.465,-0.87266,-0.143014285,1.04353393,1.57851664,-1.47785098,1.50990439,0.842645674,-0.116262217,-0.438182165,-0.94901423,1.62871608,0.685671167,0.891452157,1.11355192,0.888168921,-0.848532657,0.00767751473
188.47,-0.87266,-0.143179814,1.04309266,1.57848142,-1.47780685,1.50905671,0.842527712,-0.116020214,-0.437844211,-0.948184993,1.62876513,0.684758692,0.890284754,1.11510193,0.888762026,-0.847924746,0.00767665214
188.475,-0.87266,-0.143361513,1.04260809,1.57844284,-1.47775836,1.50812575,0.842398303,-0.115754306,-0.437473103,-0.94727287,1.62881916,0.683750928,0.889001337,1.11681148,0.889414958,-0.847254984,0.00767570564
188.48,-0.87266,-0.1435592,1.04208063,1.57840068,-1.47770519,1.50711229,0.842257264,-0.115464929,-0.437068949,-0.946278185,1.62887813,0.682646961,0.887602632,1.11868133,0.890127671,-0.846523382,0.00767467536
188.485,-0.87266,-0.143772673,1.04151075,1.5783551,-1.4776475,1.50601722,0.842104861,-0.115152224,-0.436632186,-0.94520145,1.62894212,0.681446235,0.886089456,1.12071195,0.890899906,-0.845729813,0.00767356273
188.49,-0.87266,-0.144001713,1.04089899,1.57830612,-1.47758526,1.50484153,0.841941227,-0.114816463,-0.436163186,-0.944043041,1.62901105,0.680147596,0.884462714,1.12290424,0.891731634,-0.844874352,0.00767236888
188.495,-0.87266,-0.14424608,1.0402459,1.57825379,-1.47751849,1.50358625,0.841766507,-0.114457941,-0.435662355,-0.942803524,1.62908494,0.678750248,0.882723407,1.12525884,0.892622613,-0.84395694,0.00767109505
188.5,-0.87266,-0.144505517,1.0395521,1.57819814,-1.47744717,1.50225255,0.841580859,-0.114076979,-0.435130133,-0.941483466,1.6291638,0.677253206,0.880872626,1.12777651,0.893572642,-0.842977577,0.00766974254
188.505,-0.87266,-0.144779749,1.03881825,1.57813921,-1.4773713,1.50084166,0.84138445,-0.113673924,-0.434566996,-0.940083485,1.62924762,0.675655436,0.87891156,1.13045804,0.894581495,-0.841936273,0.00766831279
188.51,-0.87266,-0.145068482,1.03804505,1.57807705,-1.47729088,1.4993549,0.84117746,-0.113249146,-0.433973451,-0.938604248,1.62933638,0.673955861,0.876841489,1.13330425,0.89564892,-0.840833049,0.00766680729
188.515,-0.87266,-0.145371404,1.03723325,1.57801172,-1.47720591,1.49779367,0.840960082,-0.112803039,-0.433350041,-0.937046472,1.62943007,0.672153356,0.874663793,1.13631597,0.896774638,-0.839667941,0.00766522766
188.52,-0.87266,-0.145688185,1.03638364,1.57794326,-1.47711641,1.49615946,0.840732517,-0.112336021,-0.432697341,-0.935410928,1.62952869,0.670246756,0.872379947,1.13949406,0.897958343,-0.838440997,0.00766357558
188.525,-0.87266,-0.146018481,1.03549707,1.57787173,-1.47702236,1.49445386,0.840494981,-0.111848538,-0.432015961,-0.93369839,1.62963217,0.668234724,0.869991526,1.14283947,0.899199762,-0.837152324,0.00766185285
188.53,-0.87266,-0.146361926,1.03457441,1.57779718,-1.4769238,1.49267853,0.840247699,-0.111341055,-0.431306543,-0.931909773,1.62974054,0.66611615,0.867500206,1.146353,0.900498471,-0.835801957,0.00766006133
188.535,-0.87266,-0.146718141,1.03361658,1.57771969,-1.47682072,1.4908352,0.839990907,-0.110814065,-0.430569763,-0.930046003,1.62985378,0.66388976,0.864907765,1.15003554,0.901854077,-0.834389994,0.00765820298
188.54,-0.87266,-0.14708673,1.03262458,1.57763945,-1.47671331,1.48892572,0.839725005,-0.110267974,-0.42980643,-0.928108055,1.62997187,0.66155425,0.862216083,1.15388798,0.903266154,-0.832916551,0.00765628025
188.545,-0.87266,-0.147467281,1.03159939,1.57755627,-1.47660129,1.48695198,0.839449952,-0.109703538,-0.42901709,-0.92609696,1.63009477,0.659108291,0.859427147,1.15791123,0.904734244,-0.831381765,0.00765429447
188.55,-0.87266,-0.147859366,1.03054207,1.57747035,-1.47648482,1.484916,0.839166166,-0.109121212,-0.428202617,-0.92401376,1.63022243,0.65655041,0.856543051,1.16210626,0.906257911,-0.829785836,0.00765224825
188.555,-0.87266,-0.148262541,1.02945373,1.57738177,-1.47636394,1.48281983,0.838873928,-0.108521583,-0.427363817,-0.921859681,1.63035487,0.653879496,0.853565996,1.16647376,0.90783651,-0.828128867,0.00765014386
188.56,-0.87266,-0.148676349,1.02833549,1.57729061,-1.4762387,1.48066564,0.838573527,-0.107905262,-0.426501532,-0.919635834,1.63049201,0.651093929,0.850498295,1.17101478,0.909469587,-0.82641115,0.00764798368
188.565,-0.87266,-0.149100318,1.02718854,1.57719696,-1.47610913,1.47845567,0.838265267,-0.107272881,-0.425616634,-0.917343518,1.63063383,0.648192463,0.847342375,1.17573004,0.911156478,-0.824632885,0.00764577015
188.57,-0.87266,-0.149533961,1.0260141,1.57710089,-1.47597529,1.47619222,0.837949459,-0.106625097,-0.42471003,-0.914984006,1.63078025,0.645173609,0.844100774,1.18062045,0.912896586,-0.82279438,0.00764350578
188.575,-0.87266,-0.14997678,1.02481342,1.57700252,-1.47583723,1.47387769,0.837626426,-0.105962588,-0.423782655,-0.912558755,1.6309313,0.642036263,0.840776152,1.18568654,0.914689108,-0.820895871,0.00764119316
188.58,-0.87266,-0.15042826,1.02358781,1.57690204,-1.47569518,1.47151455,0.837296653,-0.105285947,-0.422835577,-0.910069121,1.63108685,0.638778854,0.837371284,1.1909292,0.916533411,-0.818937774,0.00763883533
188.585,-0.87266,-0.150887876,1.02233858,1.57679932,-1.4755489,1.46910535,0.836960183,-0.104596113,-0.421869602,-0.907516647,1.63124689,0.63540021,0.833889067,1.19634894,0.91842865,-0.816920439,0.00763643426
188.59,-0.87266,-0.151355091,1.02106713,1.57669458,-1.47539862,1.4666527,0.836617516,-0.103893723,-0.420885857,-0.904902862,1.63141131,0.631898965,0.830332524,1.20194638,0.920374035,-0.814844332,0.00763399311
188.595,-0.87266,-0.151829354,1.01977485,1.57658792,-1.47524443,1.46415929,0.836269017,-0.103179546,-0.419885402,-0.902229482,1.63158011,0.628274164,0.826704802,1.20772178,0.922368564,-0.812709867,0.00763151473
188.6,-0.87266,-0.152310106,1.0184632,1.57647947,-1.47508644,1.46162791,0.835915058,-0.10245437,-0.418869329,-0.899498139,1.63175316,0.624524454,0.823009176,1.21367562,0.924411386,-0.810517644,0.00762900203
188.605,-0.87266,-0.152796775,1.01713366,1.57636931,-1.47492474,1.45906137,0.835556022,-0.101719003,-0.41783876,-0.884795482,1.62374198,0.585062478,0.819249032,1.24767759,0.942200428,-0.817524201,0.00762645799
188.61,-0.87266,-0.153288779,1.01578775,1.57625772,-1.47475961,1.45646258,0.835192453,-0.100974169,-0.416794941,-0.879151637,1.62217342,0.5726989,0.815427947,1.26076752,0.947986321,-0.817076255,0.00762388599
188.615,-0.87266,-0.153785526,1.014427,1.57614454,-1.47459088,1.45383453,0.834824456,-0.100220926,-0.415738862,-0.876834629,1.62281705,0.570171894,0.811549593,1.26617096,0.949403995,-0.814093651,0.00762128839
188.62,-0.87266,-0.154286417,1.01305301,1.57603004,-1.47441882,1.45118024,0.834452588,-0.0994600413,-0.414671824,-0.870193697,1.62077815,0.554886341,0.807617757,1.28189591,0.956422838,-0.813973153,0.00761866868
188.625,-0.87266,-0.15479084,1.01166739,1.57591434,-1.47424359,1.44850282,0.834077272,-0.0986924023,-0.413595063,-0.867219522,1.6210959,0.550424468,0.803636407,1.28905058,0.958650151,-0.811212451,0.00761603002
188.63,-0.87266,-0.15529818,1.01027178,1.57579757,-1.47406535,1.44580544,0.833698936,-0.0979189159,-0.412509839,-0.863740116,1.62114156,0.544472139,0.799609647,1.29749918,0.961512186,-0.808683286,0.00761337564
188.635,-0.87266,-0.155807811,1.00886786,1.57567987,-1.47388427,1.44309133,0.83331802,-0.097140507,-0.411417443,-0.862163637,1.62236858,0.544165119,0.795541716,1.30140582,0.961890924,-0.804870754,0.0076107088
188.64,-0.87266,-0.1563191,1.00745734,1.57556149,-1.47370068,1.44036376,0.832935125,-0.0963580127,-0.410319284,-0.873647056,1.63185333,0.583358282,0.791442586,1.27304203,0.945184781,-0.792486017,0.00760803316
188.645,-0.87266,-0.15683141,1.00604193,1.57544235,-1.47351448,1.43762609,0.832550408,-0.0955725996,-0.409216512,-0.873516752,1.63407145,0.587756857,0.787305845,1.27302935,0.943607682,-0.787705627,0.00760535135
188.65,-0.87266,-0.157344096,1.00462341,1.5753227,-1.47332603,1.43488171,0.832164482,-0.0947851407,-0.408110582,-0.868859208,1.63332248,0.57823497,0.783136839,1.28441435,0.947988957,-0.785968489,0.00760266709
188.655,-0.87266,-0.157856507,1.00320354,1.57520269,-1.47313553,1.43213407,0.831777821,-0.0939966271,-0.407002882,-0.864635731,1.63290101,0.570010984,0.778953245,1.29483462,0.951782121,-0.783828934,0.00759998378
188.66,-0.87266,-0.15836799,1.00178415,1.57508248,-1.47294323,1.42938666,0.831390908,-0.0932080643,-0.40589482,-0.870468322,1.63906278,0.593058573,0.774743242,1.27945731,0.942294169,-0.77506719,0.00759730485
188.665,-0.87266,-0.158877885,1.00036705,1.57496221,-1.47274936,1.42664304,0.831004231,-0.092420472,-0.404787824,-0.865721082,1.63825933,0.583123896,0.770525707,1.29129518,0.946785842,-0.773300312,0.00759463375
188.67,-0.87266,-0.15938553,0.998954105,1.57484218,-1.47255435,1.42390678,0.830618447,-0.0916347775,-0.403683442,-0.868247706,1.6423077,0.596130206,0.766300939,1.28412549,0.941621411,-0.766721964,0.00759197432
188.675,-0.87266,-0.15989026,0.997547166,1.5747223,-1.47235815,1.42118152,0.830233752,-0.090852234,-0.402582952,-0.874352787,1.64895609,0.620972828,0.762074389,1.26711523,0.931603716,-0.757609316,0.00758932933
188.68,-0.87266,-0.16,0.997240988,1.57469618,-1.4723152,1.42058837,0.83014998,-0.0906818977,-0.402343368,-0.872824083,1.64840089,0.61716372,0.761151947,1.27103531,0.933257291,-0.75761134,0.00758875419
188.685,-0.87266,-0.16,0.997240988,1.57469618,-1.4723152,1.42058837,0.83014998,-0.0906818977,-0.402343368,-0.872824083,1.64840089,0.61716372,0.761151947,1.27103531,0.933257291,-0.75761134,0.00758875419
188.69,-0.87266,-0.16,0.997240988,1.57469618,-1.4723152,1.42058837,0.83014998,-0.0906818977,-0.402343368,-0.872824083,1.64840089,0.61716372,0.761151947,1.27103531,0.933257291,-0.75761134,0.00758875419
188.695,-0.87266,-0.16,0.997240988,1.57469618,-1.4723152,1.42058837,0.83014998,-0.0906818977,-0.402343368,-0.872824083,1.64840089,0.61716372,0.761151947,1.27103531,0.933257291,-0.75761134,0.00758875419
188.7,-0.87266,-0.16,0.997240988,1.57469618,-1.4723152,1.42058837,0.83014998,-0.0906818977,-0.402343368,-0.872824083,1.64840089,0.61716372,0.761151947,1.27103531,0.933257291,-0.75761134,0.00758875419
188.705,-0.87266,-0.16,0.997240988,1.57469618,-1.4723152,1.42058837,0.83014998,-0.0906818977,-0.402343368,-0.872824083,1.64840089,0.61716372,0.761151947,1.27103531,0.933257291,-0.75761134,0.00758875419
188.71,-0.858429407,-0.16,1.00119587,1.57461894,-1.47429558,1.41867132,0.818188457,-0.090431599,-0.393114833,-0.882086841,1.64933282,0.642146097,0.765431059,1.2330185,0.915664408,-0.761130197,0.00759505264
188.715,-0.830948468,-0.16,1.00873654,1.57445953,-1.47778368,1.41473994,0.794866303,-0.0896701584,-0.375150209,-0.887647572,1.64224195,0.650303411,0.773811838,1.19369568,0.897942384,-0.775719404,0.00760708665
188.72,-0.803402648,-0.16,1.01616221,1.57428713,-1.480834,1.4104978,0.771203854,-0.0885255204,-0.35696397,-0.889226623,1.63211837,0.645757209,0.782386263,1.16545426,0.884961752,-0.792614665,0.00761896884
188.725,-0.77581392,-0.16,1.02346002,1.57410288,-1.48343975,1.40594878,0.747230039,-0.0869804454,-0.338582449,-0.902601069,1.63114581,0.679923667,0.791131856,1.10840711,0.855852394,-0.797159346,0.00763067661
188.73,-0.748204163,-0.16,1.03061734,1.57390784,-1.4855955,1.40109781,0.72297473,-0.085019384,-0.320033258,-0.915322947,1.63022358,0.712546398,0.800031677,1.0543753,0.827252767,-0.799846248,0.00764218725
188.735,-0.720595131,-0.16,1.03762179,1.57370292,-1.487297,1.39595093,0.698468424,-0.0826287329,-0.301345012,-0.927432857,1.62934675,0.743747039,0.809068498,1.00299763,0.799168311,-0.80092557,0.00765347771
188.74,-0.693008437,-0.16,1.04446138,1.57348924,-1.48854177,1.39051517,0.673742623,-0.0797966601,-0.282547524,-0.938964197,1.62851135,0.773625913,0.818224955,0.953979209,0.77160583,-0.800602394,0.00766452598
188.745,-0.665465527,-0.16,1.05112448,1.5732675,-1.48932817,1.38479858,0.648828768,-0.0765137422,-0.263670999,-0.94994501,1.6277142,0.80226725,0.827483644,0.907076152,0.744572968,-0.79904709,0.0076753093
188.75,-0.637987659,-0.16,1.0576,1.57303837,-1.48965599,1.37881014,0.623758619,-0.0727727304,-0.244746204,-0.960399325,1.62695266,0.829742933,0.836827204,0.862084428,0.718077827,-0.796402928,0.00768580553
188.755,-0.610595881,-0.16,1.06387735,1.5728023,-1.48952612,1.3725597,0.59856377,-0.0685687865,-0.225804036,-0.970348083,1.62622453,0.856115045,0.846238401,0.818831773,0.692128739,-0.792791841,0.00769599272
188.76,-0.583311007,-0.16,1.06994662,1.57255993,-1.48894108,1.36605798,0.573276017,-0.0638992542,-0.206875698,-0.979809954,1.62552804,0.881438173,0.855700197,0.777171314,0.666733941,-0.788318617,0.00770585045
188.765,-0.556153598,-0.16,1.0757985,1.57231131,-1.48790397,1.35931647,0.547926168,-0.0587641797,-0.187991745,-0.988801796,1.62486161,0.905760611,0.865195822,0.736977076,0.641901508,-0.783074356,0.00771535782
188.77,-0.52914394,-0.16,1.08142447,1.57205683,-1.48641962,1.35234738,0.52254502,-0.053165753,-0.169182696,-0.997339082,1.62422384,0.929125508,0.874708836,0.69814035,0.617639203,-0.777139063,0.00772449606
188.775,-0.502302022,-0.16,1.08681675,1.57179629,-1.48449334,1.34516358,0.497162059,-0.0471088055,-0.150477985,-1.00543638,1.62361367,0.951572378,0.88422318,0.660566411,0.593954157,-0.770583409,0.00773324625
188.78,-0.475647519,-0.16,1.09196836,1.57152961,-1.48213181,1.33777855,0.471806181,-0.0406003614,-0.131906398,-1.01310738,1.62302997,0.973136881,0.893723231,0.624172912,0.570853067,-0.763470759,0.00774159133
188.785,-0.449199768,-0.16,1.09687322,1.57125673,-1.47934286,1.33020628,0.446505437,-0.0336496391,-0.113495811,-1.02036528,1.62247186,0.993852141,0.903193844,0.588887545,0.548341863,-0.755858122,0.00774951593
188.79,-0.422977752,-0.16,1.1015261,1.57097725,-1.47613495,1.32246125,0.421286437,-0.0262681449,-0.0952726396,-1.02722277,1.62193838,1.01374859,0.91262039,0.554647019,0.526425818,-0.747797482,0.00775700544
188.795,-0.397000077,-0.16,1.10622181,1.57379678,-1.47704408,1.31455835,0.400399357,-0.0170776925,-0.0805699951,-1.03369231,1.62142869,1.03285476,0.92198879,0.521395541,0.505109347,-0.739336419,0.00777321086
188.8,-0.371284957,-0.16,1.11112956,1.58175145,-1.48516936,1.30651279,0.386654952,-0.00541696875,-0.0716732545,-1.03978618,1.62094205,1.05119763,0.931285547,0.489083833,0.484395961,-0.730518792,0.0078066456
188.805,-0.345850194,-0.16,1.11158406,1.55077654,-1.4353957,1.29834009,0.319794951,-0.00900107527,-0.020821515,-1.04551648,1.62047769,1.0688025,0.940497764,0.457668541,0.464288309,-0.721385451,0.00501542044
188.81,-0.320713162,-0.16,1.11627602,1.55920682,-1.44348476,1.29005592,0.307161781,0.00347839056,-0.0130837577,-1.05089521,1.62003479,1.08569323,0.949613169,0.427111546,0.444788128,-0.711974707,0.00772926505
188.815,-0.295890788,-0.16,1.12066196,1.56753033,-1.45125515,1.28167618,0.294603486,0.0159112261,-0.005653023,-1.05593438,1.61961266,1.10189286,0.958620126,0.397379044,0.425896116,-0.702322448,0.00778212605
188.82,-0.271399535,-0.16,1.12475037,1.57573673,-1.45871229,1.27321682,0.282127624,0.0282802949,0.00147273724,-1.06064598,1.61921057,1.11742327,0.967507652,0.368441378,0.407612019,-0.692462696,0.00781220309
188.825,-0.247255391,-0.16,1.12855021,1.58381655,-1.46586225,1.26469383,0.269741986,0.04056901,0.0082960823,-1.06504195,1.61882778,1.13230548,0.976265418,0.34027249,0.389934589,-0.682427767,0.00784525585
188.83,-0.223473847,-0.16,1.13207084,1.59176124,-1.47271161,1.2561232,0.257454593,0.0527613457,0.0148200561,-1.06913422,1.6184635,1.14655959,0.984883758,0.312849661,0.372861602,-0.672248563,0.00788107539
188.835,-0.200069886,-0.16,1.13532199,1.59956307,-1.47926743,1.24752083,0.245273686,0.0648418474,0.0210481646,-1.07293479,1.61811708,1.16020531,0.993353669,0.286152809,0.356389786,-0.661954456,0.00791944583
188.84,-0.177057971,-0.16,1.13831367,1.6072151,-1.48553717,1.2389025,0.233207707,0.0767956383,0.026984357,-1.07645562,1.6177878,1.17326159,1.00166681,0.260164543,0.340514915,-0.651573688,0.00796014656
188.845,-0.154452025,-0.16,1.14105615,1.61471118,-1.49152865,1.23028383,0.221265287,0.0886084244,0.0326330092,-1.07970866,1.61747502,1.18574695,1.00981549,0.234869655,0.325231787,-0.641133284,0.00800295427
188.85,-0.132265425,-0.16,1.14355984,1.62204586,-1.49724994,1.22168022,0.209455219,0.100266498,0.0379989097,-1.08270578,1.6171779,1.197679,1.01779268,0.210255332,0.310534326,-0.630659489,0.00804764485
188.855,-0.110510986,-0.16,1.14558767,1.6257317,-1.49713049,1.21310679,0.192998499,0.110976939,0.0470518414,-1.08545886,1.61689581,1.2090753,1.02559196,0.186310229,0.296415491,-0.620177283,0.00807273802
188.86,-0.0892009516,-0.16,1.14685179,1.62222297,-1.48531079,1.20457841,0.166995729,0.120230843,0.0639089836,-1.0879797,1.61662816,1.219953,1.03320757,0.163024612,0.282867389,-0.609710689,0.00805489063
188.865,-0.0683469814,-0.16,1.14897557,1.63163928,-1.4943129,1.19610956,0.15920059,0.131998986,0.0655283916,-1.09027996,1.61637412,1.2303284,1.04063434,0.140390528,0.269881359,-0.599283086,0.00811487578
188.87,-0.0479601425,-0.16,1.15075561,1.63929672,-1.50054506,1.1877144,0.149390069,0.143231396,0.0686950388,-1.09237129,1.61613327,1.24021819,1.04786771,0.118400629,0.257447899,-0.588916451,0.00816750061
188.875,-0.0280508992,-0.16,1.15249497,1.64933614,-1.51081698,1.17940321,0.143298146,0.154641439,0.0686428421,-1.09426509,1.61590482,1.24963793,1.05490367,0.09704928,0.245556869,-0.578632361,0.00824042385
188.88,-0.00862910525,-0.16,1.15343304,1.64933614,-1.50450777,1.17119617,0.12375818,0.164275258,0.0797432612,-1.09509785,1.61300445,1.25334569,1.0617388,0.0806037643,0.234452085,-0.571780849,0.00824224442
188.885,0.0102960045,-0.16,1.15420141,1.64933614,-1.49812209,1.16310271,0.104631848,0.173911436,0.0904439553,-1.0949247,1.60747399,1.25156189,1.0683702,0.068965418,0.22396403,-0.56830426,0.0082437363
188.89,0.028715821,-0.16,1.15480892,1.64933614,-1.49167851,1.15513519,0.0859298606,0.183525711,0.100745255,-1.09437534,1.60121465,1.24807031,1.07479548,0.0590991987,0.213842018,-0.565853681,0.00824491623
188.895,0.0466223674,-0.16,1.15526468,1.64933614,-1.48519549,1.14730548,0.0676625409,0.193094295,0.110648501,-1.10232299,1.62286072,1.29764669,1.08100831,0.00575248143,0.203083825,-0.529232684,0.00824580167
188.9,0.0640083048,-0.16,1.15557808,1.64933614,-1.47869156,1.13962494,0.0498400281,0.202593958,0.120155836,-1.1099021,1.64933614,1.35450332,1.08701716,-0.0538235432,0.19494664,-0.487509875,0.00824641066
188.905,0.0808669367,-0.16,1.15575873,1.64933614,-1.47218514,1.13210436,0.0324722406,0.212002093,0.129270189,-1.11063175,1.64933614,1.36123012,1.09281461,-0.0715358677,0.186791035,-0.478084701,0.00824676172
188.91,0.0971922132,-0.16,1.15581634,1.64933614,-1.46569431,1.12475401,0.0155686784,0.221296776,0.137995387,-1.11066327,1.64653404,1.36247862,1.09840451,-0.0843218391,0.178784013,-0.472211916,0.00824687368
188.915,0.112978735,-0.16,1.15576074,1.64933614,-1.45923698,1.11758358,-0.000861320743,0.230456839,0.146335882,-1.11007615,1.64123049,1.35889671,1.10377986,-0.092662795,0.170827719,-0.469519475,0.00824676563
188.92,0.128221753,-0.16,1.15560182,1.64933614,-1.45283103,1.11060218,-0.0168084755,0.239461918,0.154296599,-1.10944131,1.63609624,1.35538877,1.10894431,-0.100665397,0.163153883,-0.466834556,0.00824645678
188.925,0.142917177,-0.16,1.15534943,1.64933614,-1.44649347,1.10381836,-0.0322641804,0.248292507,0.161883384,-1.10876553,1.63113434,1.35196008,1.1138984,-0.108333723,0.155764658,-0.464167409,0.00824596634
188.93,0.157061566,-0.16,1.15501339,1.64933614,-1.44024143,1.09724005,-0.0472196768,0.256929999,0.169102235,-1.10805549,1.62634756,1.34861582,1.11864302,-0.115671864,0.14866167,-0.461527786,0.00824531345
188.935,0.170652139,-0.16,1.15460343,1.64933614,-1.43409148,1.09087461,-0.0616666203,0.265356725,0.175959699,-1.10731775,1.62173833,1.34536103,1.12317936,-0.122683931,0.141846042,-0.458924939,0.00824451707
188.94,0.183686768,-0.16,1.15412912,1.64933614,-1.42805985,1.08472876,-0.075596846,0.273555983,0.18246259,-1.10655869,1.6173088,1.3422006,1.12750886,-0.129374051,0.135318418,-0.456367606,0.0082435959
188.945,0.196163979,-0.16,1.15359982,1.64933614,-1.42216176,1.07880868,-0.0890029204,0.281512095,0.18861837,-1.10578451,1.61306081,1.33913926,1.13163324,-0.135746378,0.129078983,-0.453864012,0.00824256818
188.95,0.208082948,-0.16,1.15302469,1.64933614,-1.41641236,1.07311989,-0.101877405,0.289210395,0.194434432,-1.1050012,1.60899587,1.33618149,1.13555445,-0.141805089,0.123127486,-0.45142186,0.0082414518
188.955,0.219443501,-0.16,1.15241263,1.64933614,-1.41082615,1.06766734,-0.114213302,0.296637264,0.199918391,-1.10421453,1.60511519,1.33333154,1.13927463,-0.147554392,0.117463263,-0.449048335,0.00824026408
188.96,0.230246108,-0.16,1.15177219,1.64933614,-1.40541644,1.06245538,-0.126004495,0.303780189,0.205078355,-1.10342999,1.60141967,1.33059339,1.14279613,-0.152998531,0.112085256,-0.446750092,0.00823902168
188.965,0.240491881,-0.16,1.15111162,1.64933614,-1.40019633,1.05748775,-0.137245019,0.310627706,0.209922222,-1.10265282,1.59790991,1.32797074,1.14612146,-0.158141788,0.106992035,-0.444533266,0.00823774063
188.97,0.250182564,-0.16,1.15043879,1.64933614,-1.39517813,1.05276763,-0.147929522,0.317169448,0.214457974,-1.10188797,1.59458619,1.32546698,1.14925331,-0.162988488,0.102181818,-0.442403463,0.00823643625
188.975,0.259320533,-0.16,1.14976114,1.64933614,-1.3903728,1.04829759,-0.158053704,0.323396194,0.218693951,-1.10114007,1.5914485,1.32308517,1.15219448,-0.167543006,0.0976524856,-0.44036577,0.00823512297
188.98,0.267908787,-0.16,1.14908572,1.64933614,-1.38579094,1.04407963,-0.167613603,0.32929979,0.222638169,-1.10041345,1.58849652,1.32082804,1.15494789,-0.171809772,0.0934016053,-0.438424749,0.00823381445
188.985,0.27595094,-0.16,1.14841913,1.64933614,-1.38144224,1.04011518,-0.176606052,0.334873186,0.226298613,-1.0997121,1.58572968,1.31869796,1.1575166,-0.175793271,0.0894264442,-0.436584451,0.00823252348
188.99,0.283451213,-0.16,1.14776746,1.64933614,-1.37733492,1.03640511,-0.185029101,0.340110492,0.229683518,-1.09903968,1.5831471,1.31669693,1.15990375,-0.179498054,0.0857239871,-0.434848412,0.00823126184
