t,feedback_sim_time,callback_monotonic_time,q0_meas,q0_command,theta,s
0,15.989999999996577,29848.497444454999,1.4084686862497797,1.4084686862497797,-4.6687887229709908e-06,-0.080001277075621907
0.0099999999999944578,15.999999999996572,29848.507539088001,1.4084631058928136,1.4084686862497797,-8.3740609190642739e-06,-0.080002452812770686
0.020000000000006679,16.009999999996584,29848.517977825999,1.4084642886656134,1.4084686862497797,-9.0395784495916329e-06,-0.080002213313280932
0.0300000000000189,16.019999999996596,29848.528528622999,1.4084644644978053,1.4084686862497797,-7.2485070910370718e-06,-0.080002269353555464
0.040000000000031122,16.029999999996608,29848.539017609,1.408464237959097,1.4084686862497797,-7.9673605161344051e-06,-0.080002278700337395
0.050000000000043343,16.039999999996621,29848.549525107999,1.4084642672640413,1.4084686862497797,-8.2488873045515985e-06,-0.080002264083475799
0.060000000000055564,16.049999999996633,29848.560207547001,1.4084643038508411,1.4084686862497797,-7.8602344064756524e-06,-0.080002272349839962
0.070000000000067786,16.059999999996645,29848.570605325,1.4084642972070778,1.4084686862497797,-7.9477490202191822e-06,-0.080002269483360838
0.080000000000080007,16.069999999996657,29848.581126845002,1.4084642784090238,1.4084686862497797,-8.0402542903775962e-06,-0.080002269877481713
0.090000000000092228,16.079999999996669,29848.591631464002,1.4084642922870618,1.4084686862497797,-7.9682921843099777e-06,-0.08000227004253764
0.10000000000010445,16.089999999996682,29848.602133747001,1.4084642919234478,1.4084686862497797,-7.9685241594637193e-06,-0.080002269968023829
0.11000000000011667,16.099999999996694,29848.612710043999,1.4084642871842483,1.4084686862497797,-7.9937396949704935e-06,-0.080002269948305921
0.12000000000012889,16.109999999996706,29848.623185167002,1.4084642895850421,1.4084686862497797,-7.9821252792621593e-06,-0.080002269961757452
0.13000000000014111,16.119999999996718,29848.633712798,1.4084642900961124,1.4084686862497797,-7.978539399975495e-06,-0.080002269975397736
0.14000000000015334,16.129999999996731,29848.644248298999,1.4084642890355583,1.4084686862497797,-7.9843020181457797e-06,-0.080002269959531649
0.15000000000016556,16.139999999996743,29848.654775028001,1.4084642893381389,1.4084686862497797,-7.9829088190539121e-06,-0.080002269963176095
0.16000000000017778,16.149999999996755,29848.665296259998,1.4084642895732269,1.4084686862497797,-7.9815184674848738e-06,-0.080002269967082582
0.17000000000019,16.159999999996767,29848.675837760999,1.4084642893587593,1.4084686862497797,-7.9826507152130337e-06,-0.080002269963836303
0.18000000000020222,16.169999999996779,29848.686350877,1.4084642893742763,1.4084686862497797,-7.9826190078116181e-06,-0.080002269964056322
0.19000000000021444,16.179999999996792,29848.696896509999,1.4084642894429016,1.4084686862497797,-7.9822346072692441e-06,-0.080002269965060102
