t_s,theta_rad,s_m,phi_L,phi_R,d_min_m,max_qdot_rad_s
2.32,0.4024123921849425,-0.12648244191823096,0.07389142678533964,0.08436621975536585,0.00816469138678825,0.17486608637475864
2.33,0.40097525175790566,-0.12635495171812586,0.0737076639658334,0.08412596146959006,0.008166200135838818,0.1752933370516352
2.34,0.39952432724131004,-0.1262233439380399,0.07353394812853359,0.08384296184788584,0.008167686571748434,0.17555058984708993
2.35,0.3980592137068748,-0.1260875311056003,0.07336029204023353,0.08351435140158175,0.008169198919254998,0.17735232792698286
2.36,0.39657952683262754,-0.12594743019979712,0.07318079439406566,0.08314676907296419,0.008170757017975448,0.17960508317287904
2.37,0.3950849026742197,-0.12580296260158297,0.07299464742602133,0.08274963939014017,0.008172364058289033,0.18195135284695407
2.38,0.3935749974362432,-0.12565405404447283,0.07280334868883066,0.08233219736638606,0.008174015654740189,0.18422734547854924
2.39,0.3920494872435455,-0.12550063456514382,0.07260731491674953,0.08190667504827619,0.00817571092677574,0.18650541162528733
2.4,0.39050806791254644,-0.12534263845403507,0.07240681108967685,0.08148240434388757,0.00817744946224058,0.1887932103338097
2.41,0.38895045472255324,-0.12518000420594744,0.0722010299185785,0.08106418713378846,0.008179234346758992,0.1911628576731328
2.42,0.38737638218707715,-0.12501267447064332,0.07198700732500576,0.08065321194390893,0.008181075750592414,0.19376263952201045
2.43,0.38578560382514887,-0.1248405960034465,0.07176263168403231,0.08024759882512629,0.008182979065958424,0.19616726536554885
2.44,0.38417789193263485,-0.12466371961584187,0.07153416362074487,0.0798466563821876,0.008184925817521116,0.19848174466745028
2.45,0.38255303735355267,-0.12448200012607523,0.07130605621678107,0.07944943919229448,0.008186880122020023,0.19949524500082472
2.46,0.3809108492513877,-0.12429539630975318,0.0710952007253217,0.07905967083211184,0.008188804675894213,0.20021560973055852
2.47,0.37925115488040806,-0.1241038708504428,0.07090399981891089,0.07868177384521008,0.008190694728395008,0.20092429691677127
2.48,0.3775737993569816,-0.12390739029027152,0.07072972760484839,0.07832184355157555,0.008192559314080161,0.2018286270032532
2.49,0.37587864543089083,-0.12370592498052684,0.07056792524592305,0.07798581400337756,0.008194413217813157,0.20304839272674013
2.5,0.3741655732566496,-0.12349944903225624,0.07041582765006746,0.07767988048876763,0.008196265636751875,0.20446277990433526
2.5100000000000002,0.3724344801648184,-0.12328794026686686,0.0702727530193078,0.07740853626663924,0.008198118858737802,0.20592321234896294
2.52,0.3706852804333207,-0.12307138016672536,0.07013602719125624,0.07717592294710815,0.008199981780460254,0.20756778329739656
2.5300000000000002,0.3689179050587586,-0.12284975382575769,0.07000462234900619,0.07698283154434651,0.00820185783068913,0.20927860726988046
2.54,0.36713230152772913,-0.12262304990004892,0.069876819811252,0.07682818330741614,0.008203752731559738,0.2111023279769919
2.5500000000000003,0.3653284335881394,-0.12239126055844299,0.0697510074446472,0.07670931354547977,0.008205652487178446,0.21205819491211808
2.56,0.36350628102052346,-0.12215438143314253,0.06960416523223097,0.07661882335004523,0.008207642282419032,0.2149702082154481
2.57,0.36166583940935737,-0.12191241157030863,0.06942226976105297,0.07654722754295111,0.008209779996910931,0.21949483545008475
2.58,0.3598071199143757,-0.12166535338066069,0.06921558402893419,0.07648427768294827,0.008212031647891124,0.2232838415164362
2.59,0.35793014904188725,-0.12141321259007617,0.06900018251450087,0.07642048565122427,0.008214343591178314,0.22592166740246222
2.6,0.35603496841609056,-0.12115599819019038,0.06879071921524878,0.07634896589593158,0.008216666674629418,0.2275036093125793
2.61,0.35412163455039075,-0.12089372238899633,0.06859805002291973,0.0762674027416961,0.008218964250486252,0.22829389707530456
2.62,0.35219021861871436,-0.12062640056144444,0.06843307593786443,0.0761756578871155,0.008221199312381215,0.2282850041233908
2.63,0.3502408062268262,-0.12035405120004242,0.06830428661261971,0.0760784472912656,0.008223342766510263,0.23038655754485937
2.64,0.34827349718364436,-0.12007669586545498,0.06821540234792332,0.07598805784630719,0.008225369471356386,0.23357178129990164
2.65,0.3462884052725571,-0.11979435913710378,0.06816879422702181,0.07591859918703454,0.008227262616057971,0.23541240195956714
2.66,0.34428565802273775,-0.11950706856376697,0.06816090197629814,0.07588110251618678,0.008229052474056767,0.23819279412506944
2.67,0.34226539648046156,-0.11921485461417926,0.06818476267893851,0.07587583021265351,0.008230762662018578,0.24141604219036772
2.68,0.3402277749804208,-0.11891775062763152,0.06823370355334185,0.0758974272286742,0.008232415139920478,0.244610794643485
2.69,0.3381729609170414,-0.11861579276457068,0.06830113417621754,0.0759379901044759,0.008234031682033427,0.24777500343808878
2.7,0.3361011345157981,-0.11830901995719945,0.06837945185056009,0.07598844327677405,0.008235637602090874,0.25090666229272696
2.71,0.33401248860453114,-0.11799747386007622,0.06846091706225702,0.07603989126223504,0.008237258799175426,0.2540038067386785
2.72,0.3319072283847615,-0.11768119880071472,0.06853892767954671,0.0760847150505743,0.00823891741974767,0.2570645141609207
2.73,0.3297855712030074,-0.11736024173018395,0.06860854124337488,0.07611933335142575,0.008240601381058215,0.25895417810011256
2.74,0.3276477463220995,-0.11703465217370784,0.068693482521121,0.07614842351123124,0.00824225176387863,0.2608054570379936
2.75,0.3254939946924976,-0.11670448218126521,0.06881480119576731,0.07618260759457379,0.008243801931367756,0.2637271345478087
2.7600000000000002,0.323324568723606,-0.11636978627818936,0.06897473950324634,0.07623423413552709,0.008245243302646114,0.2666058079125566
2.77,0.3211397320550896,-0.11603062141576811,0.06917535954540649,0.07631251224030174,0.008246567849064303,0.26943977703950406
2.7800000000000002,0.31893975932818985,-0.11568704692184334,0.06941868136091212,0.07642024806879825,0.00824776762350792,0.2722273829521171
2.79,0.31672493595704054,-0.115339124451411,0.06970225349454263,0.07655508144472159,0.008248850013491387,0.27496700777731586
2.8000000000000003,0.3144955578999837,-0.11498691793722071,0.07001799017576556,0.07671461187482245,0.008249841772234517,0.2775838200219427
2.81,0.3122519314308858,-0.1146304935403758,0.07035680760083775,0.07689511145178593,0.008250742760558464,0.27796965519732986
2.82,0.3099943729104533,-0.11426991960093286,0.0707176889331458,0.07712346155375607,0.00825158119170554,0.28048268472757876
2.83,0.30772320855754853,-0.11390526658850164,0.07108152407607118,0.07739090771593518,0.0082524274403015,0.28300165165930924
2.84,0.3054387742205062,-0.1135366070528449,0.07142986714294235,0.07766966676518686,0.008253344933938492,0.28546592425915396
2.85,0.3031414151484485,-0.11316401557447814,0.07175436486875693,0.07792838976897663,0.008254362406942559,0.28787413743529555
2.86,0.30083148576260166,-0.11278756871526936,0.07204348339153509,0.07814245836522794,0.008255519814154948,0.2902249661493883
2.87,0.2985093494276113,-0.11240734496903895,0.0722837594469456,0.07829386450995124,0.008256863591062934,0.292019638043417
2.88,0.296175378222859,-0.11202342471215943,0.07246511678597013,0.07837430070333547,0.00825842039955944,0.2925987058368884
2.89,0.29382995271377754,-0.1116358901541552,0.07261829397095422,0.07843572626535213,0.00826006586319988,0.29443814073477625
2.9,0.29147346172316735,-0.1112448252883025,0.07277330374730806,0.07855119850665694,0.0082617213663495,0.29653837428960106
2.91,0.28910630210251187,-0.11085031584222894,0.07293074880180936,0.07875835150193786,0.00826338424199102,0.29857593195339316
2.92,0.2867288785032942,-0.1104524492285136,0.07310738852633218,0.07904979787480448,0.008264995140567166,0.30054973888398173
2.93,0.28434160314831214,-0.11005131449528656,0.07333465996118317,0.07938758200679337,0.00826644282203302,0.3024587470957796
2.94,0.28194489560299496,-0.10964700227682889,0.0736277877717657,0.07974732725594555,0.008267671055847338,0.30248149923828294
2.95,0.2795391825467185,-0.10923960474417227,0.07397584079684745,0.08004826772671556,0.008268718064267749,0.3039853620186994
2.96,0.27712489754412195,-0.10882921555569898,0.07437202187174986,0.0802282869088686,0.008269635234162428,0.30530252448432993
2.97,0.2747024808164227,-0.10841592980774155,0.07480401789689492,0.08026806459941332,0.008270438167505518,0.30688715587998683
2.98,0.2722723790127335,-0.1079998439851826,0.07524201234722565,0.08019477657687281,0.008271230869626962,0.3084551462466445
2.99,0.269835044981377,-0.10758105591205462,0.07565367580311427,0.08006230529111241,0.008272122237122006,0.3099536369555178
3.0,0.2673909375412031,-0.10715966470213983,0.07600288888359497,0.07992963640198474,0.00827323377769402,0.3096923650426797
3.0100000000000002,0.26494052125290335,-0.10673577070956985,0.07627422374593149,0.07985821606304859,0.008274618717730747,0.31064203979362937
3.02,0.2624842661903285,-0.10630947547942568,0.07647618608003537,0.07988983546562856,0.008276248659396775,0.31192370837151984
3.0300000000000002,0.2600226477118027,-0.10588088169833727,0.07662787991961519,0.0800281214033476,0.008278033020687553,0.3128078283811675
3.04,0.25755614623144085,-0.10545009314508352,0.07676256325947176,0.08025093636189018,0.008279874246441657,0.3138223073120283
3.0500000000000003,0.2550852469904637,-0.10501721464119193,0.07690386664042304,0.08052017619546864,0.00828170127624962,0.3148900689785794
3.06,0.25261043982851406,-0.10458235200153851,0.07707079387655535,0.08077766686391447,0.008283448181696941,0.31388569987798043
3.0700000000000003,0.2501322189549724,-0.10414561198494744,0.07728262045340667,0.08102726348389301,0.008285048672400534,0.31472244908052893
3.08,0.24765108272027345,-0.10370710224479104,0.07753745827743838,0.08126364251312229,0.008286508149276606,0.3155679715530768
3.09,0.2451675333872211,-0.10326693127958941,0.07782293721022139,0.08149021520458523,0.008287867936750116,0.31633928154106705
3.1,0.2426820769023052,-0.10282520838361026,0.07813874815510641,0.08171392284978542,0.008289104173526646,0.31672607580517376
3.11,0.2401952226670171,-0.1023820435974688,0.0784805130484892,0.0819173260051048,0.008290243060177182,0.3166521034178471
3.12,0.23770748330916547,-0.1019375476587274,0.07883689195768963,0.08208167456269624,0.008291334643447003,0.31569526339463305
3.13,0.23521937445419253,-0.10149183195249552,0.07918333814399373,0.08219401849612953,0.008292462691388367,0.31617092704208094
3.14,0.23273141449648949,-0.10104500846202936,0.07949816974731218,0.08228179998176532,0.008293701399636262,0.31657114912249096
3.15,0.23024412437071307,-0.1005971897193318,0.07976090899588596,0.08237528458416822,0.008295121109831943,0.3168957044008547
3.16,0.22775802732310066,-0.10014848875575207,0.0799456212615041,0.08250973730992886,0.00829681591351166,0.3171444418408109
3.17,0.2252736486827871,-0.09969901905258566,0.08004328368384447,0.0827085476712546,0.008298803769571565,0.31566744751174713
3.18,0.2227915156331197,-0.09924889449167398,0.08008524920129273,0.08295668357696745,0.008300962624754198,0.3149439770171458
3.19,0.22031215698297493,-0.0987982293060043,0.08010602399801425,0.08323121532511327,0.00830319179239936,0.3149731791614041
3.2,0.21783610293807368,-0.09834713803030946,0.08012108393108062,0.08350949392367515,0.008305440240409651,0.3149265496750875
3.21,0.21536388487229788,-0.0978957354516677,0.08014417290316485,0.08376115782831225,0.008307662474683158,0.31480400537327036
3.22,0.21289603509900545,-0.09744413656010237,0.08019084083942286,0.08395419435754779,0.008309807132467173,0.31436389817869337
3.23,0.21043308664234736,-0.09699245649918188,0.0802685351725813,0.08408421643723163,0.008311850020529815,0.3123809907362718
3.24,0.20797557300858235,-0.09654081051661935,0.08037744788314737,0.08423758496709528,0.008313767830997175,0.3117530150018366
3.25,0.20552402795739402,-0.09608931391487252,0.08051408079780227,0.08445575403228762,0.008315578045991404,0.3111459534819838
3.2600000000000002,0.20307898527320561,-0.09563808200174342,0.0806767901205603,0.08473910681151214,0.008317299501773394,0.3106572782335615
3.27,0.200640978536497,-0.0951872300409783,0.08087854567311294,0.08508357282907131,0.008318888949431731,0.31009354627742347
3.2800000000000002,0.19821054089511958,-0.09473687320286733,0.08113159370936043,0.08548124353580537,0.008320306338069038,0.30835368868895596
3.29,0.19578820483561293,-0.09428712651484443,0.08143670068449863,0.0859117885696924,0.0083215482223102,0.30686380069899766
3.3000000000000003,0.1933745019545203,-0.09383810481208704,0.0817871712460328,0.08633301250815752,0.00832263521221819,0.30608449784665925
3.31,0.19096996272970507,-0.09338992268811602,0.08217661849550494,0.08671940645382169,0.00832357314006338,0.3050303070510685
3.3200000000000003,0.18857511629166554,-0.09294269444539523,0.08258847912169584,0.08702702408835652,0.008324410594975344,0.3038335476821974
3.33,0.18619049019485231,-0.09249653404593158,0.0829852767135162,0.08719199475080136,0.008325289944061894,0.3028250837315616
3.34,0.18381661018898315,-0.09205155506187465,0.08332802606142649,0.08721176617434144,0.008326341028649126,0.299968448757415
3.35,0.18145399999035886,-0.09160787062611653,0.08356672589994558,0.0870735907520157,0.008327726257665034,0.2988396429562501
3.36,0.17910318105318013,-0.09116559338289162,0.08367152860715577,0.08681888360185444,0.008329543801010707,0.29763909324369564
3.37,0.17676467234086243,-0.09072483543837648,0.0836446180425264,0.08648054897440492,0.008331786423112048,0.29636721605319494
3.38,0.17443899009735264,-0.09028570831128953,0.08349168848690168,0.08609641727646708,0.008334433962564976,0.29500541543903136
3.39,0.17212664761844426,-0.08984832288349089,0.08324297515187935,0.08569530442943692,0.008337357514478602,0.2925465384163273
3.4,0.16982815502309423,-0.0894127893505822,0.08295963402350025,0.08524657345963538,0.008340387324171535,0.2899541261890404
3.41,0.16754401902473787,-0.08897921717250634,0.08267410569336789,0.08479446746064245,0.008343414334445385,0.2884206363980679
3.42,0.1652747427026055,-0.08854771502414739,0.08241898126412707,0.08432997027067363,0.008346330490089074,0.2868186883344226
3.43,0.1630208252730379,-0.08811839074593016,0.08221817518562602,0.08383673868728697,0.008349056260971157,0.28514891110136276
3.44,0.16078276186080281,-0.08769135129442027,0.08210228407966497,0.0832937577146095,0.008351489983334218,0.28341199431280995
3.45,0.15856104327040998,-0.08726670269292366,0.08208995597036846,0.08268418185068191,0.008353570806846126,0.2807171070605907
3.46,0.15635615575742784,-0.08684454998208674,0.08218715799572236,0.08204698744816602,0.008355267886723283,0.2779801591780151
3.47,0.154168580799799,-0.08642499717049582,0.08238662591735191,0.08144972538230837,0.008356592883039797,0.27575948257005933
3.48,0.15199879486915635,-0.08600814718527713,0.08268486626977391,0.08093932207329095,0.008357577546088828,0.2737813981818382
3.49,0.1498472692021388,-0.08559410182269653,0.08308297909396059,0.08049077321430564,0.00835821762676577,0.27173995158145114
3.5,0.14771446957170753,-0.08518296169875937,0.0835643188801623,0.08007958596227586,0.008358567548849258,0.2696359749583044
3.5100000000000002,0.14560085605846135,-0.08477482619981022,0.08410280346470243,0.07967743859281659,0.00835871457990851,0.2666323101045531
3.52,0.14350688282195312,-0.08436979343313267,0.08463725797431833,0.07925820381967247,0.008358860257297306,0.2637392176386477
3.5300000000000002,0.14143299787200536,-0.08396796017754914,0.08510204590456849,0.07878464305428684,0.008359219952391077,0.2614681277548714
3.54,0.13937964284002646,-0.08356942183402077,0.0854450660158909,0.0782297456416291,0.008359962176335497,0.259086190424096
3.5500000000000003,0.13734725275032594,-0.08317427237624701,0.08562744984468734,0.07759306264696539,0.008361193501814423,0.2563234897194233
3.56,0.1353362557914315,-0.08278260430126562,0.08561457495678039,0.07687866650177062,0.008363053686665227,0.2538858042328451
3.5700000000000003,0.1333470730874035,-0.08239450858005226,0.08540951486684205,0.07611148990346016,0.008365533230559098,0.251011271253776
3.58,0.13138011846915226,-0.0820100746081206,0.08504791073508383,0.0753238143551153,0.00836851539467053,0.24745746957024473
3.59,0.12943579824575285,-0.0816293901561217,0.08458138875670554,0.07455155664710224,0.008371826752679907,0.24487144015086226
3.6,0.1275145109757616,-0.08125254132044413,0.084060923811121,0.07380931486962258,0.008375298316244876,0.24223274228221126
3.61,0.12561664723853222,-0.0808796124738137,0.08353167060769917,0.0730962807836932,0.008378780326024135,0.23954252383111552
3.62,0.12374258940553085,-0.08051068621589308,0.08304710557691576,0.07239838469428837,0.008382095471799841,0.23680197434321482
3.63,0.1218927114116527,-0.08014584332388186,0.08264318319976154,0.07171141396863281,0.008385120470720875,0.23395170135407373
3.64,0.1200673785265381,-0.07978516270311617,0.08234284508049312,0.07104211453003705,0.008387763124306143,0.23002479413563037
3.65,0.11826694712588748,-0.07942872133766851,0.08216221277609292,0.07050002209497512,0.008389991094822191,0.22665111787016912
3.66,0.11649176446277815,-0.07907659424094751,0.08212451715728093,0.07008568704714895,0.008391725938707061,0.2237461777702121
3.67,0.11474216843898,-0.07872885440629787,0.08224181954523374,0.06976075240066171,0.008392927465183383,0.2207969933323506
3.68,0.11301848737627135,-0.0783855727576,0.08251987387200643,0.06946406144304097,0.008393576378374155,0.21780478484956234
3.69,0.1113210397877546,-0.07804681809986982,0.08293102754054417,0.06918031233949483,0.008393763934335708,0.21477078056926224
3.7,0.10965013414917257,-0.07771265706985869,0.08341596020160069,0.0688934752031219,0.008393686171881572,0.21169629728645667
3.71,0.10800606867022416,-0.07738315408665314,0.08389762615559448,0.06856689893295885,0.00839359880412994,0.20818221653786662
3.72,0.1063891310658805,-0.07705837130227453,0.08431643060182978,0.06816180420694769,0.008393699607715532,0.204320091757082
3.73,0.10479959832770047,-0.07673836855227903,0.08462033522089768,0.06767472806973279,0.008394158586495304,0.2011519326097666
3.74,0.10323773649514684,-0.07642320330635738,0.08476796167211431,0.06713640598235548,0.008394577539779843,0.197623033469152
3.75,0.10170380042690219,-0.07611293061893462,0.08471984823125239,0.0665824814292592,0.008395589113658978,0.19437717260670784
3.7600000000000002,0.10019803357218499,-0.07580760307976989,0.08446945580544707,0.06603896809397163,0.008397239750864233,0.19111740492148144
3.77,0.09872066774206523,-0.07550727076455632,0.08405048117863771,0.06551256624637068,0.008399415158389729,0.18782766967921916
3.7800000000000002,0.09727192288078007,-0.07521198118552064,0.08351600197034713,0.06501714039249243,0.008401938520627757,0.18450953620330335
3.79,0.09585200683705059,-0.07492177924202327,0.08292748267653223,0.0645592612459314,0.008404643100702595,0.18090279046754087
3.8000000000000003,0.0944611151353969,-0.07463670717115783,0.08234134456964966,0.06414877949869158,0.008407416503781481,0.17684112942575325
3.81,0.09309943074745458,-0.07435680449835103,0.08181292000117536,0.06377956328568878,0.008409988488417277,0.1734660328694737
3.8200000000000003,0.09176712386329017,-0.07408210798796244,0.08140095705988641,0.06343747540963711,0.00841216912844583,0.17006923282052444
3.83,0.09046435166271732,-0.07381265159388455,0.08114022843430574,0.0631062587781799,0.008413847833621285,0.1666524636866562
3.84,0.08919125808661293,-0.0735484664101421,0.08103785656981925,0.0627790529712093,0.008415004334359695,0.16321745706187052
3.85,0.08794797360823214,-0.07328958062149221,0.08108356008429836,0.06245551016768337,0.00841567464849403,0.15976595777043023
3.86,0.08673461500452562,-0.07303601945402405,0.08127810630605381,0.062153551519195445,0.008415301446220571,0.1561794925479143
3.87,0.08555128512745447,-0.07278780512575872,0.08154950654723507,0.061877427712361224,0.008414001652474285,0.1525535745400708
3.88,0.08439807267530625,-0.07254495679724898,0.08178693018511694,0.061585492674539694,0.008412847062782907,0.1490706765494343
3.89,0.08327505196401114,-0.07230749052217904,0.08192895118270827,0.06119747624387861,0.00841207386523248,0.14495041367039718
3.9,0.08218228269845773,-0.07207541919796433,0.08192897919624216,0.06071479809125782,0.008411774756001566,0.1413224290006676
3.91,0.08111980974380945,-0.07184875251635142,0.0817449961422301,0.060178210722560896,0.008412058988023502,0.1378357452732848
3.92,0.08008766289681929,-0.07162749691401771,0.08134823316766984,0.05961538721462609,0.008413003906999457,0.1343456360986206
3.93,0.07908585665714646,-0.07141165552317122,0.08075779140054352,0.05902263265689732,0.008414538872602477,0.1308541623684878
3.94,0.07811438999867304,-0.07120122812215048,0.08003176117374666,0.05842691442584516,0.008416477014124206,0.12736336430443362
3.95,0.07717324614081794,-0.07099621108602405,0.07922603664978511,0.05787761992430212,0.00841882583949964,0.12387531813651265
3.96,0.07626239231985521,-0.0707965973371909,0.07840053854568965,0.05741023268205943,0.008421254067590764,0.12283210277866594
3.97,0.07538177956022751,-0.07060237629597954,0.07760725226312049,0.05702324884598973,0.008423564328826953,0.11836570042962817
3.98,0.07453134244586429,-0.07041353383124811,0.07690129015653498,0.056707219636346125,0.008425581773097683,0.11344614884893911
3.99,0.07371099889149585,-0.07023005221098431,0.07631745589955813,0.05645627123890343,0.008427200280735129,0.1099891428922195
4.0,0.07292064991397046,-0.070051910052905,0.07584971276170677,0.05625242632934722,0.008428446193541897,0.10654546384101238
4.01,0.07216017940356961,-0.06987908227505604,0.07546941620356507,0.05606668327124687,0.00842941697809594,0.10273185154812126
4.0200000000000005,0.07142945389532424,-0.06971154004641207,0.07514124991431004,0.05586661396203461,0.00843022919283134,0.09917337726730313
4.03,0.07072832234033072,-0.06954925073747642,0.0748337001731909,0.055631445894296194,0.008430985094536833,0.09580033551832567
4.04,0.07005661587706657,-0.06939217787088071,0.07450754478632575,0.05534923531701687,0.008431809252239712,0.0924494446452151
4.05,0.06941414760270592,-0.06924028107198486,0.07412157278566724,0.05500960459587994,0.008432890819497144,0.08903089085368077
4.0600000000000005,0.06880071234443647,-0.06909351601947666,0.07367932046822374,0.054608273847306994,0.008434258837392152,0.08568245954789777
4.07,0.06821608643077481,-0.06895183439597183,0.07319113210833733,0.054165309962163594,0.00843581815403645,0.08241930810979348
4.08,0.06766002746288219,-0.06881518383861351,0.0726592326822049,0.053728194969053296,0.008437526504447235,0.07918761435874444
4.09,0.06713227408588024,-0.06868350788967237,0.07207879058144158,0.05332553979596021,0.008439399310093264,0.07976100683037383
4.1,0.06663254576016786,-0.06855674594714617,0.07145615850634045,0.05295387763185325,0.008441414948919167,0.08148634013821696
4.11,0.06616054253273629,-0.06843483321535954,0.07081230216718382,0.05260980078605833,0.00844350400674107,0.08154004031194743
4.12,0.06571594480848542,-0.06831770065556406,0.0701508037658698,0.05229996633371236,0.008445655088628858,0.08132511444673123
4.13,0.06529841312153872,-0.06820527493653779,0.0694758673297531,0.052033792600314044,0.00844785492536173,0.08079299087474077
4.14,0.06490758790656082,-0.06809747838518508,0.06880091200641458,0.05180795658035102,0.0084500602640682,0.07920342301830918
4.15,0.06454308927007246,-0.0679942289371365,0.06814681856951778,0.05162070313123884,0.008452203906434145,0.07595814424282248
4.16,0.06420451676176603,-0.06789544008734857,0.06752083345375125,0.051471130681502546,0.008454383730948645,0.07216984144464561
4.17,0.06389144914582201,-0.0678010208407035,0.06691978187359039,0.051345657181273124,0.00845651259573077,0.06865468073468835
4.18,0.06360344417222519,-0.06771087566260903,0.06634937458730404,0.05122870007185163,0.008458544724668653,0.06470665278418639
4.19,0.06334003834808039,-0.0676249044295982,0.06582005896664327,0.051113771739228535,0.008460445025702314,0.05994924977531166
4.2,0.06310074670892718,-0.0675430023799294,0.06533673384285633,0.051012093449289815,0.008462197741832303,0.05483048086038535
4.21,0.06288506259005738,-0.06746506006418557,0.06489075101970797,0.05093240209976108,0.008463833975691925,0.05044195056423326
4.22,0.06269245739783069,-0.06739096329587471,0.06446922843403284,0.05086850291238995,0.008465399210451528,0.04712387341750217
4.23,0.06252238038099028,-0.06732059310202901,0.06406001263356868,0.05080645780898528,0.00846693613098925,0.04481659259168852
4.24,0.0623742584019778,-0.06725382567380528,0.06365156768879954,0.05073831492690267,0.008468485012919302,0.04347217366733776
4.25,0.062247495708250944,-0.06719053231708426,0.0632322434528089,0.05066617298992249,0.008470086341390787,0.044024231173739325
4.26,0.06214147370359868,-0.06713057940307057,0.06279598553723756,0.05059646126003834,0.008471761157261266,0.045313052392367825
4.2700000000000005,0.06205555071945723,-0.06707382831889257,0.06235533385596338,0.0505374704942097,0.008473466328942159,0.045361246043046366
4.28,0.06198906178622471,-0.06702013541820215,0.061920764726243055,0.05049834298090908,0.008475205043110718,0.04438048693379826
4.29,0.06194131840457956,-0.06696935197177431,0.06149187307863597,0.05047895340369913,0.008477001801050026,0.04345614243434215
4.3,0.06191160831679415,-0.06692132411810742,0.06106418062991563,0.05046907138520518,0.008478809813027868,0.042984522389202806
4.3100000000000005,0.061899195278052765,-0.06687589281402237,0.060642540753475464,0.050460681052982265,0.008480611282179178,0.04204183641449977
4.32,0.06190331882776462,-0.06683289378526304,0.06023953002004985,0.050460438456830244,0.008482359941602643,0.03985679714451629
4.33,0.061923431589663555,-0.06679219056981293,0.05985536968394283,0.05047885937940017,0.008484055182162725,0.037659855837277045
4.34,0.06196042824810132,-0.06675384673826609,0.05949087287358109,0.05051798413715013,0.008485695654633491,0.035363569277813145
4.3500000000000005,0.062015724147350966,-0.066717999830521,0.059153222712344564,0.0505721040917343,0.008487257067531308,0.032777590568833226
4.36,0.06209069095728586,-0.06668478318836783,0.058852124466217196,0.050639550444648275,0.008488705736515776,0.029494919087014182
4.37,0.06218665595524449,-0.06665432583814142,0.05859083729854885,0.05071911066628681,0.008490031581048852,0.025965858124354924
4.38,0.0623049024480917,-0.06662675253175036,0.05836762076302532,0.05080341081924425,0.008491242811114973,0.023652012785246868
4.39,0.062446670194279984,-0.06660218378770619,0.058189684860996044,0.050886754932325945,0.008492314479599625,0.02077396505677509
4.4,0.06261315582591076,-0.0665807359321524,0.0580656132480419,0.0509703497830561,0.00849321632674403,0.017212526993515276
4.41,0.06280551327079562,-0.0665625211398937,0.05799544008740324,0.05105773317020075,0.008493949404004417,0.017842094896014515
4.42,0.06302485417451761,-0.06654764747542496,0.057970952194888216,0.05114312253052057,0.00849454508192712,0.018809496551751292
4.43,0.06327224832249255,-0.06653621893396056,0.05798427049333097,0.05121742452585758,0.008495033424977358,0.019041085707213745
4.44,0.06354872406203028,-0.06652833548246323,0.05803145424492524,0.05128115437084497,0.008495429837848255,0.01936179230531826
4.45,0.06385526872439586,-0.0665240931006734,0.05810690433747934,0.0513388945148109,0.008495755797405429,0.02114071840689756
4.46,0.06419282904687096,-0.06652358382213822,0.05820524027367921,0.05139283269385495,0.008496031933060906,0.024697824243329752
4.47,0.06456231159481507,-0.06652689577524067,0.05832549795305224,0.05144289906926141,0.008496262380270566,0.028226652779180655
4.48,0.06496458318372686,-0.0665341132242287,0.058474042096937615,0.051495796512790626,0.008496423742188258,0.032312163214386416
4.49,0.06540047130130522,-0.06654531661024435,0.05865478514024856,0.05156103257180811,0.008496501448352737,0.03675563232588448
4.5,0.06587076452951082,-0.06656058259235288,0.058866374551149625,0.05164218471942157,0.008496500393700453,0.04113323892508715
4.51,0.06637621296662724,-0.06657998408857185,0.05910695500934364,0.05173979460119889,0.008496427225133343,0.04540274428979085
4.5200000000000005,0.0669175286493223,-0.0666035903169003,0.05937754318380596,0.05185945041801468,0.008496277620929225,0.0497921525277778
4.53,0.06749538597470915,-0.06663146683634777,0.05967785761022808,0.05201191776755885,0.008496051944256185,0.05419552654691573
4.54,0.06811042212240784,-0.06666367558796352,0.05999767923990132,0.05220298794421986,0.008495788165971432,0.057815441686482824
4.55,0.06876323747660638,-0.06670027493586561,0.06032499445864798,0.05243459997556791,0.008495531435879757,0.06050665963272944
4.5600000000000005,0.06945439604812217,-0.06674131970827,0.060654918516817105,0.05271106517731831,0.008495300110721422,0.06283817630561468
4.57,0.07018442589646297,-0.06678686123851969,0.06098496852705122,0.05303835893839285,0.008495159899060528,0.06506818480260662
4.58,0.07095381955188858,-0.06683694740611386,0.06133781745361031,0.05341663839153633,0.008495027201234486,0.06914516870520429
4.59,0.07176303443747187,-0.06689162267773689,0.06173630193138362,0.05383716705113337,0.008494757738217657,0.07500930262792915
4.6000000000000005,0.07261249329116015,-0.06695092814828764,0.06217859816999973,0.054295945380326956,0.008494377711785975,0.08074859898372748
4.61,0.07350258458783619,-0.06701490158190841,0.06266187870206179,0.05479131652831718,0.008493966009821285,0.08627634979386026
4.62,0.07443366296137995,-0.06708357745301416,0.06318017239944877,0.05531919230565115,0.008493459126203999,0.09135399479963321
4.63,0.07540604962672946,-0.06715698698732159,0.06372629490943493,0.05587561991855189,0.008492880904346235,0.09587522694917382
4.64,0.07642003280194233,-0.06723515820287825,0.06427887645812573,0.05645139044940158,0.008492308458263596,0.09870431704430346
4.65,0.07747586813025695,-0.0673181159510917,0.06481675637217106,0.05704515955269023,0.00849181970479693,0.09985679916259797
