t,sim_time,theta_ref,s_ref,theta_meas,s_meas,theta_dot,s_dot,phi_L,phi_R,phase_rms_L,phase_rms_R,action_L,action_R,executed_action_L,executed_action_R,intervened,candidate_phi_L,candidate_phi_R,lut_clearance,max_joint_speed,compute_ms,joint_tracking_max,grasp_position_L,grasp_position_R,grasp_rotation_L,grasp_rotation_R,status,stage,has_command,q_meas_0,q_meas_1,q_meas_2,q_meas_3,q_meas_4,q_meas_5,q_meas_6,q_meas_7,q_meas_8,q_meas_9,q_meas_10,q_meas_11,q_meas_12,q_meas_13,q_cmd_0,q_cmd_1,q_cmd_2,q_cmd_3,q_cmd_4,q_cmd_5,q_cmd_6,q_cmd_7,q_cmd_8,q_cmd_9,q_cmd_10,q_cmd_11,q_cmd_12,q_cmd_13
0.78,27.674,0.009414009246,-0.07858490854,0.007419341626,-0.0787192954,0.0464205441,0.002937216567,0.03184713601,0.002400015734,0.0004808542458,0.0003507959215,0.3757567704,0.2859883606,0.3757567704,0.2859883606,0,0.03748348757,0.006689841144,0.00839885691,0.5883733042,0.13016,0.003690362046,0.0001848623315,4.858810338e-05,0.001427755784,0.001048407944,ok,4,1,1.409372996,1.58881874,-1.406277125,1.572074814,0.06695083646,0.02003408953,0.1488797089,-1.366394663,1.601029041,1.271037434,1.494359426,-0.01061201338,0.05881435123,-0.5679745472,1.409229744,1.584441501,-1.400393392,1.572147558,0.06185807207,0.01999315001,0.1546874596,-1.367664939,1.603848957,1.275199651,1.495443412,-0.01491121308,0.05814519535,-0.5638127361
0.79,27.684,0.009524694676,-0.07856830573,0.009990864781,-0.07869025542,0.08071747251,0.002114681095,0.03240230164,0.002859069144,0.0006028169816,0.0004769225292,0.4954973757,0.3196273744,0.2477486879,0.1598136872,1,0.03983476227,0.00765347976,0.008404161995,0.4270550789,0.208833,0.005608246748,0.0003961214366,5.041056022e-05,0.001884790118,0.001457623128,ok,4,1,1.409556791,1.588623963,-1.404732271,1.571758194,0.0666132644,0.0199259155,0.1490792128,-1.366357694,1.601243627,1.271694961,1.494752806,-0.01124593033,0.05883012088,-0.5675686372,1.409494604,1.585656332,-1.4017673,1.572177102,0.06296885839,0.02012478795,0.1533497636,-1.367360586,1.602674204,1.273743016,1.495549731,-0.01377011469,0.05804165062,-0.5651515086
0.8,27.694,0.009635004084,-0.07855175931,0.00925763013,-0.07867281782,-0.0663782487,0.0006397523897,0.03281543414,0.003148575962,0.0001807972687,0.000131419179,-0.2000659853,0.3184580505,-0.2000659853,0.3184580505,0,0.02981444436,0.007925446719,0.008428217373,0.4615586447,0.118229,0.003517038968,0.0001626051041,7.082683563e-05,0.0005308821192,0.0004235044333,ok,4,1,1.409545569,1.588355549,-1.404762167,1.571819644,0.06613169943,0.01996044342,0.1498327246,-1.366463113,1.601363437,1.271771008,1.494854491,-0.0116490406,0.0586825816,-0.5671993457,1.410467303,1.591117526,-1.408067443,1.572206519,0.06827711104,0.02058316334,0.1470765718,-1.368040881,1.604717881,1.276386594,1.495655682,-0.01607060018,0.05799258591,-0.5626170771
0.81,27.704,0.009744933117,-0.07853526996,0.008372055278,-0.07868920659,-0.04779394292,0.001806653819,0.03252348452,0.003725346443,0.0003320194898,0.0002159400158,0.2315518856,-0.007635001093,0.2315518856,-0.007635001093,0,0.03599676281,0.003610821427,0.00840520325,0.389901071,0.096081,0.004115847058,0.0003344343415,6.459288066e-05,0.001057466905,0.0005923795614,ok,4,1,1.409543393,1.588314351,-1.405812033,1.572011285,0.06622079325,0.02008224874,0.1498279851,-1.366806681,1.601749714,1.272420288,1.494767775,-0.01204431894,0.05854941832,-0.5667329242,1.409643073,1.585844695,-1.401913023,1.572235884,0.06297390644,0.0202212924,0.1532802131,-1.367044452,1.60128313,1.272050909,1.495761262,-0.01251186391,0.05785118833,-0.5666763311
0.82,27.714,0.009854477433,-0.07851883831,0.008775327317,-0.07862578016,0.03579757513,0.002398035171,0.03294571847,0.003732995981,0.0001197791968,0.0001660015769,-0.1562680304,0.2907757759,-0.1562680304,0.2907757759,0,0.03060169802,0.008094632619,0.008425753288,0.4395120846,0.142845,0.003462204731,9.803892758e-05,0.0001567243636,0.0003766502438,0.000596200106,ok,4,1,1.409557395,1.588012237,-1.404696588,1.572093623,0.06605765459,0.02011883192,0.1498180084,-1.366733584,1.601783634,1.272113021,1.494896879,-0.01223448286,0.0584611684,-0.5665205486,1.41048645,1.590523735,-1.407306173,1.572265103,0.06750922618,0.02061706209,0.1479151146,-1.368160364,1.604751103,1.276508141,1.495866466,-0.01633458881,0.05782718585,-0.562428235
0.83,27.724,0.009963632709,-0.07850246502,0.009015653327,-0.07865196009,0.002871966211,0.001368560419,0.03267134124,0.004234804604,8.534874902e-05,8.056636091e-05,-0.04389889166,0.1727495342,-0.04389889166,0.1727495342,0,0.03201285786,0.006826047618,0.00842053116,0.2734996755,0.163011,0.003828584249,9.792192145e-05,7.43062233e-05,0.0002039015821,0.0002000246909,ok,4,1,1.409680711,1.588334188,-1.405304007,1.572038509,0.06608609165,0.02013968699,0.1498173407,-1.366973927,1.602086371,1.272927728,1.494993813,-0.01259586784,0.05839371387,-0.5662568193,1.410352255,1.589351181,-1.405910798,1.572294248,0.06626112185,0.02056417782,0.1493510841,-1.367894903,1.603706239,1.275216732,1.49597129,-0.0153308646,0.05772678324,-0.5636117236
0.84,27.734,0.01007239463,-0.07848615073,0.009075210783,-0.07861782987,0.01276445613,0.002483561611,0.03259859131,0.004540555117,5.560014143e-05,7.635278656e-05,0.3649866879,0.3220418394,0.3649866879,0.3220418394,0,0.03807339163,0.009371182708,0.008398443533,0.5755612738,0.14874,0.002371835047,2.465043667e-05,1.619552988e-05,7.171221039e-05,0.000244852058,ok,4,1,1.409752875,1.588429723,-1.405270424,1.572081168,0.06614615229,0.020200363,0.1496772817,-1.367070244,1.602236834,1.273116152,1.495143477,-0.01295902955,0.05833310915,-0.5658641648,1.409534496,1.584184877,-1.399877626,1.572323276,0.06106315692,0.02022144008,0.1554328944,-1.368541795,1.605655278,1.277736184,1.49607573,-0.01752703317,0.05768157368,-0.5611935947
0.85,27.744,0.01018075892,-0.07846989609,0.01046188565,-0.07860107337,0.01284971334,0.002360877049,0.0331771934,0.005071689158,0.0004996946528,0.0003563268227,0.2208499461,-0.05087125301,0.2208499461,-0.05087125301,0,0.03648994259,0.004308620363,0.008404562608,0.3755637346,0.124782,0.005312212455,0.0002824895226,6.785439204e-05,0.00153273536,0.001073780597,ok,4,1,1.409813235,1.588171963,-1.404204877,1.571916507,0.06564715555,0.02013191271,0.150120682,-1.367152956,1.602549313,1.273751547,1.495410182,-0.01355317732,0.05831225464,-0.5653749867,1.409829755,1.585586543,-1.401468914,1.572352194,0.06236003237,0.0203656206,0.1538763193,-1.367367998,1.601632093,1.272653914,1.496179782,-0.01333898716,0.05752671793,-0.5659607567
0.86,27.754,0.01028872128,-0.07845370174,0.009186340121,-0.07855554708,-0.02742023548,0.001227084973,0.03357866481,0.005027934084,0.0001307129133,0.0002064672899,-0.05189402774,0.3171820343,-0.05189402774,0.3171820343,0,0.03280025439,0.009785664598,0.008418447846,0.4847022111,0.143722,0.003093842007,5.805437858e-05,0.0002045005354,0.0002962163513,0.0007243705386,ok,4,1,1.409780516,1.587831449,-1.404243813,1.572151353,0.06523782943,0.02021666839,0.1507824773,-1.367153596,1.602589291,1.273256289,1.495380148,-0.01362189238,0.05812159026,-0.5652154994,1.410431914,1.588797795,-1.405160829,1.572381004,0.06544606234,0.02064295872,0.1502149045,-1.368717348,1.605883315,1.278103311,1.496283442,-0.01799529589,0.05752404496,-0.5607731344
0.87,27.764,0.01039627745,-0.07843756831,0.00950942315,-0.07859228418,-0.02007872181,0.00114400131,0.03351429236,0.005580175101,0.0001685651369,0.0001005631384,0.114714101,-0.04929915443,0.114714101,-0.04929915443,0,0.03523500388,0.004840687785,0.008409768153,0.1965007173,0.146749,0.004179543753,0.0002374845692,0.0001116404654,0.0004829193293,0.0002708035548,ok,4,1,1.409820441,1.587703227,-1.404709141,1.572158045,0.06513395044,0.02024899967,0.1508708466,-1.367473939,1.602909894,1.274211392,1.495412427,-0.01398308589,0.05805474543,-0.5649526781,1.410140639,1.586746644,-1.402744134,1.572409703,0.06332963657,0.02053196415,0.1526734246,-1.367572987,1.601951554,1.273139008,1.496386706,-0.01390500086,0.05736895575,-0.5654301017
0.88,27.774,0.0105034232,-0.07842149645,0.009080675311,-0.07853171925,0.02153158814,0.002313513096,0.03375062611,0.005520366536,0.0002025843087,0.0002514894436,0.2530283928,-0.05392460153,0.2530283928,-0.05392460153,0,0.037546052,0.004711497513,0.00840153359,0.4129104437,0.296243,0.00179423437,1.409175487e-05,0.0001151831982,0.000444160554,0.0008656281452,ok,4,1,1.409816592,1.587567337,-1.404153753,1.572293234,0.06502368981,0.02032850171,0.1508791902,-1.367448893,1.602854937,1.273792856,1.495515598,-0.01407303535,0.05796174188,-0.5647839064,1.4098672,1.584801581,-1.400450872,1.572438292,0.06131877616,0.02042886254,0.1550082947,-1.36758029,1.601801388,1.272986722,1.49648957,-0.01385599332,0.05728517503,-0.5655381612
0.89,27.784,0.01061015429,-0.07840548678,0.009712359677,-0.07851597298,0.03535197472,0.000394981533,0.03416882234,0.005428473781,0.0001044669357,9.058422585e-05,0.05861520022,-0.1971589327,0.05861520022,-0.1971589327,0,0.03504805034,0.002471089791,0.008411037644,0.3009365537,0.154708,0.003725173682,0.0001559612377,0.0001086608979,0.0003931824198,0.0002775578673,ok,4,1,1.409863763,1.587405848,-1.403500169,1.572261971,0.06464021138,0.0203105412,0.151283121,-1.367420057,1.602797399,1.273733889,1.495648489,-0.01406276893,0.05787727932,-0.5649134107,1.410294768,1.586988461,-1.402953864,1.57246677,0.0633926065,0.02062987633,0.1525373826,-1.367078981,1.599994456,1.270724524,1.496592029,-0.01203480866,0.05717357888,-0.5676408422
0.9,27.794,0.0107164665,-0.07838953995,0.009289258827,-0.07850278073,0.0209974809,0.0001352853091,0.0342805758,0.005106720399,0.000231999447,0.0002332209464,0.4967922866,0.0550378114,0.2483961433,0.0275189057,1,0.0417324601,0.00593228757,0.008400400849,0.3902928891,0.103841,0.002641989783,5.979140015e-05,0.0001089392797,0.0006298748582,0.0007429802411,ok,4,1,1.40990513,1.587283824,-1.403745908,1.572354455,0.06445033185,0.02036927046,0.1516161786,-1.36741708,1.602513061,1.273366513,1.495695143,-0.01381925966,0.05775867553,-0.5652233926,1.409926473,1.58448673,-1.400014912,1.572495134,0.06083260197,0.02048574222,0.1555191075,-1.367850803,1.602338744,1.273748135,1.496694079,-0.01465231682,0.0571332775,-0.5647469379
0.91,27.804,0.01082235564,-0.07837365658,0.01041140873,-0.07851482935,0.01581196131,0.00096746121,0.03469734678,0.005122290207,0.0002048839997,0.0001501116731,0.4125846326,0.0002059303079,0.4125846326,0.0002059303079,0,0.04088611627,0.005125379162,0.008390656791,0.6477336169,0.14397,0.003574659643,5.143197145e-05,0.0001086796675,0.0005976340877,0.0004827212705,ok,4,1,1.409940382,1.586966767,-1.403121786,1.572225993,0.06404685779,0.02032557631,0.1519444478,-1.367475614,1.602337021,1.27368567,1.495914442,-0.01388729664,0.05774518852,-0.5653289599,1.409556829,1.582055576,-1.397153912,1.572523391,0.05834006121,0.02035943122,0.158421784,-1.367793944,1.601981167,1.273331368,1.496795718,-0.01438022474,0.05704680598,-0.5651054765
0.92,27.814,0.01092781754,-0.0783578373,0.01075369952,-0.07848772589,-0.00628543226,0.002212580171,0.0353999725,0.005099069893,0.000291835566,0.0001851678973,-0.03052900918,0.2496375889,-0.03052900918,0.2496375889,0,0.03494203736,0.008843633726,0.008412291005,0.3663327098,0.096252,0.005777229465,0.0001616323389,6.184013491e-05,0.000890574024,0.0005524699849,ok,4,1,1.409935191,1.586518633,-1.402270847,1.572179019,0.06341374822,0.0203079925,0.1526445545,-1.36745571,1.602203392,1.273572872,1.496114222,-0.01400105387,0.05769185454,-0.5652413148,1.410498631,1.58720006,-1.403094038,1.57255152,0.06334024623,0.02076439686,0.1525069388,-1.368724804,1.604853041,1.277024268,1.49689694,-0.01755998458,0.05701913928,-0.5615779877
0.93,27.824,0.01103284801,-0.07834208273,0.01023044296,-0.07849993009,-0.03835506773,0.002604797691,0.03537730978,0.005527919485,0.0001755258226,0.0001343131139,-0.03132515028,0.1741417497,-0.03132515028,0.1741417497,0,0.03490743252,0.008140045731,0.008412703941,0.2735345637,0.073385,0.003320621921,0.0002312912811,0.0001535509994,0.000552355297,0.0002766356249,ok,4,1,1.40995536,1.586446928,-1.402937833,1.572264102,0.06321123356,0.02038148506,0.1529551922,-1.367702548,1.60248407,1.274081654,1.496133262,-0.01429233829,0.05760069229,-0.5648986096,1.410565963,1.587269621,-1.403139908,1.572579538,0.06332253505,0.02080883662,0.1524973386,-1.368594442,1.604252586,1.276298598,1.496997741,-0.01702768392,0.05692794303,-0.5622289667
0.94,27.834,0.01113744293,-0.07832639349,0.009951567866,-0.0784619327,0.000588607013,0.003390879537,0.03536604799,0.005845968976,0.0001841843125,0.0001520478754,0.04249022156,0.07103470713,0.04249022156,0.07103470713,0,0.03600340132,0.006911489583,0.008408931628,0.1442050162,0.071182,0.002415337712,0.0001688663743,3.083653929e-05,0.0005033073427,0.0004320307883,ok,4,1,1.409971961,1.586412818,-1.402863127,1.572399011,0.06323293294,0.02047363968,0.1528038206,-1.367817383,1.602753506,1.274192812,1.496188262,-0.01461234621,0.05751532016,-0.5644779258,1.410468232,1.586367521,-1.40205829,1.57260744,0.0623452024,0.02078187766,0.1536175075,-1.36833641,1.603240422,1.275048225,1.497098118,-0.01605439638,0.0568308267,-0.5633762048
0.95,27.844,0.01124159816,-0.0783107702,0.01009703565,-0.07842346213,0.02713657064,0.00208927688,0.03544594747,0.00598739635,0.0001260401943,0.0001256302241,0.4293658435,0.2379705161,0.4293658435,0.2379705161,0,0.04188643513,0.009556954092,0.008388280591,0.6744301563,0.060939,0.001246770827,3.530768568e-05,8.985017981e-05,0.0003321756776,0.0004266092157,ok,4,1,1.410036509,1.586504781,-1.402504909,1.572455899,0.06317928802,0.02051771151,0.1527771316,-1.367835122,1.602937797,1.274176373,1.49627598,-0.01480762555,0.0574186634,-0.56428642,1.409654942,1.581355917,-1.396201939,1.572635231,0.05730439026,0.02047118119,0.1595214332,-1.369005956,1.605272273,1.277668849,1.497198067,-0.01833337988,0.05679303655,-0.5608618342
0.96,27.854,0.01134530958,-0.07829521349,0.01157645832,-0.07841649195,0.01826941225,0.001296179873,0.03612536409,0.006377354348,0.0004547736374,0.0003542103822,0.506665647,0.3473530412,0.2533328235,0.1736765206,1,0.0437253488,0.01158764997,0.008395346245,0.4198450215,0.051588,0.006133398177,0.0002989144401,5.794950571e-05,0.001362259017,0.001092673656,ok,4,1,1.410098877,1.586168035,-1.401396675,1.572263178,0.06258161186,0.02042765704,0.153388035,-1.367907161,1.60310483,1.274796831,1.496541103,-0.01526957441,0.05740085183,-0.5640184203,1.410011943,1.583078015,-1.39816939,1.57266289,0.05892298483,0.02062689529,0.1575864852,-1.368907528,1.604773258,1.277072732,1.497297583,-0.01790865074,0.05670316625,-0.5613910774
0.97,27.864,0.01144857311,-0.07827972396,0.01084315316,-0.07840429523,-0.04140019161,0.00127007734,0.03657264282,0.00669073697,6.688850678e-05,4.879923408e-05,0.1382498145,-0.1086733192,0.1382498145,-0.1086733192,0,0.03864639004,0.005060637182,0.008400052492,0.2191567864,0.13033,0.003445007569,3.535346838e-05,3.365959176e-05,0.0001510007871,0.0001603870357,ok,4,1,1.41007081,1.585778026,-1.401443344,1.572358007,0.06206617951,0.02047433563,0.1541414777,-1.368054162,1.603265975,1.274977057,1.496601134,-0.0155960145,0.05728761815,-0.5636540718,1.410265884,1.584214622,-1.399456321,1.572690429,0.05996255513,0.02074274094,0.1563330455,-1.368002427,1.601645454,1.273131345,1.497396664,-0.01467301984,0.05656679212,-0.5650847958
0.98,27.874,0.01155138467,-0.07826430223,0.009900936846,-0.07836653711,0.001418803653,0.001020839796,0.03686880903,0.006547331414,0.0003665695105,0.0003352530068,-0.007737297099,0.03989774361,-0.007737297099,0.03989774361,0,0.03675274957,0.007145797568,0.008407266242,0.09770272649,0.117729,0.001961668807,0.0001544639571,0.000180481106,0.001029911331,0.001097722356,ok,4,1,1.410021327,1.585355256,-1.401417989,1.572622522,0.06182510295,0.02058920565,0.1544776167,-1.36807075,1.603257458,1.274507326,1.496523041,-0.01550384,0.0571207213,-0.5636564764,1.410604504,1.585880379,-1.401355765,1.572717849,0.06152381868,0.02090153298,0.154465079,-1.36854115,1.603236579,1.275192958,1.497495304,-0.01648086726,0.05651790011,-0.5631000727
0.99,27.884,0.0116537402,-0.0782489489,0.01024502089,-0.07837582881,0.02783751043,0.0008554766385,0.03688768895,0.006623307486,0.0002593500924,0.00019328403,-0.2813882828,-0.1500141472,-0.2813882828,-0.1500141472,0,0.03266686471,0.004373095278,0.008422702125,0.4107409667,0.103601,0.0009684916308,0.0001647986841,3.680651124e-05,0.0007536453888,0.0005787685779,ok,4,1,1.410064436,1.585322853,-1.40140789,1.572635183,0.06172615369,0.02061490111,0.1544649479,-1.368202297,1.603272676,1.27482858,1.496584873,-0.01551237563,0.05705731484,-0.5637530599,1.411260626,1.589430263,-1.405440887,1.572745147,0.06494548885,0.02119923849,0.1504059263,-1.367910266,1.601012021,1.27239994,1.4975935,-0.01420937016,0.05639999609,-0.5657080122
1,27.894,0.01175563565,-0.07823366458,0.009554867582,-0.07835182837,0.04872427309,0.001385140949,0.03644420196,0.006387576535,0.0005633004801,0.0004515200651,-0.1267160326,0.006654558703,-0.1267160326,0.006654558703,0,0.03454346147,0.006487394915,0.008416015251,0.2133447581,0.095179,0.003707494282,0.000219319179,6.970633757e-05,0.001623554452,0.001378241683,ok,4,1,1.410145461,1.585722769,-1.401992311,1.572775706,0.06204191077,0.02071423589,0.1540609765,-1.368213726,1.60307058,1.274454465,1.496628577,-0.01532607497,0.05696759615,-0.5639074911,1.41104756,1.587856216,-1.403580628,1.572772321,0.06330717214,0.02112242342,0.1523057658,-1.368455793,1.60262665,1.274490877,1.497691248,-0.01604130949,0.05635242022,-0.5636956202
1.01,27.904,0.01185706701,-0.07821844988,0.01103672754,-0.07834535492,0.07077511403,0.001527012243,0.03619039417,0.006368240907,5.434341e-05,7.520852176e-05,-0.05808938295,0.1848079413,-0.05808938295,0.1848079413,0,0.03531905343,0.009140360026,0.008413409685,0.2948467734,0.070229,0.001784160398,3.305704617e-05,6.085757969e-05,0.0001686541958,0.0002637533393,ok,4,1,1.410335797,1.586072056,-1.40181762,1.572607196,0.06225255595,0.02069877985,0.1536562919,-1.36818461,1.602966394,1.274664385,1.496882434,-0.01537714157,0.05696942655,-0.5640052717,1.410994674,1.587228101,-1.402818164,1.57279937,0.06260351839,0.02111459442,0.1531051409,-1.369128548,1.60466583,1.277119872,1.497788545,-0.0183256093,0.05631577165,-0.5611735428
1.02,27.914,0.01195803026,-0.07820330539,0.01189690211,-0.07834379954,0.006820341162,0.002149881098,0.03604447295,0.006651354849,0.00029638922,0.0003004404099,0.01651046053,0.0383952111,0.01651046053,0.0383952111,0,0.03629212986,0.007227283015,0.008410065795,0.1042895197,0.061794,0.002593564606,0.0001161983374,0.0001540536302,0.0008066750277,0.0009982874625,ok,4,1,1.410483693,1.586388438,-1.401836274,1.572454094,0.0622807523,0.02069074947,0.1535702203,-1.368249636,1.603008732,1.275084043,1.497143182,-0.01573204469,0.05695411669,-0.5637531169,1.410912745,1.586430072,-1.401858763,1.572826293,0.06173260147,0.02109427656,0.154101817,-1.368706466,1.603116089,1.2751866,1.497885386,-0.01677493989,0.05620848775,-0.5629692859
1.03,27.924,0.01205852144,-0.07818823171,0.01160198572,-0.07830348907,-0.01111809779,0.002404708581,0.03606033926,0.00672221703,0.0001212052889,0.0001090691269,0.526828289,0.05701711774,0.2634141445,0.02850855887,1,0.0439627636,0.007577473796,0.008396910482,0.4174429285,0.06004,0.0008443432848,9.267813384e-05,4.322060835e-05,0.0003525792079,0.0003716519235,ok,4,1,1.410536304,1.586434447,-1.401889993,1.572544059,0.06225069692,0.02076520307,0.1536687985,-1.368252312,1.603056199,1.274853962,1.497225188,-0.01593059661,0.05683752646,-0.5635068369,1.410422059,1.583273685,-1.398160606,1.572853091,0.05853192368,0.02091038353,0.1578432278,-1.368723806,1.603009649,1.275087527,1.497981768,-0.0167656528,0.05613062007,-0.563029236
1.04,27.934,0.01215853656,-0.07817322944,0.0120237618,-0.07828062319,-0.007333261964,0.001013392956,0.03649588599,0.006774509163,0.0002651920632,0.0002152776571,0.1180099696,-0.1523533314,0.1180099696,-0.1523533314,0,0.03826603553,0.004489209191,0.008403259504,0.2442764001,0.062373,0.003765236089,0.0001801396303,6.06339392e-05,0.0007868837676,0.0006491328226,ok,4,1,1.410552488,1.586132413,-1.401309284,1.572564137,0.06188691541,0.02077590415,0.1540779917,-1.368267782,1.603095233,1.274849795,1.497312857,-0.01607529301,0.05673308924,-0.5634438586,1.410744039,1.584809536,-1.399912205,1.572879756,0.05996818521,0.02105158797,0.1561226814,-1.368118578,1.600873463,1.272407031,1.498077687,-0.0145864117,0.05601540985,-0.5655324181
1.05,27.944,0.01225807168,-0.07815829918,0.01123451886,-0.07825966444,-0.0106908536,0.0003287895872,0.03672358095,0.006541134143,0.0001274655173,0.0001320128456,0.1303945482,-0.02462247387,0.1303945482,-0.02462247387,0,0.03867949917,0.006171797035,0.008402072262,0.2078649043,0.054914,0.002044757802,2.322951956e-05,0.0001306659252,0.0003572348885,0.0004210289259,ok,4,1,1.410535048,1.585884051,-1.401428924,1.572725123,0.06163522699,0.02085399274,0.1544811049,-1.368291837,1.60291694,1.274451789,1.497292477,-0.01591918487,0.05658398968,-0.5636234332,1.410740997,1.584492242,-1.399510541,1.572906294,0.05957294112,0.02106776163,0.1565597539,-1.368559585,1.602150478,1.274067059,1.498173138,-0.0160548201,0.05596390625,-0.5639279566
1.06,27.954,0.01235712286,-0.0781434415,0.01157522159,-0.07826793103,0.003024409558,0.0005744432521,0.03696264543,0.00649443138,4.376841771e-05,3.601741241e-05,0.3130735159,0.2999391258,0.3130735159,0.2999391258,0,0.04165874817,0.01099351827,0.00839194763,0.4860542056,0.125862,0.001859183763,5.202457192e-05,3.348814865e-05,0.0001079631932,0.0001054938948,ok,4,1,1.410536363,1.585628534,-1.401214407,1.572719849,0.06138192225,0.02086218492,0.1547005701,-1.368381479,1.602764034,1.274593166,1.497387949,-0.01589435549,0.05652263901,-0.5637747384,1.410351118,1.581972736,-1.396549986,1.572932706,0.0570014803,0.02093639437,0.1595611122,-1.369746359,1.60589893,1.278862728,1.498268119,-0.02016030435,0.05597019657,-0.5593535145
1.07,27.964,0.01245568621,-0.078128657,0.01272681828,-0.07827788766,-0.01082581065,0.00263870767,0.03748264628,0.006964523864,0.0004282695219,0.0003785095656,0.4647845924,0.2816722989,0.2323922962,0.1408361495,1,0.04445441516,0.01118960835,0.008394609019,0.3753068561,0.068011,0.00441924391,0.0001120250538,0.0002362869245,0.001170424109,0.001194820951,ok,4,1,1.410557529,1.585325742,-1.400432789,1.57252395,0.0608589102,0.02079008804,0.1551418683,-1.36854159,1.602890832,1.275352304,1.497664404,-0.01637204083,0.05655307155,-0.5634101937,1.410513505,1.582602291,-1.397248919,1.572958981,0.05754305267,0.02101599315,0.1588949368,-1.369328358,1.604345028,1.276927505,1.498362626,-0.01860494153,0.05585804569,-0.5611535335
1.08,27.974,0.01255375783,-0.07811394625,0.01193995391,-0.07823443996,-0.02984004364,0.003115055417,0.03790328115,0.007219434222,5.082030611e-05,5.765239373e-05,-0.3757457733,0.3218276203,-0.3757457733,0.3218276203,0,0.03226709455,0.01204684853,0.008426691674,0.5710094661,0.038373,0.003197326807,3.584911576e-05,4.683029009e-05,0.0001347662415,0.0001719079561,ok,4,1,1.410531515,1.58502529,-1.400225047,1.572657001,0.06044021984,0.02085818093,0.15569761,-1.368601313,1.603111643,1.275231107,1.497727102,-0.01668817974,0.0564459351,-0.5629519191,1.41185169,1.590114582,-1.405935142,1.57298512,0.06487935856,0.02158570863,0.1502210421,-1.370066259,1.606639789,1.279872287,1.498456654,-0.02115467119,0.0558409061,-0.5583303257
1.09,27.984,0.01265133384,-0.07809930985,0.01090762372,-0.07824502093,-0.04941685572,0.002187466363,0.03732466634,0.007810198909,0.0005172375068,0.0003453246393,-0.4259485602,-0.1001054496,-0.4259485602,-0.1001054496,0,0.03093543794,0.006308617166,0.008432245996,0.6482770307,0.131988,0.005174928127,0.0004170599438,5.981429233e-05,0.001643077949,0.0009447905214,ok,4,1,1.410585867,1.585318344,-1.401511856,1.572878367,0.0607482254,0.02100663605,0.1553959703,-1.368909714,1.603636195,1.275841902,1.497609053,-0.01704422891,0.05631425433,-0.5624805347,1.412096922,1.591297467,-1.407272678,1.57301112,0.06596463959,0.02171439243,0.1489132,-1.368733221,1.60207941,1.274118989,1.498550201,-0.01638769203,0.05566545972,-0.5637467889
1.1,27.994,0.0127484104,-0.07808474837,0.01009659162,-0.07818969406,0.08103427176,0.002528281512,0.0366410766,0.007705584506,0.0007200864114,0.0006568271235,0.23394081,0.09506457299,0.23394081,0.09506457299,0,0.04015018875,0.009131553101,0.008398225824,0.386011871,0.088238,0.005543635011,0.0002515607561,0.0002094513245,0.002052030099,0.002103536221,ok,4,1,1.410679208,1.585860084,-1.40195647,1.573191766,0.06145609414,0.02112965264,0.154456835,-1.368857587,1.603661654,1.275320078,1.497513274,-0.01702881751,0.05616304391,-0.5623604119,1.41081029,1.583415036,-1.398096351,1.573037009,0.05810658208,0.02118140588,0.1581473359,-1.369446223,1.60425546,1.276918812,1.498643262,-0.01881325182,0.05563591816,-0.5610629065
1.11,28.004,0.01284498367,-0.07807026238,0.01350048486,-0.07816940202,0.1447187793,0.001769455674,0.03692944069,0.007810039347,0.0007249174951,0.0004901653591,0.5176333785,0.2145912349,0.2588166893,0.1072956175,1,0.04469394137,0.01102890787,0.008396165113,0.4531704073,0.070346,0.003847298124,0.000422988908,7.343223915e-05,0.002351315519,0.001411445805,ok,4,1,1.410951218,1.585868113,-1.400465539,1.572722918,0.06139231565,0.02099303741,0.1543000377,-1.36870763,1.603571488,1.275832449,1.497967915,-0.0173407089,0.05619821494,-0.5623760233,1.410767961,1.582883673,-1.397447004,1.57306275,0.05750253778,0.02118254906,0.1588317418,-1.369549006,1.604438581,1.277185545,1.498735833,-0.01910881273,0.05556792838,-0.5607775185
1.12,28.014,0.01294104983,-0.07805585245,0.01355316855,-0.07816809174,-0.09489251288,-0.0003965218456,0.03732255715,0.007969834437,0.0005932767671,0.0003895441923,0.04631248489,0.2424574494,0.04631248489,0.2424574494,0,0.03801724442,0.01160669618,0.008406255836,0.3527186697,0.048485,0.00384185825,0.0003030276311,5.217706317e-05,0.001845208292,0.001177069202,ok,4,1,1.410967331,1.585714157,-1.400320288,1.572568889,0.06091190915,0.0209924004,0.1549898836,-1.368803045,1.603462303,1.275983427,1.498243892,-0.01769202672,0.05613230297,-0.5622216702,1.411244158,1.585318716,-1.400243768,1.573088351,0.05982920813,0.02138286911,0.1560616517,-1.370101301,1.606118352,1.279349226,1.498827912,-0.02100022959,0.05553761835,-0.5586944835
