t,sim_time,theta_ref,s_ref,theta_dot_ref,s_dot_ref,wheel_knot,theta_meas,s_meas,theta_dot,s_dot,phi_L,phi_R,phase_rms_L,phase_rms_R,action_L,action_R,executed_action_L,executed_action_R,intervened,candidate_phi_L,candidate_phi_R,lut_clearance,max_joint_speed,compute_ms,joint_tracking_max,grasp_position_L,grasp_position_R,grasp_rotation_L,grasp_rotation_R,status,stage,has_command,q_meas_0,q_meas_1,q_meas_2,q_meas_3,q_meas_4,q_meas_5,q_meas_6,q_meas_7,q_meas_8,q_meas_9,q_meas_10,q_meas_11,q_meas_12,q_meas_13,q_cmd_0,q_cmd_1,q_cmd_2,q_cmd_3,q_cmd_4,q_cmd_5,q_cmd_6,q_cmd_7,q_cmd_8,q_cmd_9,q_cmd_10,q_cmd_11,q_cmd_12,q_cmd_13
0.2,16.373,0,-0.07199621722,0,0.04,10,6.861659501e-06,-0.07477351992,-0.008833038057,0.03653162144,0.00988274863,0.003700885446,1.933644063e-05,1.196795933e-05,0.2509263158,0.2017920464,0.2509263158,0.2017920464,0,0.01364664337,0.006727766142,0.008513692774,1.386154072,0.12257,0.01212514775,2.440072872e-05,5.437962608e-06,5.9507156e-05,3.17142274e-05,ok,4,1,1.42313512,1.603896963,-1.425438996,1.592138865,0.09135310093,0.0113966257,0.125123755,-1.379143261,1.603932755,1.271837962,1.509403829,-0.009800822948,0.05774192989,-0.5699356914,1.432226599,1.600215574,-1.420938337,1.605673867,0.08921268132,0.007036017616,0.129080447,-1.389334872,1.60520262,1.273325301,1.52326537,-0.01403319337,0.05327626108,-0.5682674649
0.21,16.383,0,-0.07159621722,0,0.04,10,9.637938605e-05,-0.07440176007,-0.01515983406,0.03694581347,0.01031760643,0.004054725711,4.520389699e-05,3.506262616e-05,0.238544628,0.2002627105,0.238544628,0.2002627105,0,0.01389577585,0.007058666368,0.008514862535,1.394483839,0.04962,0.01220844542,2.687550287e-05,1.780567356e-05,0.0001086433436,0.0001166135888,ok,4,1,1.424218872,1.603491195,-1.424906689,1.593715073,0.09109912023,0.0108722106,0.1255974717,-1.380336732,1.604059096,1.272032942,1.511056925,-0.01030161699,0.05721906083,-0.5697480588,1.433398674,1.599947617,-1.420590062,1.607369138,0.0891361102,0.006511918966,0.1293517985,-1.390606533,1.605326416,1.273462692,1.525001763,-0.01452322908,0.05272024352,-0.5681011255
0.22,16.393,0,-0.07119621722,0,0.04,11,3.531031293e-05,-0.0740238953,-0.01867371944,0.03734207879,0.010738898,0.004410231786,1.910188917e-05,1.458800376e-05,0.2019096166,0.1784745008,0.2019096166,0.1784745008,0,0.01376754224,0.007087349297,0.008517712891,1.403750592,0.042272,0.01230111294,9.014537537e-06,7.287489201e-06,4.136814179e-05,3.804223149e-05,ok,4,1,1.425300996,1.60306248,-1.42443688,1.595333852,0.09086001147,0.01035861714,0.1260623387,-1.381545191,1.604205235,1.272187568,1.51270065,-0.01080052042,0.0566833329,-0.5695430664,1.434619335,1.60000613,-1.420607681,1.609064408,0.08937354797,0.006022361292,0.1292456532,-1.391803371,1.605207311,1.27329807,1.526738156,-0.01476042868,0.05216043592,-0.5682271854
0.23,16.403,0,-0.07079621722,0,0.04,11,-0.0001163844209,-0.07364167867,-0.01578731141,0.03751961006,0.01110413319,0.004733059165,5.217208654e-05,4.337350597e-05,0.3125958145,0.07328868657,0.3125958145,0.07328868657,0,0.01579307041,0.005832389464,0.008511305126,1.413773413,0.096937,0.01240134116,3.462756825e-05,1.614197168e-05,0.0001612307061,0.0001304681226,ok,4,1,1.426387725,1.602668639,-1.424022853,1.59698266,0.090675265,0.009855083332,0.1264558622,-1.382761124,1.604345301,1.272292334,1.514336815,-0.01126496605,0.05613766996,-0.5693724752,1.435555773,1.598202702,-1.418543379,1.610759679,0.08782384013,0.005341594024,0.1312941669,-1.392680267,1.604051748,1.271850683,1.528474549,-0.01392347423,0.05158362013,-0.5696009636
0.24,16.413,0,-0.07039621722,0,0.04,12,-0.0001176572933,-0.07324794518,-0.004182145871,0.03724816319,0.01165202642,0.004875154429,5.633687579e-05,6.883628298e-05,0.3798784614,0.08780690283,0.3798784614,0.08780690283,0,0.01735020334,0.006192257971,0.008507062414,1.421113068,0.062871,0.01247486884,5.615658798e-05,7.691784061e-05,0.0001373339746,0.0002199629637,ok,4,1,1.42747312,1.602177032,-1.423244697,1.598629531,0.09038295136,0.009329265894,0.1269544595,-1.383907409,1.604361377,1.272170993,1.51599968,-0.01161238171,0.05558680685,-0.5693532559,1.436550792,1.596804807,-1.416936653,1.612454833,0.08666663513,0.004704963628,0.1328741669,-1.393959188,1.604199086,1.272017005,1.530210811,-0.01443777698,0.05102811565,-0.5694062856
0.25,16.423,0,-0.06999621722,0,0.04,12,0.0001043604296,-0.07287044528,-0.009306425659,0.0370308174,0.01230448611,0.005031899581,7.081149183e-05,4.463646527e-05,0.2705554664,0.05973258615,0.2705554664,0.05973258615,0,0.01636281811,0.005927888373,0.008513483441,1.423937121,0.07681,0.01251684466,8.226193627e-05,3.039971323e-05,0.0002037120278,0.0001113046486,ok,4,1,1.428566076,1.601603024,-1.422460481,1.600226666,0.08996068912,0.008765434093,0.1276427013,-1.385087715,1.604331104,1.272218491,1.517693966,-0.01195243893,0.05504823469,-0.5694016662,1.437885512,1.597605222,-1.417785025,1.614137859,0.08761944431,0.004299472736,0.1319095829,-1.395079375,1.603841971,1.271557723,1.531933337,-0.01443160098,0.05047473862,-0.569819338
0.26,16.433,0,-0.06959621722,0,0.04,13,-0.0001773462051,-0.07248838395,-0.01644334378,0.03760126578,0.01279048115,0.005144036528,8.518154822e-05,6.246485605e-05,0.1892864853,0.03482338414,0.1892864853,0.03482338414,0,0.01562977843,0.00566638729,0.008518836289,1.430457387,0.117321,0.01258204732,4.88829975e-05,1.439733785e-05,0.0002545363697,0.0001988274739,ok,4,1,1.429650834,1.601068422,-1.422085966,1.601899193,0.08965264249,0.008244151466,0.1282431894,-1.386294778,1.604261213,1.272146377,1.51935129,-0.01223583427,0.05449607585,-0.5694497063,1.439186242,1.598185872,-1.418385888,1.615820884,0.08835986073,0.003872105777,0.1311994642,-1.396199999,1.603486565,1.271101309,1.533655864,-0.01442779517,0.0499212793,-0.5702303454
0.27,16.443,0,-0.06919621722,0,0.04,13,-0.0003834371104,-0.0721012352,-0.006618573514,0.03799261527,0.01314715507,0.005213170344,0.0001588506792,0.0001284552367,0.2131238878,0.001078590285,0.2131238878,0.001078590285,0,0.01634401338,0.005229349198,0.008518128987,1.436872238,0.098511,0.01264619583,0.0001013447373,1.905587299e-05,0.0004472933846,0.0004040274418,ok,4,1,1.430744159,1.600632481,-1.421712159,1.603586422,0.08948031903,0.007739237418,0.1286093128,-1.387490182,1.604186984,1.272010465,1.521009668,-0.0124791355,0.05394697947,-0.5695321823,1.440292522,1.597515983,-1.417593851,1.61750391,0.08790423357,0.003318722203,0.1319372916,-1.397276211,1.602987982,1.270469482,1.53537839,-0.01427702723,0.04936520998,-0.5708137398
0.28,16.453,0,-0.06879621722,0,0.04,14,-0.000313003732,-0.07170834327,0.005658735864,0.0380832907,0.01353136587,0.005219336248,0.0001075614365,0.0001010814399,0.2199230492,-0.002212680876,0.2199230492,-0.002212680876,0,0.0168302116,0.005186146035,0.008518378095,1.439300261,0.055825,0.01267047606,2.197938338e-05,3.088105344e-05,0.0002575284687,0.0003231385553,ok,4,1,1.431864128,1.600268629,-1.421110834,1.605232722,0.08930987691,0.007215347947,0.1289368114,-1.388642215,1.604066586,1.271820145,1.522707914,-0.01269409901,0.0534074287,-0.5696766394,1.44142935,1.597043128,-1.417022621,1.619186935,0.08763813969,0.00278506129,0.1324469756,-1.398451178,1.602808699,1.270231217,1.537100917,-0.0144558875,0.04881461396,-0.5710127302
0.29,16.463,0,-0.06839621722,0,0.04,14,-0.0001685558278,-0.07131912595,0.004148780761,0.03802986429,0.01391355636,0.005214821655,5.565681163e-05,4.903290507e-05,0.159493506,-0.03248767182,0.159493506,-0.03248767182,0,0.01630595895,0.004727506577,0.008522854923,1.439938833,0.074389,0.01267686178,1.699444114e-05,1.556541967e-05,0.0001247161191,0.0001514963901,ok,4,1,1.433005347,1.599931822,-1.420579274,1.606859727,0.08911710678,0.00668002073,0.1293370638,-1.389793258,1.603917127,1.271658484,1.524424055,-0.01290240562,0.0528698085,-0.5698508209,1.442702131,1.597443376,-1.41742102,1.62086996,0.08820478243,0.002339666035,0.1319457417,-1.399521211,1.60229094,1.269577809,1.538823444,-0.01428695713,0.04825791509,-0.5716192439
0.3,16.473,0,-0.06799621722,0,0.04,15,-0.0002552179962,-0.07092738882,0.0001949819928,0.03818059479,0.01419810248,0.005160573349,9.779487798e-05,7.788290309e-05,0.07695541531,-0.06233862415,0.07695541531,-0.06233862415,0,0.01535243371,0.004225493987,0.008529124793,1.442896672,0.062002,0.01270644017,3.359846322e-05,1.935805525e-05,0.0002541284777,0.0002415115237,ok,4,1,1.434148031,1.599618747,-1.420277559,1.608529423,0.08899611843,0.006168944636,0.1296876802,-1.390946712,1.603733614,1.271405002,1.526117003,-0.01306276517,0.05231953106,-0.570053771,1.444032845,1.598214553,-1.41822874,1.622552986,0.08912308999,0.001932028098,0.1310150381,-1.400579779,1.601736732,1.26888106,1.54054597,-0.0140816608,0.04770035895,-0.5722696648
0.31,16.483,0,-0.06759621722,0,0.04,15,-0.0003949368996,-0.0705347951,0.003570063346,0.03828923356,0.01434955337,0.005056404188,0.000157093655,0.0001209692762,0.05533508584,-0.08351771533,0.05533508584,-0.08351771533,0,0.01517957966,0.003803638458,0.008532129102,1.446097751,0.060928,0.01274880809,7.976368537e-05,2.599823907e-05,0.0004191663359,0.0003750123705,ok,4,1,1.435296719,1.599391243,-1.420097816,1.610219551,0.08899316525,0.005676404833,0.1298723264,-1.392099777,1.603522445,1.271096661,1.527797162,-0.01317113231,0.05176442704,-0.5703097702,1.445257326,1.59831091,-1.418286672,1.624226856,0.089399215,0.00146404391,0.1308662355,-1.401656064,1.601246983,1.268263011,1.54225814,-0.01394493385,0.04715177287,-0.5728428242
0.32,16.493,0,-0.06719621722,0,0.04,16,-0.0003656372913,-0.0701404807,0.01042944402,0.03838201887,0.01445739737,0.004911673828,0.0001357018149,0.0001054743936,0.08747123927,-0.05547543988,0.08747123927,-0.05547543988,0,0.01576946596,0.00407954223,0.008531946439,1.446751048,0.092443,0.01275862147,4.852785103e-05,2.347818135e-05,0.0003310204618,0.0003309367772,ok,4,1,1.436463088,1.599243855,-1.419838741,1.611883117,0.08904215653,0.005178188881,0.129960587,-1.393235375,1.60326963,1.270768898,1.529499518,-0.01325631177,0.05121918578,-0.5706125353,1.446378566,1.597748109,-1.41761596,1.625897827,0.08904995149,0.0009315676871,0.1314807991,-1.402908532,1.60132707,1.26834178,1.543967029,-0.01439289118,0.04661622641,-0.5727299811
